mod,packageId,file,xpath
Alpha Biomes,sarg.alphabiomes,1.6/Patches/BirdsBeyondTemperateForest.xml,"/Defs/BiomeDef[defName=""AB_OcularForest""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/BirdsBeyondTemperateForest.xml,"/Defs/BiomeDef[defName=""AB_RockyCrags""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/BirdsBeyondTemperateForest.xml,"/Defs/BiomeDef[defName=""AB_TarPits""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/BirdsBeyondTropicalForest.xml,"/Defs/BiomeDef[defName=""AB_FeraliskInfestedJungle""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/BirdsBeyondTropicalForest.xml,"/Defs/BiomeDef[defName=""AB_MiasmicMangrove""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/BirdsBeyondTropicalForest.xml,"/Defs/BiomeDef[defName=""AB_MycoticJungle""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/BirdsBeyondTropicalForest.xml,"/Defs/BiomeDef[defName=""AB_OcularForest""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""TyrannosaurusRex""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Yutyrannus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Carnotaurus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Allosaurus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Spinosaurus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Baryonyx""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Ankylosaurus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Minmi""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Brachiosaurus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Brontosaurus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Diplodocus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Magyarosaurus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Utahraptor""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Dakotaraptor""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Dilophosaurus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Velociraptor""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Compsognathus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Iguanodon""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Parasaur""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Pachycephalosaurus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Stygimoloch""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Stegosaurus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Triceratops""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/DinosauriaPatch.xml,"/Defs/ThingDef[defName=""Pteranodon""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/ErinsFinalFantasyAnimals.xml,"/Defs/BiomeDef[defName=""AB_GelatinousSuperorganism"" or defName=""AB_MiasmicMangrove"" or defName=""AB_PyroclasticConflagration"" or defName=""AB_TarPits""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/ErinsFinalFantasyAnimals.xml,"/Defs/BiomeDef[defName=""AB_IdyllicMeadows"" or defName=""AB_MycoticJungle""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/ErinsFinalFantasyAnimals.xml,"/Defs/BiomeDef[defName=""AB_IdyllicMeadows"" or defName=""AB_MycoticJungle""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/ErinsFoxSquirrel.xml,"/Defs/BiomeDef[defName=""AB_FeraliskInfestedJungle"" or defName=""AB_MycoticJungle""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/ErinsFoxSquirrel.xml,"/Defs/BiomeDef[defName=""AB_IdyllicMeadows"" or defName=""AB_OcularForest""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/ErinsFoxSquirrel.xml,"/Defs/BiomeDef[defName=""AB_MiasmicMangrove""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/ErinsFriendlyFerrets.xml,"/Defs/BiomeDef[defName=""AB_IdyllicMeadows"" or defName=""AB_MycoticJungle""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/ErinsValheimCreatures.xml,"/Defs/BiomeDef[defName=""AB_PropaneLakes""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/ErinsValheimCreatures.xml,"/Defs/BiomeDef[defName=""AB_IdyllicMeadows"" or defName=""AB_TarPits""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/ErinsValheimCreatures.xml,"/Defs/BiomeDef[defName=""AB_GelatinousSuperorganism"" or defName=""AB_MiasmicMangrove""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/ErinsValheimCreatures.xml,"/Defs/BiomeDef[defName=""AB_GelatinousSuperorganism"" or defName=""AB_MycoticJungle""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/FishIndustryPatch.xml,"/Defs/PawnKindDef[defName=""PawnKindDefFishSduiggles""]/naturalBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/FishIndustryPatch.xml,"/Defs/PawnKindDef[defName=""PawnKindDefFishSeasnake""]/naturalBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/FishIndustryPatch.xml,"/Defs/PawnKindDef[defName=""PawnKindDefFishMashgon""]/naturalBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/FishIndustryPatch.xml,"/Defs/PawnKindDef[defName=""PawnKindDefFishBlueblade""]/naturalBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/FishIndustryPatch.xml,"/Defs/PawnKindDef[defName=""PawnKindDefFishTailteeth""]/naturalBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Ahuizotl""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Chimera""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_ErymanthianBoar""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Griffin""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Kitsune""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_LernaeanHydra""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Manticore""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Pegasus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Unicorn""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Qilin""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_WildMinotaur""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_WillOWisp""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Catoblepas""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_CeryneianHind""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Cerberus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Basilisk""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Fenghuang""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Ieltxu""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Kappa""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_LesserWyvern""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Phoenix""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Salamander""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Tlilcoatl""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MagicalMenageriePatch.xml,"/Defs/ThingDef[defName=""MM_Xiezhi""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Arthropleura""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Doedicurus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Daeodon""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Gigantopithecus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Titanis""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Titanoboa""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Smilodon""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Procoptodon""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Megalania""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Dinocrocuta""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Dinornis""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Quinkana""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Megalochelys""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Josephoartigasia""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Gigantophis""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Meganeura""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Purussaurus""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Pulmonoscorpius""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/MegafaunaPatch.xml,"/Defs/ThingDef[defName=""Castoroides""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/OpossumFriends.xml,"/Defs/BiomeDef[defName=""AB_GelatinousSuperorganism"" or defName=""AB_IdyllicMeadows"" or defName=""AB_MycoticJungle""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/RegrowthRemasteredExtinctAnimals.xml,"/Defs/BiomeDef[defName=""AB_FeraliskInfestedJungle""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/RegrowthRemasteredExtinctAnimals.xml,"/Defs/BiomeDef[defName=""AB_GallatrossGraveyard""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/RegrowthRemasteredExtinctAnimals.xml,"/Defs/BiomeDef[defName=""AB_GelatinousSuperorganism""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/RegrowthRemasteredExtinctAnimals.xml,"/Defs/BiomeDef[defName=""AB_IdyllicMeadows""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/RegrowthRemasteredExtinctAnimals.xml,"/Defs/BiomeDef[defName=""AB_MechanoidIntrusion""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/RegrowthRemasteredExtinctAnimals.xml,"/Defs/BiomeDef[defName=""AB_MiasmicMangrove""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/RegrowthRemasteredExtinctAnimals.xml,"/Defs/BiomeDef[defName=""AB_MycoticJungle""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/RegrowthRemasteredExtinctAnimals.xml,"/Defs/BiomeDef[defName=""AB_PropaneLakes""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/RegrowthRemasteredExtinctAnimals.xml,"/Defs/BiomeDef[defName=""AB_TarPits""]/wildAnimals"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_Coyote""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_Giraffe""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_Zebra""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_Wildebeest""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_Crocodile""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_ArcticCoyote""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_BlackBear""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_Hyena""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_DesertTortoise""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_Lion""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_GilaMonster""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_Camel""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_Rattlesnake""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_Megascorpion""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_RedPanda""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_WildGoose""]/race/wildBiomes"
Alpha Biomes,sarg.alphabiomes,1.6/Patches/VAEPatch.xml,"/Defs/ThingDef[defName=""AEXP_Jaguar""]/race/wildBiomes"
