kind,a,b,def
river,9406,18377,HugeRiver
river,9408,9409,River
river,11085,14322,Creek
river,11088,11089,Creek
river,11090,11091,Creek
river,11093,11094,Creek
river,11095,14332,Creek
river,11307,11311,River
river,11310,11311,River
river,11330,14597,HugeRiver
river,11342,11343,HugeRiver
river,11342,11347,HugeRiver
river,11343,14568,HugeRiver
river,11469,16883,Creek
river,11470,16957,Creek
river,11912,11913,River
river,11912,15161,River
river,11913,18371,River
river,11914,15156,Creek
river,11915,17328,Creek
river,11924,11926,River
river,11924,15173,River
river,11926,11927,River
river,11937,11939,Creek
river,11938,11939,Creek
river,11940,11941,Creek
river,11943,11947,Creek
river,11946,11947,Creek
river,11961,21323,Creek
river,11966,11967,LargeRiver
river,11969,11970,Creek
river,11970,21330,Creek
river,11971,21408,Creek
river,12455,12456,Creek
river,12455,17238,Creek
river,12458,12459,Creek
river,12461,17274,Creek
river,12463,12464,Creek
river,12464,12465,Creek
river,12465,12469,Creek
river,12624,12625,HugeRiver
river,12625,12626,HugeRiver
river,12626,12628,HugeRiver
river,12628,12629,HugeRiver
river,14319,14323,Creek
river,14322,14323,Creek
river,14324,14326,Creek
river,14327,19482,Creek
river,14328,14329,Creek
river,14329,14330,Creek
river,14330,14331,Creek
river,14333,21318,Creek
river,14343,14344,LargeRiver
river,14344,14345,River
river,14565,14572,HugeRiver
river,14568,14569,HugeRiver
river,14570,14572,HugeRiver
river,14596,14597,HugeRiver
river,15116,15117,Creek
river,15117,15124,Creek
river,15124,15125,Creek
river,15125,15127,Creek
river,15152,15153,River
river,15155,15157,Creek
river,15160,15161,Creek
river,15173,15175,River
river,15179,21438,Creek
river,16726,16727,River
river,16869,16871,Creek
river,16882,16883,Creek
river,16882,16884,Creek
river,16897,16898,Creek
river,16898,16902,Creek
river,16901,16903,Creek
river,16902,16903,Creek
river,17237,17238,Creek
river,17274,17275,Creek
river,17294,17295,Creek
river,17295,17296,Creek
river,17304,17305,Creek
river,17305,17306,LargeRiver
river,17306,17308,LargeRiver
river,17326,17328,Creek
river,18368,18371,River
river,18375,18376,HugeRiver
river,18376,18377,HugeRiver
river,18382,18383,River
river,18382,18384,River
river,18404,18405,River
river,18405,18409,River
river,19390,19391,HugeRiver
river,19394,19396,HugeRiver
river,19402,19403,HugeRiver
river,21309,21316,Creek
river,21317,21318,Creek
river,21320,21321,Creek
river,21322,21324,Creek
river,21324,21325,Creek
river,21331,21406,LargeRiver
river,21406,21408,LargeRiver
river,21434,21435,Creek
road,36,7497,StoneRoad
road,36,7501,StoneRoad
road,57,7625,DirtRoad
road,57,7627,DirtRoad
road,73,7719,DirtRoad
road,73,7722,DirtRoad
road,105,7911,DirtPath
road,105,7915,DirtPath
road,120,8000,DirtRoad
road,120,8005,DirtRoad
road,133,8079,StoneRoad
road,133,8082,StoneRoad
road,135,8091,DirtPath
road,135,8095,StoneRoad
road,161,8247,DirtRoad
road,161,8249,DirtRoad
road,165,8272,DirtRoad
road,165,8274,DirtPath
road,165,8275,DirtRoad
road,171,8306,StoneRoad
road,171,8310,StoneRoad
road,195,8452,DirtPath
road,203,8498,StoneRoad
road,203,8501,StoneRoad
road,206,8516,DirtPath
road,206,8520,DirtPath
road,218,8591,DirtPath
road,218,8593,DirtPath
road,227,8644,DirtRoad
road,227,8646,DirtRoad
road,231,8667,DirtPath
road,231,8669,DirtRoad
road,275,8930,DirtPath
road,275,8935,DirtPath
road,324,9224,StoneRoad
road,324,9228,StoneRoad
road,325,9230,DirtRoad
road,325,9235,DirtRoad
road,407,9724,DirtRoad
road,407,9727,DirtRoad
road,470,10102,DirtPath
road,470,10105,DirtPath
road,474,10125,StoneRoad
road,474,10127,StoneRoad
road,475,10131,DirtRoad
road,475,10135,DirtRoad
road,479,10154,DirtRoad
road,479,10158,DirtRoad
road,491,10226,DirtRoad
road,491,10230,DirtRoad
road,491,10231,DirtRoad
road,523,10420,DirtRoad
road,523,10422,DirtRoad
road,528,10451,DirtPath
road,528,10452,DirtRoad
road,565,10671,DirtRoad
road,565,10672,DirtPath
road,565,10675,DirtRoad
road,569,10696,DirtPath
road,569,10699,DirtPath
road,627,11042,DirtRoad
road,627,11047,DirtRoad
road,630,11060,DirtRoad
road,630,11064,DirtRoad
road,655,11213,DirtPath
road,674,11324,DirtRoad
road,674,11328,DirtRoad
road,675,11332,DirtRoad
road,675,11335,StoneRoad
road,752,11793,DirtRoad
road,752,11797,DirtRoad
road,753,11799,DirtPath
road,753,11801,DirtPath
road,755,11811,DirtRoad
road,755,11814,DirtRoad
road,761,11848,DirtRoad
road,761,11851,DirtRoad
road,766,11877,DirtRoad
road,766,11880,DirtRoad
road,780,11964,StoneRoad
road,780,11965,DirtRoad
road,804,12104,DirtRoad
road,804,12108,DirtRoad
road,815,12174,DirtPath
road,866,12476,DirtRoad
road,866,12479,DirtRoad
road,931,12867,DirtRoad
road,931,12868,DirtRoad
road,945,12951,DirtPath
road,945,12953,DirtPath
road,947,12964,DirtRoad
road,947,12967,DirtRoad
road,949,12976,DirtPath
road,949,12978,DirtPath
road,1010,13342,DirtPath
road,1010,13345,DirtPath
road,1011,13346,DirtPath
road,1011,13350,StoneRoad
road,1011,13351,DirtRoad
road,1014,13364,DirtRoad
road,1014,13368,DirtRoad
road,1023,13419,DirtRoad
road,1023,13420,DirtRoad
road,1024,13424,DirtRoad
road,1024,13427,DirtRoad
road,1024,13428,DirtPath
road,1063,13658,DirtPath
road,1063,13661,DirtPath
road,1109,13936,DirtPath
road,1109,13938,DirtPath
road,1142,14132,DirtRoad
road,1142,14135,DirtRoad
road,1168,14288,DirtRoad
road,1168,14291,DirtRoad
road,1174,14327,StoneRoad
road,1241,14727,DirtRoad
road,1241,14731,DirtRoad
road,1292,15034,DirtRoad
road,1292,15036,DirtPath
road,1292,15037,DirtRoad
road,1293,15038,DirtRoad
road,1293,15042,DirtRoad
road,1293,15043,DirtPath
road,1341,15328,DirtRoad
road,1341,15330,DirtPath
road,1341,15331,DirtRoad
road,1345,15350,DirtRoad
road,1345,15353,DirtRoad
road,1417,15787,DirtPath
road,1430,15860,DirtPath
road,1430,15862,DirtPath
road,1433,15878,DirtPath
road,1433,15882,DirtPath
road,1521,16407,DirtRoad
road,1521,16409,DirtRoad
road,1523,16418,DirtRoad
road,1523,16422,DirtRoad
road,1528,16448,DirtRoad
road,1528,16452,DirtRoad
road,1600,16880,StoneRoad
road,1600,16881,StoneRoad
road,1600,16882,StoneRoad
road,1607,16922,DirtRoad
road,1607,16926,DirtRoad
road,1607,16927,DirtRoad
road,1608,16928,DirtRoad
road,1608,16932,DirtRoad
road,1610,16940,DirtPath
road,1610,16942,DirtPath
road,1653,17200,DirtRoad
road,1653,17203,DirtRoad
road,1654,17204,DirtRoad
road,1654,17207,DirtRoad
road,1654,17209,DirtRoad
road,1667,17283,DirtRoad
road,1667,17285,DirtRoad
road,1677,17343,StoneRoad
road,1677,17345,StoneRoad
road,1752,17794,DirtPath
road,1791,18026,DirtRoad
road,1791,18030,DirtRoad
road,1793,18039,DirtRoad
road,1793,18040,DirtRoad
road,1796,18059,DirtRoad
road,1796,18060,DirtRoad
road,1796,18061,DirtRoad
road,1801,18087,DirtRoad
road,1801,18090,DirtRoad
road,1817,18184,DirtRoad
road,1817,18187,DirtRoad
road,1820,18201,DirtRoad
road,1820,18203,StoneRoad
road,1820,18205,StoneRoad
road,1821,18206,StoneRoad
road,1821,18208,DirtRoad
road,1821,18210,StoneRoad
road,1825,18232,DirtRoad
road,1825,18234,DirtRoad
road,1828,18249,StoneRoad
road,1828,18250,StoneRoad
road,1831,18267,DirtRoad
road,1831,18270,DirtRoad
road,1891,18629,DirtRoad
road,1891,18630,DirtRoad
road,1976,19139,DirtRoad
road,1976,19140,DirtRoad
road,1984,19185,StoneRoad
road,1984,19187,StoneRoad
road,1985,19192,StoneRoad
road,1985,19195,StoneRoad
road,2035,19492,StoneRoad
road,2035,19494,StoneRoad
road,2108,19928,DirtRoad
road,2108,19930,DirtRoad
road,2154,20205,DirtRoad
road,2154,20207,DirtRoad
road,2175,20332,DirtPath
road,2175,20335,DirtPath
road,2181,20366,DirtRoad
road,2181,20370,DirtRoad
road,2186,20396,DirtPath
road,2186,20399,DirtRoad
road,2186,20400,DirtPath
road,2190,20421,DirtRoad
road,2190,20422,DirtRoad
road,2234,20685,DirtRoad
road,2234,20688,DirtRoad
road,2246,20757,DirtRoad
road,2246,20760,DirtRoad
road,2325,21230,DirtPath
road,2325,21234,DirtPath
road,2333,21279,DirtRoad
road,2333,21281,DirtRoad
road,2353,21398,DirtRoad
road,2353,21401,DirtRoad
road,2358,21428,DirtRoad
road,2358,21432,DirtRoad
road,2407,21722,DirtRoad
road,2507,7369,DirtRoad
road,2507,12596,DirtRoad
road,2507,12604,DirtRoad
road,2508,7368,DirtRoad
road,2508,12613,DirtRoad
road,2510,12625,DirtRoad
road,2510,12627,DirtRoad
road,2544,12829,DirtRoad
road,2544,12831,DirtRoad
road,2550,12861,DirtRoad
road,2550,12867,DirtRoad
road,2567,12967,DirtRoad
road,2567,12969,DirtPath
road,2607,13202,DirtPath
road,2641,7501,StoneRoad
road,2641,13408,StoneRoad
road,2643,13419,DirtRoad
road,2643,13431,DirtRoad
road,2645,13424,DirtRoad
road,2645,13431,DirtRoad
road,2680,7540,DirtRoad
road,2680,13641,DirtRoad
road,2682,7541,DirtRoad
road,2682,13658,DirtPath
road,2689,13670,DirtRoad
road,2689,13695,DirtRoad
road,2728,13922,DirtPath
road,2728,13928,DirtPath
road,2729,13928,DirtPath
road,2729,13936,DirtPath
road,2764,7625,DirtRoad
road,2764,14156,DirtRoad
road,2765,7625,DirtRoad
road,2765,14152,DirtRoad
road,2791,7651,DirtRoad
road,2791,14308,DirtRoad
road,2913,15043,DirtPath
road,2913,15051,DirtPath
road,2919,7779,DirtRoad
road,2919,15074,DirtRoad
road,2919,15076,DirtRoad
road,2920,7778,DirtRoad
road,2920,15086,StoneRoad
road,3147,8008,DirtRoad
road,3147,16437,DirtRoad
road,3222,8082,StoneRoad
road,3222,16898,StoneRoad
road,3224,8084,StoneRoad
road,3224,16909,StoneRoad
road,3226,8084,StoneRoad
road,3226,16922,DirtRoad
road,3240,17001,DirtRoad
road,3240,17006,DirtRoad
road,3274,17209,StoneRoad
road,3274,17211,StoneRoad
road,3275,17211,StoneRoad
road,3275,17216,DirtRoad
road,3275,17217,StoneRoad
road,3288,8147,DirtRoad
road,3288,17295,DirtRoad
road,3341,8200,DirtRoad
road,3341,17612,DirtRoad
road,3382,17852,DirtRoad
road,3382,17865,DirtRoad
road,3386,8247,DirtRoad
road,3386,17881,DirtRoad
road,3398,8258,DirtRoad
road,3398,17978,DirtRoad
road,3401,8262,DirtRoad
road,3401,17968,DirtRoad
road,3411,8275,DirtRoad
road,3411,18026,DirtRoad
road,3414,8274,DirtPath
road,3414,18049,DirtPath
road,3416,18061,DirtRoad
road,3416,18063,DirtRoad
road,3417,18063,DirtRoad
road,3417,18087,DirtRoad
road,3470,18380,DirtRoad
road,3470,18405,DirtRoad
road,3593,8452,DirtPath
road,3593,19124,DirtPath
road,3638,8498,StoneRoad
road,3638,19393,StoneRoad
road,3638,19419,DirtRoad
road,3641,8501,DirtRoad
road,3641,19408,DirtRoad
road,3653,19472,DirtRoad
road,3653,19478,DirtRoad
road,3657,8516,DirtPath
road,3657,19503,StoneRoad
road,3657,19514,StoneRoad
road,3660,8520,DirtPath
road,3660,19525,DirtPath
road,3681,8545,DirtPath
road,3681,19641,DirtPath
road,3682,8542,DirtRoad
road,3682,19657,DirtRoad
road,3685,8544,DirtRoad
road,3685,8545,DirtPath
road,3685,19647,DirtRoad
road,3685,19671,DirtPath
road,3728,8593,DirtPath
road,3728,19928,DirtRoad
road,3728,19935,DirtRoad
road,3770,8630,DirtRoad
road,3770,20185,DirtRoad
road,3775,8631,DirtRoad
road,3775,20205,DirtRoad
road,3787,8646,DirtRoad
road,3787,20259,DirtRoad
road,3800,20360,DirtRoad
road,3800,20366,DirtRoad
road,3805,20360,DirtRoad
road,3805,20392,DirtRoad
road,3867,8728,DirtPath
road,3867,20757,DirtRoad
road,3867,20762,DirtRoad
road,3869,8729,DirtPath
road,3869,20774,DirtPath
road,3869,20776,DirtPath
road,3944,8809,DirtPath
road,3944,21230,DirtPath
road,3948,8808,DirtPath
road,3948,21253,DirtPath
road,3955,21284,DirtRoad
road,3955,21291,DirtRoad
road,3958,21313,DirtRoad
road,3958,21321,DirtRoad
road,3972,21386,DirtRoad
road,3972,21392,DirtRoad
road,3978,21422,DirtRoad
road,3978,21428,DirtRoad
road,3979,21428,DirtRoad
road,3979,21435,DirtRoad
road,4023,8882,DirtRoad
road,4023,21722,DirtRoad
road,4024,8884,DirtRoad
road,4024,21706,DirtRoad
road,4034,8894,DirtRoad
road,4034,21764,DirtRoad
road,4039,8894,DirtRoad
road,4039,21789,DirtRoad
road,4071,8930,DirtPath
road,4071,15502,DirtPath
road,4075,8935,DirtPath
road,4075,15473,DirtPath
road,4079,15504,DirtPath
road,4079,15508,DirtPath
road,4366,9224,StoneRoad
road,4366,17296,DirtRoad
road,4366,17297,StoneRoad
road,4376,12468,StoneRoad
road,4376,17347,StoneRoad
road,4484,12586,DirtRoad
road,4484,12598,DirtRoad
road,4497,12605,DirtRoad
road,4497,18059,DirtRoad
road,4512,18167,DirtPath
road,4512,18173,DirtPath
road,4514,12612,DirtRoad
road,4514,18174,DirtPath
road,4514,18175,DirtRoad
road,4520,9380,StoneRoad
road,4520,12622,StoneRoad
road,4526,9386,StoneRoad
road,4526,12623,StoneRoad
road,4526,12624,DirtRoad
road,4528,9386,StoneRoad
road,4528,18268,StoneRoad
road,4536,9396,DirtPath
road,4536,18275,DirtPath
road,4545,9409,DirtRoad
road,4545,12631,DirtRoad
road,4548,9408,DirtRoad
road,4548,18381,DirtRoad
road,4678,9538,DirtRoad
road,4678,19139,DirtRoad
road,4679,9538,DirtRoad
road,4679,19210,DirtRoad
road,4685,9547,DirtRoad
road,4685,19140,DirtRoad
road,4700,12802,DirtRoad
road,4700,12832,DirtRoad
road,4706,9566,DirtRoad
road,4706,12803,DirtRoad
road,4709,9568,DirtRoad
road,4709,19390,DirtRoad
road,4730,9590,DirtRoad
road,4730,12828,DirtRoad
road,4734,9590,DirtRoad
road,4734,19474,DirtRoad
road,4742,9604,StoneRoad
road,4742,12868,StoneRoad
road,4745,9605,StoneRoad
road,4745,19502,StoneRoad
road,4760,12858,DirtRoad
road,4760,19651,DirtRoad
road,4808,12909,DirtRoad
road,4808,12929,DirtRoad
road,4815,9679,DirtRoad
road,4815,12913,DirtRoad
road,4819,9679,DirtRoad
road,4819,20118,DirtRoad
road,4842,20119,DirtRoad
road,4842,20123,DirtRoad
road,4864,9722,DirtRoad
road,4864,20259,DirtRoad
road,4865,9724,DirtRoad
road,4865,20290,DirtPath
road,4874,12972,DirtPath
road,4874,20335,DirtPath
road,4875,12973,DirtRoad
road,4875,12978,DirtRoad
road,4876,12978,DirtRoad
road,4876,20184,DirtRoad
road,4883,20393,DirtRoad
road,4883,20399,DirtRoad
road,4892,9754,DirtPath
road,4892,13000,DirtPath
road,4895,9755,DirtPath
road,4895,20366,DirtPath
road,4949,9811,DirtRoad
road,4949,20688,DirtRoad
road,4950,9810,DirtRoad
road,4950,20763,DirtRoad
road,5030,9892,DirtPath
road,5030,13150,DirtPath
road,5033,9893,DirtPath
road,5033,21230,DirtPath
road,5099,21689,DirtRoad
road,5099,21767,DirtRoad
road,5102,9964,DirtPath
road,5102,13203,DirtPath
road,5105,9965,DirtPath
road,5105,9967,DirtRoad
road,5105,21661,DirtRoad
road,5106,9966,DirtRoad
road,5106,21706,DirtRoad
road,5207,15474,DirtPath
road,5207,15491,DirtPath
road,5217,10076,DirtPath
road,5217,17794,DirtPath
road,5218,10078,DirtPath
road,5218,15490,DirtPath
road,5242,10102,DirtPath
road,5242,15509,DirtPath
road,5322,10182,DirtRoad
road,5322,17853,DirtRoad
road,5337,13428,DirtPath
road,5337,13438,DirtPath
road,5342,10203,DirtPath
road,5342,13439,DirtPath
road,5371,10230,DirtRoad
road,5371,10231,DirtRoad
road,5371,19518,DirtRoad
road,5405,10266,DirtRoad
road,5405,17869,DirtRoad
road,5407,10267,DirtRoad
road,5407,17881,DirtRoad
road,5533,10393,DirtPath
road,5533,15882,DirtPath
road,5541,10401,DirtRoad
road,5541,13640,DirtRoad
road,5543,10400,DirtRoad
road,5543,19939,DirtRoad
road,5564,10429,DirtRoad
road,5564,13672,DirtRoad
road,5568,10428,DirtRoad
road,5568,20205,DirtRoad
road,5594,10455,DirtRoad
road,5594,21282,DirtRoad
road,5595,10455,DirtRoad
road,5595,13694,DirtRoad
road,5663,10523,DirtRoad
road,5663,21290,DirtRoad
road,5664,10522,DirtRoad
road,5664,21388,DirtRoad
road,5799,10658,DirtPath
road,5799,13915,DirtPath
road,5809,10668,DirtRoad
road,5809,20454,DirtRoad
road,5810,10671,DirtRoad
road,5810,20454,DirtRoad
road,5816,13924,DirtPath
road,5912,10772,DirtRoad
road,5914,10775,DirtRoad
road,5914,20124,DirtRoad
road,6045,14153,DirtRoad
road,6045,17615,DirtRoad
road,6061,14158,DirtRoad
road,6061,17969,DirtRoad
road,6089,10950,DirtRoad
road,6089,17905,DirtRoad
road,6091,10951,DirtRoad
road,6091,17978,DirtRoad
road,6186,11047,DirtRoad
road,6186,16438,DirtRoad
road,6204,11064,DirtRoad
road,6204,20806,DirtRoad
road,6230,14327,StoneRoad
road,6230,19483,StoneRoad
road,6266,20311,DirtPath
road,6271,20292,DirtPath
road,6271,20311,DirtPath
road,6412,18048,DirtPath
road,6449,11309,DirtRoad
road,6449,18415,DirtRoad
road,6451,11310,DirtRoad
road,6451,14549,DirtRoad
road,6465,11324,DirtRoad
road,6465,14575,DirtRoad
road,6468,11328,DirtRoad
road,6468,19420,DirtRoad
road,6474,11335,StoneRoad
road,6486,19392,StoneRoad
road,6611,11471,StoneRoad
road,6611,16880,StoneRoad
road,6612,11470,StoneRoad
road,6612,16960,StoneRoad
road,6634,11494,DirtRoad
road,6634,20700,DirtRoad
road,6637,11496,StoneRoad
road,6637,14735,StoneRoad
road,6639,14736,StoneRoad
road,6639,14738,StoneRoad
road,6640,14742,StoneRoad
road,6640,16882,StoneRoad
road,6654,16902,StoneRoad
road,6654,16908,StoneRoad
road,6664,20775,DirtPath
road,6690,16942,DirtPath
road,6718,16926,DirtRoad
road,6718,21793,DirtRoad
road,6725,11586,DirtRoad
road,6725,16932,DirtRoad
road,6727,11587,DirtRoad
road,6727,17000,DirtRoad
road,6732,17010,DirtRoad
road,6732,19656,DirtRoad
road,6738,19674,DirtPath
road,6738,19680,DirtPath
road,6969,15077,DirtRoad
road,6969,17219,DirtRoad
road,6977,11838,StoneRoad
road,6977,17221,StoneRoad
road,6979,11839,StoneRoad
road,6979,17243,StoneRoad
road,6987,11851,DirtRoad
road,6987,15086,DirtRoad
road,6992,11852,StoneRoad
road,6992,15089,StoneRoad
road,6994,11855,StoneRoad
road,6994,19188,StoneRoad
road,7003,11862,StoneRoad
road,7003,11863,StoneRoad
road,7003,19200,StoneRoad
road,7008,19201,DirtRoad
road,7008,19205,DirtRoad
road,7017,11877,DirtRoad
road,7017,15127,DirtRoad
road,7017,19127,DirtPath
road,7020,11880,DirtRoad
road,7020,21393,DirtRoad
road,7023,15108,DirtRoad
road,7023,15126,DirtRoad
road,7031,11891,DirtRoad
road,7031,21398,DirtRoad
road,7032,11890,DirtRoad
road,7032,21424,DirtRoad
road,7067,11927,DirtRoad
road,7067,18409,DirtRoad
road,7067,18414,DirtRoad
road,7086,11947,StoneRoad
road,7086,17299,StoneRoad
road,7109,11970,DirtRoad
road,7109,21325,DirtRoad
road,7111,11971,DirtRoad
road,7111,21434,DirtRoad
road,7224,12082,DirtRoad
road,7224,17537,DirtRoad
road,7226,12087,DirtRoad
road,7226,17538,DirtRoad
road,7227,12087,DirtRoad
road,7227,15328,DirtRoad
road,7368,7369,DirtRoad
road,7540,7541,DirtRoad
road,7627,14132,DirtRoad
road,7649,7650,DirtRoad
road,7649,14288,DirtRoad
road,7650,7651,DirtRoad
road,7719,14727,DirtRoad
road,7722,14739,StoneRoad
road,7778,7779,DirtRoad
road,7911,15860,DirtPath
road,7915,15878,DirtPath
road,8000,16407,DirtRoad
road,8005,16418,DirtRoad
road,8008,8009,DirtRoad
road,8009,16448,DirtRoad
road,8079,16881,StoneRoad
road,8091,16940,DirtPath
road,8095,16958,StoneRoad
road,8146,8147,DirtRoad
road,8146,17283,DirtRoad
road,8249,17901,DirtRoad
road,8258,8263,DirtRoad
road,8262,8263,DirtRoad
road,8272,18039,DirtRoad
road,8275,18026,DirtRoad
road,8306,18249,StoneRoad
road,8310,18267,StoneRoad
road,8542,8544,DirtRoad
road,8591,19940,DirtPath
road,8630,8631,DirtRoad
road,8644,20271,DirtRoad
road,8667,20396,DirtPath
road,8669,20421,DirtRoad
road,8728,8729,DirtPath
road,8808,8809,DirtPath
road,8882,8884,DirtRoad
road,8930,8932,DirtPath
road,8932,12174,DirtPath
road,9077,16439,DirtRoad
road,9228,17345,StoneRoad
road,9230,12479,DirtRoad
road,9235,17200,DirtRoad
road,9380,9381,StoneRoad
road,9381,18203,StoneRoad
road,9396,9397,DirtPath
road,9397,18208,DirtPath
road,9408,9409,DirtRoad
road,9546,9547,DirtRoad
road,9546,19187,DirtRoad
road,9566,9568,DirtRoad
road,9604,9605,StoneRoad
road,9722,9723,DirtRoad
road,9723,9727,DirtRoad
road,9727,12964,DirtRoad
road,9754,9755,DirtPath
road,9810,9811,DirtRoad
road,9892,9893,DirtPath
road,9964,9965,DirtPath
road,9966,9967,DirtRoad
road,10076,10078,DirtPath
road,10105,13342,DirtPath
road,10125,13350,StoneRoad
road,10127,18210,StoneRoad
road,10131,13368,DirtRoad
road,10135,18040,DirtRoad
road,10154,13409,DirtRoad
road,10158,18234,DirtRoad
road,10182,10183,DirtRoad
road,10183,13420,DirtRoad
road,10226,18187,DirtRoad
road,10266,10267,DirtRoad
road,10388,10393,DirtPath
road,10388,13661,DirtPath
road,10400,10401,DirtRoad
road,10420,13662,DirtRoad
road,10422,20207,DirtRoad
road,10428,10429,DirtRoad
road,10451,21234,DirtPath
road,10452,21281,DirtRoad
road,10522,10523,DirtRoad
