biome,defName,label,mod,band,bodySize,commonality,belong,standout,defence,status,reason,promoted
AB_MycoticJungle,BMT_SilverSheep,silver sheep,Biomes! Caverns,med,0.8500000238418579,0.4,0.8433,0.1567,0.421,dormant,wildlife,0
AB_MycoticJungle,VQE_IceCrawler,ice crawler,Vanilla Quests Expanded - Cryptoforge,med,0.800000011920929,0.4,0.8277,0.1723,0.68,dormant,wildlife,0
AB_MycoticJungle,Strill,strill,Star Wars Animal Collection (Continued),med,1,0.4,0.9196,0.0804,0.615,ours,wildlife,0
AB_MycoticJungle,BMT_BeardedYak,bearded yak,Biomes! Caverns,large,2.0999999046325684,0.18,0.8968,0.1032,0.452,dormant,wildlife,0
AB_MycoticJungle,Grazer,grazer,Star Wars Animal Collection (Continued),large,2.75,0.18,0.885,0.115,0.489,dormant,wildlife,0
AB_MycoticJungle,GR_ParagonMuffalo,muffalo paragon,Vanilla Genetics Expanded,large,2.5,0.18,0.8802,0.1198,0.463,dormant,wildlife,0
AB_MycoticJungle,HiveQueen,hive queen,Odyssey,huge,4.5,0.0663,0.8945,0.1055,0.782,dormant,wildlife,0
AB_MycoticJungle,GR_Thrumbalope,thrumbalope,Vanilla Genetics Expanded,huge,4,0.0663,0.8876,0.1124,0.633,dormant,wildlife,0
AB_MycoticJungle,AA_Gallatross,gallatross,Alpha Animals,SUPER,6,0.0114,0.8791,0.1209,0.5,dormant,wildlife,0
AB_MycoticJungle,GR_Rabbitchicken,rabbitchicken,Vanilla Genetics Expanded,tiny,0.10000000149011612,1.0,0.864,0.136,0.403,dormant,wildlife,0
AB_MycoticJungle,BMT_Megakrill,megakrill,Biomes! Polluted Lands,tiny,0.20000000298023224,1.0,0.7765,0.2235,0.455,dormant,wildlife,0
AB_MycoticJungle,BMT_Varmot,varmot,Biomes! Polluted Lands,tiny,0.20000000298023224,1.0,0.7414,0.2586,0.395,dormant,wildlife,0
AB_MycoticJungle,AA_Murkling,murkling,Alpha Animals,small,0.3499999940395355,0.7,0.5861,0.4139,0.409,ours,wildlife,0
AB_MycoticJungle,AA_FissionMouseSecond,"fission mouse, second generation",Alpha Animals,small,0.5,0.7,0.9732,0.0268,0.413,dormant,wildlife,0
AB_MycoticJungle,AA_FissionMouseThird,"fission mouse, third generation",Alpha Animals,small,0.5,0.7,0.9732,0.0268,0.413,dormant,wildlife,0
AB_MycoticJungle,BMT_MutagenicNorphea,mutagenic norphea,Biomes! Polluted Lands,small,0.3199999928474426,0.7,0.9154,0.0846,0.458,dormant,wildlife,0
AB_MycoticJungle,BMT_ChemSnail,chem snail,Biomes! Caverns,small,0.4000000059604645,0.7,0.9305,0.0695,0.41,ours,wildlife,0
AB_MycoticJungle,FeralNerf,feral nerf,Star Wars Animal Collection (Continued),med,1,0.4,0.908,0.092,0.425,ours,wildlife,0
AB_MycoticJungle,Wolf_Great,greatwolf,Odyssey,med,1.5,0.4,0.8937,0.1063,0.588,foreign,wildlife,0
AB_MycoticJungle,Bursa,bursa,Star Wars Animal Collection (Continued),large,2.5,0.18,0.882,0.118,0.663,ours,wildlife,0
AB_MycoticJungle,DA_BeardedTroll,bearded troll,Dark Ages : Beasts and Monsters,large,2,0.18,0.8684,0.1316,0.6,foreign,wildlife,0
AB_MycoticJungle,GR_Thrumbochicken,thrumbochicken,Vanilla Genetics Expanded,huge,3,0.0663,0.8682,0.1318,0.792,dormant,wildlife,0
HorrorWastes,Neebray,neebray,Star Wars Animal Collection (Continued),tiny,0.20000000298023224,1.0,0.8075,0.1925,0.605,ours,wildlife,0
HorrorWastes,GR_Spidersnake,spidersnake,Vanilla Genetics Expanded,tiny,0.25,1.0,0.7936,0.2064,0.69,dormant,wildlife,0
HorrorWastes,AA_Skyeel,arcturan sky eel,Alpha Animals,tiny,0.25,1.0,0.7215,0.2785,0.473,dormant,wildlife,0
HorrorWastes,GraniteSlug,granite slug,Star Wars Animal Collection (Continued),tiny,0.20000000298023224,1.0,0.7987,0.2013,0.605,ours,wildlife,0
HorrorWastes,AA_CrystalMit,crystalmit,Alpha Animals,small,0.5,0.7,0.6368,0.3632,0.621,ours,wildlife,0
HorrorWastes,GR_Chickenlizard,chickenlizard,Vanilla Genetics Expanded,small,0.30000001192092896,0.7,0.8063,0.1937,0.408,dormant,wildlife,0
HorrorWastes,AA_PebbleMit,pebblemit,Alpha Animals,small,0.5,0.7,0.8913,0.1087,0.554,ours,wildlife,0
HorrorWastes,Mynock,mynock,Star Wars Animal Collection (Continued),small,0.5,0.7,0.8616,0.1384,0.613,ours,wildlife,0
HorrorWastes,AA_AuroraSylph,Aurora sylph,Alpha Animals,small,0.5,0.7,0.8513,0.1487,0.413,ours,wildlife,0
HorrorWastes,AA_GreenGoo,green goo,Alpha Animals,small,0.5,0.7,0.8299,0.1701,0.413,ours,wildlife,0
HorrorWastes,AA_MegaLouse,megalouse,Alpha Animals,small,0.5,0.7,0.7126,0.2874,0.713,ours,wildlife,0
HorrorWastes,AA_FungalHusk,fungal husk,Alpha Animals,med,1,0.4,0.9248,0.0752,0.575,dormant,wildlife,0
HorrorWastes,GR_Boomsnake,boomsnake,Vanilla Genetics Expanded,med,1.5,0.4,0.9116,0.0884,0.438,dormant,wildlife,0
HorrorWastes,GR_Snakecat,snakecat,Vanilla Genetics Expanded,med,1.5,0.4,0.8144,0.1856,0.588,dormant,wildlife,0
HorrorWastes,GR_Muffalorat,muffalorat,Vanilla Genetics Expanded,med,1,0.4,0.7843,0.2157,0.425,dormant,wildlife,0
HorrorWastes,Maalraas,maalraas,Star Wars Animal Collection (Continued),large,2,0.18,0.9143,0.0857,0.822,ours,wildlife,0
HorrorWastes,BMT_FrostweaverSpider,frostweaver,Biomes! Caverns,large,2.4000000953674316,0.18,0.745,0.255,0.735,dormant,wildlife,0
HorrorWastes,AA_BoulderMit,bouldermit,Alpha Animals,huge,4,0.05,0.9758,0.0242,0.733,ours,wildlife,0
HorrorWastes,AA_EngorgedTentacularAberration,engorged tentacular aberration,Alpha Animals,SUPER,6,0.008,0.7309,0.2691,0.65,dormant,wildlife,0
HorrorWastes,WasteRat,waste rat,Biotech,small,0.30000001192092896,0.7,0.9784,0.0216,0.558,dormant,wildlife,0
HorrorWastes,BMT_CrystalFairyMole,crystal fairy mole,Biomes! Caverns,med,0.8600000143051147,0.4,0.5093,0.4907,0.422,ours,wildlife,0
HorrorWastes,GR_Molebear,molebear,Vanilla Genetics Expanded,med,1,0.4,0.8753,0.1247,0.575,dormant,wildlife,0
HorrorWastes,GR_Bearalope,bearalope,Vanilla Genetics Expanded,med,1.5,0.4,0.8751,0.1249,0.588,dormant,wildlife,0
HorrorWastes,GR_Bearffalo,bearffalo,Vanilla Genetics Expanded,med,1.5,0.4,0.8595,0.1405,0.438,dormant,wildlife,0
HorrorWastes,FeralGrazer,feral grazer,Star Wars Animal Collection (Continued),large,2,0.18,0.8138,0.1862,0.51,ours,wildlife,0
HorrorWastes,MA_Deermoss,deermoss,Mythic Ages: Megafauna Bestiary,large,2.5,0.18,0.7439,0.2561,0.537,foreign,wildlife,0
HorrorWastes,Muffalo,muffalo,Core,large,2.4000000953674316,0.18,0.7405,0.2595,0.46,ours,wildlife,0
HorrorWastes,MA_Worhin,worhin,Mythic Ages: Megafauna Bestiary,huge,4,0.05,0.8832,0.1168,0.57,ours,wildlife,0
HorrorWastes,DA_NorthernDrog,northern drog,Dark Ages : Beasts and Monsters,huge,4,0.05,0.877,0.123,0.65,foreign,wildlife,0
Wasteland,VFEI2_Swarmling,swarmlings,Vanilla Factions Expanded - Insectoids 2,tiny,0.20000000298023224,1.0,0.8044,0.1956,0.605,dormant,wildlife,0
Wasteland,SW_Electrictick,Electrictick,Insectoids 2 - Isopoda geneline,tiny,0.25,1.0,0.7569,0.2431,0.906,dormant,wildlife,0
Wasteland,GraniteSlug,granite slug,Star Wars Animal Collection (Continued),tiny,0.20000000298023224,1.0,0.8141,0.1859,0.605,ours,wildlife,0
Wasteland,VFEI2_BlackSwarmling,black swarmlings,Alpha Animals,tiny,0.20000000298023224,1.0,0.7126,0.2874,0.605,dormant,wildlife,0
Wasteland,GR_Beetlefleet,beetlefleet,Vanilla Genetics Expanded,small,0.30000001192092896,0.7,0.938,0.062,0.558,dormant,wildlife,0
Wasteland,AA_Skiphound,skiphound,Alpha Animals,small,0.7900000214576721,0.7,0.8541,0.1459,0.56,substituted,"substituted 2026-08-23 — the owner ruled the previous occupant out in his own art review (creature_art_decisions.json, frozen). Band and biome unchanged.",0
Wasteland,GR_ParagonRat,rodent paragon,Vanilla Genetics Expanded,small,0.30000001192092896,0.7,0.8402,0.1598,0.558,dormant,wildlife,0
Wasteland,AM_Dryad_Tumorous,tumorous dryad,Alpha Memes,small,0.6669999957084656,0.7,0.8322,0.1678,0.467,dormant,wildlife,0
Wasteland,BMT_FleeceSpider,fleece spider,Biomes! Caverns,small,0.3199999928474426,0.7,0.8259,0.1741,0.608,dormant,wildlife,0
Wasteland,Borcatu,Borcatu,Star Wars Animal Collection (Continued),small,0.4000000059604645,0.7,0.9178,0.0822,0.58,ours,wildlife,0
Wasteland,BMT_BloodletterPetrel,bloodletter petrel,Biomes! Polluted Lands,small,0.3199999928474426,0.7,0.8133,0.1867,0.548,dormant,wildlife,0
Wasteland,GR_Spidercat,spidercat,Vanilla Genetics Expanded,med,0.8500000238418579,0.4,0.9306,0.0694,0.705,dormant,wildlife,0
Wasteland,GR_Wolfscarab,wolfscarab,Vanilla Genetics Expanded,med,0.8500000238418579,0.4,0.9201,0.0799,0.755,dormant,wildlife,0
Wasteland,GR_Bearalope,bearalope,Vanilla Genetics Expanded,med,1.5,0.4,0.8875,0.1125,0.588,dormant,wildlife,0
Wasteland,GR_Molebear,molebear,Vanilla Genetics Expanded,med,1,0.4,0.8652,0.1348,0.575,dormant,wildlife,0
Wasteland,GR_Thrumbocat,thrumbocat,Vanilla Genetics Expanded,large,2,0.18,0.9307,0.0693,0.75,dormant,wildlife,0
Wasteland,GR_Spiderhorse,spiderhorse,Vanilla Genetics Expanded,large,2.4000000953674316,0.18,0.9193,0.0807,0.827,dormant,wildlife,0
Wasteland,GR_Bearcat,bearcat,Vanilla Genetics Expanded,large,1.75,0.18,0.8729,0.1271,0.594,dormant,wildlife,0
Wasteland,GR_Bearscarab,bearscarab,Vanilla Genetics Expanded,huge,3,0.35,0.9225,0.0775,0.842,dormant,wildlife,0
Wasteland,AA_Atispec,atispec,Alpha Animals,SUPER,7,0.2,0.8105,0.1895,0.725,dormant,wildlife,0
Wasteland,AA_EmpressButterfly,Empress butterfly,Alpha Animals,small,0.75,0.7,0.7115,0.2885,0.419,foreign,wildlife,0
Wasteland,BMT_Maligoat,maligoat,Biomes! Polluted Lands,med,1,0.4,0.815,0.185,0.415,dormant,wildlife,0
Wasteland,DA_DwarvenMuffton,dwarven muffton,Dark Ages : Beasts and Monsters,med,1.2999999523162842,0.4,0.8023,0.1977,0.482,foreign,wildlife,0
Wasteland,DA_RedhornedLarpah,red-horned larpah,Dark Ages : Beasts and Monsters,med,1,0.4,0.782,0.218,0.575,ours,wildlife,0
Wasteland,AA_Terramorph,terramorph,Alpha Animals,med,1.5,0.4,0.6961,0.3039,0.646,ours,wildlife,0
Wasteland,DA_Barog,barogoth,Dark Ages : Beasts and Monsters,large,2.4000000953674316,0.18,0.7608,0.2392,0.46,foreign,wildlife,0
Wasteland,AA_ColossalAerofleet,colossal aerofleet,Alpha Animals,large,2,0.18,0.6587,0.3413,0.45,dormant,wildlife,0
Wasteland,Aiwha,aiwha,Star Wars Animal Collection (Continued),huge,3,0.35,0.9571,0.0429,0.625,foreign,wildlife,0
Wasteland,GR_Bearhorse,bearhorse,Vanilla Genetics Expanded,huge,3.5,0.35,0.8522,0.1478,0.637,dormant,wildlife,0
AB_PropaneLakes,AA_Skyeel,arcturan sky eel,Alpha Animals,tiny,0.25,1.0,0.545,0.455,0.473,dormant,wildlife,0
AB_PropaneLakes,GR_Spidersnake,spidersnake,Vanilla Genetics Expanded,tiny,0.25,1.0,0.2623,0.7377,0.69,dormant,wildlife,0
AB_PropaneLakes,GraniteSlug,granite slug,Star Wars Animal Collection (Continued),tiny,0.20000000298023224,1.0,0.3,0.7,0.605,ours,wildlife,0
AB_PropaneLakes,AA_Frostmite,frostmite,Alpha Animals,small,0.5,0.7,0.8222,0.1778,0.613,ours,wildlife,0
AB_PropaneLakes,Mynock,mynock,Star Wars Animal Collection (Continued),small,0.5,0.7,0.3639,0.6361,0.613,ours,wildlife,0
AB_PropaneLakes,AA_RedGoo,red goo,Alpha Animals,small,0.5,0.7,0.1776,0.8224,0.413,ours,wildlife,0
AB_PropaneLakes,AA_GreenGoo,green goo,Alpha Animals,small,0.5,0.7,0.3099,0.6901,0.413,ours,wildlife,0
AB_PropaneLakes,AA_BedBug,bedbug,Alpha Animals,small,0.5,0.7,0.1065,0.8935,0.646,ours,wildlife,0
AB_PropaneLakes,BMT_FreezerFrog,freezer frog,Biomes! Caverns,small,0.75,0.7,0.4526,0.5474,0.569,dormant,wildlife,0
AB_PropaneLakes,GR_ParagonIguana,reptile paragon,Vanilla Genetics Expanded,small,0.4000000059604645,0.7,0.195,0.805,0.56,dormant,wildlife,0
AB_PropaneLakes,AA_Frostling,frostling,Alpha Animals,med,1.5,0.4,0.7481,0.2519,0.621,ours,wildlife,0
AB_PropaneLakes,VQE_Megamidge,megamidge,Vanilla Quests Expanded - Cryptoforge,med,1.2000000476837158,0.4,0.6409,0.3591,0.705,dormant,wildlife,0
AB_PropaneLakes,AA_FrostAve,frost ave,Alpha Animals,med,1.2999999523162842,0.4,0.7241,0.2759,0.432,foreign,wildlife,0
AB_PropaneLakes,AA_Darkbeast,darkbeast,Alpha Animals,med,1.5,0.4,0.0245,0.9755,0.488,ours,wildlife,0
AB_PropaneLakes,Krykna,krykna,Star Wars Animal Collection (Continued),med,0.800000011920929,0.4,0.4522,0.5478,0.703,ours,wildlife,0
AB_PropaneLakes,AA_WindBeast,windbeast,Alpha Animals,med,1.5,0.4,0.1778,0.8222,0.488,ours,wildlife,0
AB_PropaneLakes,Rabbuck,rabbuck,Beasts of the Rim (Continued),med,0.8999999761581421,0.4,0.3465,0.6535,0.422,foreign,wildlife,0
AB_PropaneLakes,AA_ArcticLion,arctic lion,Alpha Animals,large,2,0.18,0.8102,0.1898,0.6,ours,wildlife,0
AB_PropaneLakes,AA_Blizzarisk,blizzarisk,Alpha Animals,large,2,0.18,0.7247,0.2753,0.85,ours,wildlife,0
AB_PropaneLakes,BMT_HoarfrostMastodon,hoarfrost mastodon,Biomes! Caverns,huge,3.5,0.252,0.7801,0.2199,0.488,dormant,wildlife,0
AB_PropaneLakes,GR_ParagonThrumbo,colossal paragon,Vanilla Genetics Expanded,huge,4.5,0.252,0.7707,0.2293,0.767,dormant,wildlife,0
AB_PropaneLakes,AA_FrostboundBehemoth,frostbound behemoth,Alpha Animals,huge,3,0.252,0.8434,0.1566,0.642,ours,wildlife,0
AB_PropaneLakes,GR_Paraceramuffalo,paraceramuffalo,Vanilla Genetics Expanded,SUPER,16,0.0432,0.8298,0.1702,0.5,dormant,wildlife,0
AB_PropaneLakes,BMT_Megakrill,megakrill,Biomes! Polluted Lands,tiny,0.20000000298023224,1.0,0.326,0.674,0.455,dormant,wildlife,0
AB_PropaneLakes,AA_CrystalMit,crystalmit,Alpha Animals,small,0.5,0.7,0.2667,0.7333,0.621,ours,wildlife,0
AB_PropaneLakes,GR_Muffalorat,muffalorat,Vanilla Genetics Expanded,med,1,0.4,0.4742,0.5258,0.425,dormant,wildlife,0
AB_PropaneLakes,DA_SnowTaraal,snow taraal,Dark Ages : Beasts and Monsters,large,2.5,0.18,0.7746,0.2254,0.613,foreign,wildlife,0
AB_PropaneLakes,Jakobeast,jakobeast,Star Wars Animal Collection (Continued),large,2.5999999046325684,0.18,0.7189,0.2811,0.465,ours,wildlife,0
AB_PropaneLakes,Ling_Cockroach,Giant Cockroach,Rim cockroach,large,2,0.18,0.2822,0.7178,0.883,ours,wildlife,0
AB_RockyCrags,BMT_Megakrill,megakrill,Biomes! Polluted Lands,tiny,0.20000000298023224,1.0,0.7995,0.2005,0.455,dormant,wildlife,0
AB_RockyCrags,BMT_Megaroach,megaroach,Biomes! Polluted Lands,tiny,0.20000000298023224,1.0,0.7429,0.2571,0.605,dormant,wildlife,0
AB_RockyCrags,AA_Skyeel,arcturan sky eel,Alpha Animals,tiny,0.25,1.0,0.5161,0.4839,0.473,dormant,wildlife,0
AB_RockyCrags,GR_Spidersnake,spidersnake,Vanilla Genetics Expanded,tiny,0.25,1.0,0.4664,0.5336,0.69,dormant,wildlife,0
AB_RockyCrags,BMT_Megaphorid,megaphorid,Biomes! Polluted Lands,small,0.6000000238418579,0.7,0.8282,0.1718,0.615,dormant,wildlife,0
AB_RockyCrags,BMT_FamineLocust,famine locust,Biomes! Polluted Lands,small,0.3199999928474426,0.7,0.8,0.2,0.608,dormant,wildlife,0
AB_RockyCrags,AA_MegaLouse,megalouse,Alpha Animals,small,0.5,0.7,0.8809,0.1191,0.713,ours,wildlife,0
AB_RockyCrags,BMT_FreezerFrog,freezer frog,Biomes! Caverns,small,0.75,0.7,0.6591,0.3409,0.569,dormant,wildlife,0
AB_RockyCrags,GR_ParagonIguana,reptile paragon,Vanilla Genetics Expanded,small,0.4000000059604645,0.7,0.6069,0.3931,0.56,dormant,wildlife,0
AB_RockyCrags,GR_Chickenlizard,chickenlizard,Vanilla Genetics Expanded,small,0.30000001192092896,0.7,0.5569,0.4431,0.408,dormant,wildlife,0
AB_RockyCrags,BMT_ColonyPustuleHornet,pustule hornet,Biomes! Polluted Lands,small,0.3199999928474426,0.7,0.5443,0.4557,0.608,dormant,wildlife,0
AB_RockyCrags,BMT_PustuleHornet,pustule hornet,Biomes! Polluted Lands,small,0.3199999928474426,0.7,0.5443,0.4557,0.608,dormant,wildlife,0
AB_RockyCrags,GR_Muffalopede,muffalopede,Vanilla Genetics Expanded,med,1.5,0.4,0.7591,0.2409,0.588,dormant,wildlife,0
AB_RockyCrags,BMT_Swarmcaller,swarmcaller,Biomes! Polluted Lands,med,1,0.4,0.6931,0.3069,0.625,dormant,wildlife,0
