defName,label,mod,bodySize,status,eligible,reason,defence
BMT_MegaphoridLarva,megaphorid maggot,Biomes! Polluted Lands,0.3199999928474426,dormant,1,wildlife,0.548
BMT_Megapleura,megapleura,Biomes! Caverns,2.4000000953674316,ours,1,wildlife,0.56
BMT_Megaroach,megaroach,Biomes! Polluted Lands,0.20000000298023224,dormant,1,wildlife,0.605
BMT_MetalloSnail,metallosnail,Biomes! Caverns,0.8500000238418579,foreign,1,wildlife,0.696
BMT_Mole,mole,Biomes! Caverns,0.4000000059604645,dormant,1,wildlife,0.56
BMT_Molebear,Molebear,Biomes! Caverns,2.1500000953674316,dormant,1,wildlife,0.604
BMT_MossBeetle,moss beetle,Biomes! Caverns,0.44999998807907104,ours,1,wildlife,0.456
BMT_MossBeetleLarvae,moss grub,Biomes! Caverns,0.699999988079071,ours,1,wildlife,0.567
BMT_MossBeetlePupa,moss pupa,Biomes! Caverns,1,dormant,1,wildlife,0.758
BMT_MossyFennec,mossy fennec,Biomes! Caverns,0.6000000238418579,ours,1,wildlife,0.565
BMT_MucklurkerCatfish,mucklurker catfish,Biomes! Polluted Lands,0.8500000238418579,dormant,1,wildlife,0.561
BMT_MutagenicNorphea,mutagenic norphea,Biomes! Polluted Lands,0.3199999928474426,dormant,1,wildlife,0.458
BMT_MutatingTumorfishAdult,mutating tumorfish,Biomes! Polluted Lands,1.7999999523162842,dormant,1,wildlife,0.585
BMT_MutatingTumorfishFry,mutating tumorfish fry,Biomes! Polluted Lands,0.800000011920929,dormant,1,wildlife,0.61
BMT_MutatingTumorfishSpawn,mutating tumorfish spawn,Biomes! Polluted Lands,0.800000011920929,dormant,1,wildlife,0.41
BMT_Pillbug,pillbug,Biomes! Caverns,0.4000000059604645,ours,1,wildlife,0.71
BMT_PodWorm,pod worm,Biomes! Caverns,4,ours,1,wildlife,0.7
BMT_Polluwog,polluwog,Biomes! Polluted Lands,0.10000000149011612,dormant,1,wildlife,0.393
