defName,label,mod,packageId,intelligence,isAnimal,bodySize,moveSpeed,marketValue,mass,biomes_now,n_biomes,status
Rhinoceros,rhinoceros,Core,ludeon.rimworld,Animal,True,3,5,700,180,AB_FeraliskInfestedJungle|AB_GallatrossGraveyard|AB_GelatinousSuperorganism|AB_IdyllicMeadows|AB_MiasmicMangrove|AB_PyroclasticConflagration|AB_TarPits|AridShrubland|BiomeAreeb|BiomeGRimberlands|BiomeGrindland|COMIGO_GreaterSwamp_Tropical|Savanna|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_AlpineMeadow|ZBiome_CloudForest|ZBiome_CoastalDunes|ZBiome_Grasslands,21,ours
Hare,hare,Core,ludeon.rimworld,Animal,True,0.20000000298023224,6,50,12,AB_GallatrossGraveyard|AB_IdyllicMeadows|AB_OcularForest|AB_PyroclasticConflagration|AB_TarPits|AridShrubland|BiomeArcticOasis|BiomeAreeb|BiomeGRimonade|BiomeGRuquoise|BiomeGrindland|BiomeMist|BorealForest|COMIGO_GreaterSwamp_Cold|COMIGO_GreaterSwamp_Temperate|ColdBog|GlacialPlain|Grasslands|IronScruff_PrimordialGeysers|LavaField|TemperateForest|TemperateSwamp|Tundra|Volcano|ZBiome_AlpineMeadow|ZBiome_CoastalDunes|ZBiome_GlacialShield|ZBiome_Grasslands|ZBiome_Marsh,29,ours
Snowhare,snowhare,Core,ludeon.rimworld,Animal,True,0.20000000298023224,6,50,12,AB_PropaneLakes|BiomeArcticOasis|BiomeGRimonade|IceSheet|IronScruff_PrimordialGeysers|SeaIce|Tundra|ZBiome_GlacialShield|ZBiome_Iceberg_NoBeach,9,ours
Megascarab,megascarab,Core,ludeon.rimworld,Animal,True,0.20000000298023224,3.75,100,12,Wasteland|ZBiome_Badlands,2,ours
Spelopede,spelopede,Core,ludeon.rimworld,Animal,True,0.800000011920929,3.6500000953674316,200,48,ZBiome_Badlands,1,ours
Megaspider,megaspider,Core,ludeon.rimworld,Animal,True,1.2000000476837158,3.5999999046325684,500,72,ZBiome_Badlands,1,ours
Thrumbo,thrumbo,Core,ludeon.rimworld,Animal,True,4,5.5,4000,240,,0,dormant
Cobra,cobra,Core,ludeon.rimworld,Animal,True,0.25,3.5,0,15,,0,dormant
Tortoise,tortoise,Core,ludeon.rimworld,Animal,True,0.5,1,0,30,,0,dormant
Alphabeaver,alphabeaver,Core,ludeon.rimworld,Animal,True,0.44999998807907104,3.700000047683716,0,27,,0,dormant
Pig,pig,Core,ludeon.rimworld,Animal,True,1.7000000476837158,3.9000000953674316,200,102,Scarlands,1,ours
WildBoar,wild boar,Core,ludeon.rimworld,Animal,True,0.8500000238418579,4.599999904632568,200,51,AB_FeraliskInfestedJungle|AB_GelatinousSuperorganism|AB_IdyllicMeadows|AB_MiasmicMangrove|AB_MycoticJungle|BiomeCypreJungle|BiomeGRimerald|BiomeGRimethyst|BiomeGRuby|BiomeGRuquoise|BiomeGrindland|BiomeMist|BiomeToxlands|BorealForest|COMIGO_GreaterSwamp_Cold|COMIGO_GreaterSwamp_Temperate|COMIGO_GreaterSwamp_Tropical|ColdBog|Glowforest|Grasslands|Savanna|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|Volcano|Wetland|ZBiome_AlpineMeadow|ZBiome_CloudForest|ZBiome_Marsh,30,ours
Ibex,ibex,Core,ludeon.rimworld,Animal,True,1,4.599999904632568,250,60,AB_IdyllicMeadows|BiomeArcticOasis|BiomeGRimonade|BiomeGRuquoise|BorealForest|COMIGO_GreaterSwamp_Cold|COMIGO_GreaterSwamp_Temperate|ColdBog|GlacialPlain|Grasslands|Savanna|TemperateForest|TemperateSwamp|Tundra|Volcano|ZBiome_AlpineMeadow|ZBiome_Grasslands|ZBiome_Marsh,18,ours
Deer,deer,Core,ludeon.rimworld,Animal,True,1.2000000476837158,5.5,250,72,AB_IdyllicMeadows|BiomeCypreJungle|BiomeGRimerald|BiomeGRuby|BiomeGRuquoise|BiomeGrindland|BiomeMist|BorealForest|COMIGO_GreaterSwamp_Cold|COMIGO_GreaterSwamp_Temperate|ColdBog|GlacialPlain|Grasslands|TemperateForest|TemperateSwamp|Volcano|ZBiome_AlpineMeadow|ZBiome_GlacialShield|ZBiome_Marsh,19,ours
Gazelle,gazelle,Core,ludeon.rimworld,Animal,True,0.699999988079071,6,0,42,,0,dormant
Chinchilla,chinchilla,Core,ludeon.rimworld,Animal,True,0.3499999940395355,5,150,21,AB_FeraliskInfestedJungle|AB_GelatinousSuperorganism|AB_MiasmicMangrove|AB_MycoticJungle|BiomeGRimethyst|BiomeGRimphire|BiomeGRuby|BiomeToxlands|COMIGO_GreaterSwamp_Tropical|Glowforest|TropicalRainforest|TropicalSwamp|Wetland|ZBiome_CloudForest,14,ours
Sheep,sheep,Core,ludeon.rimworld,Animal,True,0.75,4.800000190734863,210,45,,0,dormant
Alpaca,alpaca,Core,ludeon.rimworld,Animal,True,1,4.099999904632568,350,60,AB_FeraliskInfestedJungle|AB_GelatinousSuperorganism|AB_IdyllicMeadows|AB_MiasmicMangrove|AB_MycoticJungle|BiomeGrindland|BiomeMist|COMIGO_GreaterSwamp_Temperate|COMIGO_GreaterSwamp_Tropical|Savanna|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|Volcano|Wetland|ZBiome_AlpineMeadow|ZBiome_CloudForest,18,ours
Megasloth,megasloth,Core,ludeon.rimworld,Animal,True,4,4.800000190734863,700,240,AB_GallatrossGraveyard|AB_IdyllicMeadows|AB_PyroclasticConflagration|AB_TarPits|AridShrubland|BiomeArcticOasis|BiomeAreeb|BiomeGRimonade|BiomeMist|BorealForest|ColdBog|GlacialPlain|IceSheet|Savanna|TemperateForest|TemperateSwamp|Tundra|Volcano|ZBiome_AlpineMeadow|ZBiome_CoastalDunes|ZBiome_GlacialShield|ZBiome_Marsh,22,ours
Capybara,capybara,Core,ludeon.rimworld,Animal,True,0.75,3.9000000953674316,150,45,AB_FeraliskInfestedJungle|AB_GelatinousSuperorganism|AB_MiasmicMangrove|BiomeGRimethyst|BiomeGRuby|BiomeToxlands|COMIGO_GreaterSwamp_Tropical|Glowforest|TropicalRainforest|TropicalSwamp|Wetland|ZBiome_CloudForest,12,ours
Squirrel,squirrel,Core,ludeon.rimworld,Animal,True,0.20000000298023224,5.099999904632568,35,12,AB_IdyllicMeadows|BiomeGRuby|BiomeGRuquoise|BiomeGrindland|BiomeMist|BorealForest|COMIGO_GreaterSwamp_Cold|COMIGO_GreaterSwamp_Temperate|ColdBog|GlacialPlain|Grasslands|IronScruff_PrimordialGeysers|Savanna|TemperateForest|TemperateSwamp|Volcano|ZBiome_AlpineMeadow|ZBiome_CloudForest|ZBiome_GlacialShield|ZBiome_Marsh,20,ours
Rat,brown rat,Core,ludeon.rimworld,Animal,True,0.20000000298023224,4,35,12,AB_FeraliskInfestedJungle|AB_GallatrossGraveyard|AB_GelatinousSuperorganism|AB_IdyllicMeadows|AB_MechanoidIntrusion|AB_MiasmicMangrove|AB_MycoticJungle|AB_OcularForest|AB_PyroclasticConflagration|AB_RockyCrags|AB_TarPits|AridShrubland|BiomeGRimethyst|BiomeMist|BiomeToxlands|BorealForest|COMIGO_GreaterSwamp_Cold|COMIGO_GreaterSwamp_Temperate|COMIGO_GreaterSwamp_Tropical|ColdBog|GlacialPlain|Glowforest|IronScruff_PrimordialGeysers|LavaField|Savanna|Scarlands|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|Volcano|Wasteland|Wetland|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CloudForest|ZBiome_CoastalDunes|ZBiome_GlacialShield|ZBiome_Grasslands|ZBiome_Marsh,40,ours
Boomrat,boomrat,Core,ludeon.rimworld,Animal,True,0.20000000298023224,4.599999904632568,100,12,AB_GallatrossGraveyard|AB_IdyllicMeadows|AB_TarPits|AridShrubland|BiomeAreeb|BiomeCypreJungle|BiomeGRimberlands|BiomeGRimerald|BiomeGRimphire|BiomeGrindland|BiomeMist|COMIGO_GreaterSwamp_Temperate|LavaField|Savanna|Scarlands|TemperateForest|TemperateSwamp|Volcano|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CoastalDunes|ZBiome_Grasslands|ZBiome_Sandbar_NoBeach,23,ours
Raccoon,raccoon,Core,ludeon.rimworld,Animal,True,0.4000000059604645,4.099999904632568,100,24,AB_IdyllicMeadows|AB_MycoticJungle|BiomeCypreJungle|BiomeGRimerald|BiomeGRimethyst|BiomeGRuby|BiomeGRuquoise|BiomeGrindland|BiomeMist|BiomeToxlands|BorealForest|COMIGO_GreaterSwamp_Cold|COMIGO_GreaterSwamp_Temperate|ColdBog|GlacialPlain|Glowforest|Grasslands|Scarlands|TemperateForest|TemperateSwamp|Volcano|ZBiome_AlpineMeadow|ZBiome_GlacialShield|ZBiome_Marsh,24,ours
Iguana,iguana,Core,ludeon.rimworld,Animal,True,0.4000000059604645,3,100,24,AB_GallatrossGraveyard|AB_OcularForest|AB_PyroclasticConflagration|AB_TarPits|AridShrubland|BiomeAreeb|BiomeGRimethyst|BiomeGRimond|BiomeGRimphire|BiomeGRimworld|BiomeToxlands|Desert|ExtremeDesert|Glowforest|LavaField|Savanna|Wasteland|ZBiome_Badlands|ZBiome_CloudForest|ZBiome_CoastalDunes|ZBiome_DesertOasis|ZBiome_Sandbar_NoBeach,22,ours
Warg,warg,Core,ludeon.rimworld,Animal,True,1.399999976158142,5,450,84,AB_MycoticJungle|BiomeArcticOasis|BiomeGRimethyst|BiomeGRimonade|BiomeGRuby|BiomeGRuquoise|BiomeGrindland|BiomeMist|BiomeToxlands|BorealForest|COMIGO_GreaterSwamp_Cold|COMIGO_GreaterSwamp_Temperate|ColdBog|Glowforest|Grasslands|IronScruff_PrimordialGeysers|TemperateForest|TemperateSwamp|Tundra|Volcano|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_GlacialShield|ZBiome_Grasslands|ZBiome_Marsh,25,ours
Wolf_Timber,timber wolf,Core,ludeon.rimworld,Animal,True,0.8500000238418579,5,350,51,BiomeArcticOasis|BiomeCypreJungle|BiomeGRimerald|BiomeGRimonade|BiomeGRuby|BiomeGRuquoise|BiomeGrindland|BiomeMist|BorealForest|COMIGO_GreaterSwamp_Cold|COMIGO_GreaterSwamp_Temperate|ColdBog|GlacialPlain|Grasslands|IronScruff_PrimordialGeysers|Savanna|TemperateForest|TemperateSwamp|Tundra|Volcano|ZBiome_AlpineMeadow|ZBiome_Grasslands|ZBiome_Marsh,23,ours
Wolf_Arctic,arctic wolf,Core,ludeon.rimworld,Animal,True,0.8500000238418579,5,350,51,AB_PropaneLakes|BiomeArcticOasis|BiomeGRimonade|BorealForest|COMIGO_GreaterSwamp_Cold|ColdBog|IceSheet|IronScruff_PrimordialGeysers|SeaIce|Tundra|ZBiome_GlacialShield|ZBiome_Iceberg_NoBeach|ZBiome_Marsh,13,ours
Fox_Fennec,fennec fox,Core,ludeon.rimworld,Animal,True,0.550000011920929,4.599999904632568,200,33,AB_GallatrossGraveyard|AB_OcularForest|AB_PyroclasticConflagration|AB_TarPits|AridShrubland|BiomeAreeb|BiomeGRimberlands|BiomeGRimethyst|BiomeGRimond|BiomeGRimphire|BiomeGRimworld|Desert|ExtremeDesert|Glowforest|LavaField|Savanna|Wasteland|ZBiome_Badlands|ZBiome_CoastalDunes|ZBiome_DesertOasis|ZBiome_Sandbar_NoBeach,21,ours
Fox_Red,red fox,Core,ludeon.rimworld,Animal,True,0.550000011920929,4.599999904632568,200,33,BiomeGRimerald|BiomeGRuby|BiomeGRuquoise|BiomeGrindland|BiomeMist|BorealForest|COMIGO_GreaterSwamp_Cold|COMIGO_GreaterSwamp_Temperate|ColdBog|GlacialPlain|Grasslands|TemperateForest|TemperateSwamp|Volcano|ZBiome_AlpineMeadow|ZBiome_Marsh,16,ours
Fox_Arctic,arctic fox,Core,ludeon.rimworld,Animal,True,0.550000011920929,4.599999904632568,200,33,AB_PropaneLakes|BiomeArcticOasis|BiomeGRimonade|BorealForest|COMIGO_GreaterSwamp_Cold|ColdBog|IceSheet|IronScruff_PrimordialGeysers|SeaIce|Tundra|ZBiome_GlacialShield|ZBiome_Iceberg_NoBeach|ZBiome_Marsh,13,ours
Human,human,Core,ludeon.rimworld,Humanlike,False,1,4.599999904632568,1750,60,,0,dormant
Mech_CentipedeBlaster,centipede blaster,Core,ludeon.rimworld,ToolUser,False,3,1.899999976158142,1200,180,,0,dormant
Mech_CentipedeGunner,centipede gunner,Core,ludeon.rimworld,ToolUser,False,3,1.899999976158142,1200,180,,0,dormant
Mech_CentipedeBurner,centipede burner,Core,ludeon.rimworld,ToolUser,False,3,1.899999976158142,1200,180,,0,dormant
Mech_Lancer,lancer,Core,ludeon.rimworld,ToolUser,False,1,4.699999809265137,1200,60,,0,dormant
Mech_Scyther,scyther,Core,ludeon.rimworld,ToolUser,False,1,4.699999809265137,1200,60,,0,dormant
Mech_Pikeman,pikeman,Core,ludeon.rimworld,ToolUser,False,1,2.5,1200,60,,0,dormant
Mech_Termite,termite,Core,ludeon.rimworld,ToolUser,False,1.600000023841858,2.0999999046325684,1200,96,,0,dormant
Dryad_Basic,immature dryad,Ideology,ludeon.rimworld.ideology,Animal,True,0.6669999957084656,3,0,40.02000045776367,,0,dormant
Dryad_Woodmaker,woodmaker dryad,Ideology,ludeon.rimworld.ideology,Animal,True,0.6669999957084656,3,0,40.02000045776367,,0,dormant
Dryad_Berrymaker,berrymaker dryad,Ideology,ludeon.rimworld.ideology,Animal,True,0.6669999957084656,3,0,40.02000045776367,,0,dormant
Dryad_Medicinemaker,medicinemaker dryad,Ideology,ludeon.rimworld.ideology,Animal,True,0.6669999957084656,3,0,40.02000045776367,,0,dormant
Dryad_Gaumaker,gaumaker dryad,Ideology,ludeon.rimworld.ideology,Animal,True,0.6669999957084656,3,0,40.02000045776367,,0,dormant
Dryad_Carrier,carrier dryad,Ideology,ludeon.rimworld.ideology,Animal,True,0.6669999957084656,2.4000000953674316,0,40.02000045776367,,0,dormant
Dryad_Clawer,clawer dryad,Ideology,ludeon.rimworld.ideology,Animal,True,0.6669999957084656,4,0,40.02000045776367,,0,dormant
Dryad_Barkskin,barkskin dryad,Ideology,ludeon.rimworld.ideology,Animal,True,0.6499999761581421,3.200000047683716,0,39,,0,dormant
WasteRat,waste rat,Biotech,ludeon.rimworld.biotech,Animal,True,0.30000001192092896,4,35,18,,0,dormant
Toxalope,toxalope,Biotech,ludeon.rimworld.biotech,Animal,True,1.399999976158142,3.4000000953674316,350,84,,0,dormant
Mech_Tunneler,tunneler,Biotech,ludeon.rimworld.biotech,ToolUser,False,3.5,1.899999976158142,1200,210,,0,dormant
Mech_Militor,militor,Biotech,ludeon.rimworld.biotech,ToolUser,False,0.699999988079071,3.799999952316284,800,42,,0,dormant
Mech_Lifter,lifter,Biotech,ludeon.rimworld.biotech,ToolUser,False,0.699999988079071,2.799999952316284,800,42,,0,dormant
Mech_Constructoid,constructoid,Biotech,ludeon.rimworld.biotech,ToolUser,False,0.699999988079071,3.4000000953674316,800,42,,0,dormant
Mech_Fabricor,fabricor,Biotech,ludeon.rimworld.biotech,ToolUser,False,0.699999988079071,3.4000000953674316,800,42,,0,dormant
Mech_Agrihand,agrihand,Biotech,ludeon.rimworld.biotech,ToolUser,False,0.699999988079071,3.4000000953674316,800,42,,0,dormant
Mech_Cleansweeper,cleansweeper,Biotech,ludeon.rimworld.biotech,ToolUser,False,0.30000001192092896,3.4000000953674316,800,18,,0,dormant
Mech_WarUrchin,war urchin,Biotech,ludeon.rimworld.biotech,ToolUser,False,0.699999988079071,4.199999809265137,800,42,,0,dormant
Mech_Paramedic,paramedic,Biotech,ludeon.rimworld.biotech,ToolUser,False,0.699999988079071,3.799999952316284,800,42,,0,dormant
Mech_Legionary,legionary,Biotech,ludeon.rimworld.biotech,ToolUser,False,1,4.300000190734863,1200,60,,0,dormant
Mech_Tesseron,tesseron,Biotech,ludeon.rimworld.biotech,ToolUser,False,1,4.699999809265137,1200,60,,0,dormant
Mech_Scorcher,scorcher,Biotech,ludeon.rimworld.biotech,ToolUser,False,1,4.5,1200,60,,0,dormant
Mech_Apocriton,apocriton,Biotech,ludeon.rimworld.biotech,ToolUser,False,1,3.200000047683716,1600,60,,0,dormant
Mech_Centurion,centurion,Biotech,ludeon.rimworld.biotech,ToolUser,False,3.5999999046325684,1.600000023841858,1600,216,,0,dormant
Mech_Warqueen,war queen,Biotech,ludeon.rimworld.biotech,ToolUser,False,4,1.600000023841858,1600,240,,0,dormant
Mech_Diabolus,diabolus,Biotech,ludeon.rimworld.biotech,ToolUser,False,4,2.4000000953674316,1600,240,,0,dormant
Nociosphere,nociosphere,Anomaly,ludeon.rimworld.anomaly,ToolUser,False,3.5999999046325684,0.15000000596046448,0,1800,,0,dormant
Metalhorror,metalhorror,Anomaly,ludeon.rimworld.anomaly,ToolUser,False,1,5.5,0,60,,0,dormant
Revenant,revenant,Anomaly,ludeon.rimworld.anomaly,ToolUser,False,1,3.200000047683716,0,60,,0,dormant
Sightstealer,sightstealer,Anomaly,ludeon.rimworld.anomaly,ToolUser,False,0.800000011920929,4.829999923706055,0,48,,0,dormant
