verdict	defName	modName	label	size	minPx	graphicClass	deconstructible	fraction	yield	chance	costList	killedLeavings	designationCategory	texOnDisk	texPath
EXCLUDED	AM_Entrance_ReserveBunker	Ancient urban ruins	Ancient staircase	2x3	44	Graphic_Multi	False	0.5						True	Things/Building/DownwardStairs
EXCLUDED	AM_Entrance_Shelter	Ancient urban ruins	Ancient staircase	2x3	44	Graphic_Multi	False	0.5						True	Things/Building/DownwardStairs
EXCLUDED	AM_Entrance_Subway	Ancient urban ruins	Ancient escalator	4x4	88	Graphic_Multi	False	0.5						True	Things/Building/DownwardEscalator
EXCLUDED	AM_Exit_DoubleElevator	Ancient urban ruins	Ancient escalator	4x4	88	Graphic_Multi	False	0.5						True	Things/Building/AscendingEscalator
EXCLUDED	AM_Exit_Elevator	Ancient urban ruins	Ancient escalator	2x4	44	Graphic_Multi	False	0.5						True	Things/Building/DownwardEscalatorA
EXCLUDED	AM_Exit_L	Ancient urban ruins	Ancient escalator	4x4	88	Graphic_Multi	False	0.5						True	Things/Building/AscendingEscalator
EXCLUDED	AM_Exit_S	Ancient urban ruins	Ancient escalator	2x4	44	Graphic_Multi	False	0.5						True	Things/Building/AscendingEscalatorA
EXCLUDED	AM_Exit_Staircase	Ancient urban ruins	Ancient staircase	2x3	44	Graphic_Multi	False	0.5						True	Things/Building/AscendingStairs
EXCLUDED	AM_Trader	Ancient urban ruins	ancient logistics terminal	4x4	88	Graphic_Single	False	0.5						True	Things/Building/AncientLogisticsTerminal
EXCLUDED	ScrapCubeSculpture	Anomaly	scrap cube sculpture	1x1	22	Graphic_Random	False	0.5						False	Things/Building/CubeSculptures/CubeSculpture_Scrap
EXCLUDED	AncientCryptosleepPod	Core	ancient cryptosleep pod	1x2	22	Graphic_Multi	False	0.5				ChunkSlagSteel x1, Steel x25, Uranium x3		True	Things/Building/Ruins/AncientCryptosleepPod
EXCLUDED	AncientMechGestatorTank	Core	ancient mech vat	2x2	44	Graphic_Multi	False	0.5				ChunkMechanoidSlag x1		False	Things/Building/Mech/AncientMechGestatorIntact_Empty/AncientMechGestatorIntact_Empty
EXCLUDED	CollapsedRocks	Core	collapsed rocks	1x1	22	Graphic_Single	False	0.5						False	Things/Building/Natural/RG_CollapsedRocks
EXCLUDED	CQF_CryptosleepCasket	Custom Quest Framework	Ancient cryptosleep casket	1x2	22	Graphic_Multi	False	0.5	Steel x90.0, Uranium x2.5		Steel x180, Uranium x5	ChunkSlagSteel x1, Steel x25, Uranium x3		True	Things/Building/Ship/ShipCryptosleepCasket
EXCLUDED	QE_Cabinet	Custom Quest Framework	Ancient cabinet	2x1	22	Graphic_Multi	False	0.5						True	Things/Building/LootBox/Cabinet/Cabinet
EXCLUDED	QE_DamagedSign	Custom Quest Framework	Damaged sign	1x1	22	Graphic_Multi	False	0.5						True	Things/Building/Interactable/Sign/DamagedSign
EXCLUDED	AncientCommsConsole	Ideology	ancient comms console	3x2	44	Graphic_Multi	False	0.5				ChunkSlagSteel x2		True	Things/Building/Ruins/AncientCommsConsole
EXCLUDED	SpaceshipDamaged	MiningCo. Spaceship (Continued)	damaged spaceship	9x18	198	Graphic_Single	False	0.5	Steel x2500.0, Plasteel x500.0, ComponentIndustrial x25.0, ComponentSpacer x2.5		Steel x5000, Plasteel x1000, ComponentIndustrial x50, ComponentSpacer x5			False	Things/SupplySpaceship/SupplySpaceship
EXCLUDED	AncientBlastDoor	Odyssey	ancient blast door	1x1	22	Graphic_Single	False	0.5						False	Things/Building/Ancient/BlastDoor/AncientBlastDoor_Mover
EXCLUDED	AncientFortifiedWall	Odyssey	fortified wall	1x1	22	Graphic_Single	False	0.5						False	Things/Building/Linked/AncientFortifiedWall_Atlas
EXCLUDED	AncientGravEngine	Odyssey	ancient grav engine	3x3	66	Graphic_Single	False	0.5				Gravcore x1, ChunkSlagSteel x4, GravlitePanel x25		False	Things/Building/Ancient/GravEngine
EXCLUDED	AncientGravReactor	Odyssey	ancient grav reactor	5x5	110	Graphic_Multi	False	0.5				ChunkSlagSteel x4, GravlitePanel x50		False	Things/Building/Ancient/GravReactor/AncientGravReactor
EXCLUDED	AncientHatch	Odyssey	ancient stockpile entrance	3x3	66	Graphic_Single	False	0.5						False	Things/Building/AncientHatch/AncientHatch_Closed
EXCLUDED	AncientHatchExit	Odyssey	ancient stockpile exit	3x3	66	Graphic_Single	False	0.5						False	Things/Building/AncientHatchExit/AncientHatchExit
EXCLUDED	AncientHeatVent	Odyssey	ancient heat vent	7x7	154	Graphic_Single	False	0.5						False	Things/Building/AncientHeatVent
EXCLUDED	AncientSmokeVent	Odyssey	ancient smoke vent	7x7	154	Graphic_Single	False	0.5						False	Things/Building/AncientSmokeVent
EXCLUDED	AncientTerraformer	Odyssey	ancient terraformer	4x4	88	Graphic_Single	False	0.5				ChunkSlagSteel x4, Steel x60, ComponentIndustrial x4, Gravcore x1		False	Things/Building/AncientTerraformer
EXCLUDED	AncientToxVent	Odyssey	ancient toxic vent	7x7	154	Graphic_Single	False	0.5						False	Things/Building/AncientToxVent
EXCLUDED	AncientTransportPod	Odyssey	ancient transport pod	1x1	22	Graphic_Random	False	0.5						False	Things/Building/AncientLaunchPod
EXCLUDED	CerebrexCore_Destroyed	Odyssey	destroyed cerebrex core	7x7	154	Graphic_Single	False	0.5				AIPersonaCore x1, ComponentSpacer x5, Plasteel x300, ChunkSlagSteel x8		False	Things/Building/CerebrexCore/CerebrexCoreDestroyed
EXCLUDED	MechRelay_Crashed	Odyssey	crashed mechanoid relay	3x3	66	Graphic_Single	False	0.5				Gravcore x1, ChunkSlagSteel x4, GravlitePanel x165		False	Things/Building/MechanoidRelay_Crashed
EXCLUDED	OrbitalAncientFortifiedWall	Odyssey	fortified wall	1x1	22	Graphic_Single	False	0.5						False	Things/Building/Linked/AncientFortifiedWall_Atlas
EXCLUDED	Turret_AncientArmoredTurret	Odyssey	ancient defender turret	1x1	22	Graphic_Single	False	0.5						False	Things/Building/Ancient/ArmoredTurret/AncientArmoredTurret_Base
EXCLUDED	KOTOR_MineableJunk	Star Wars KotOR Resources and Materials	Piled Junk	1x1	22	Graphic_Single	False	0.5						True	raw_resources/junk
EXCLUDED	VQEA_AncientBroadcastingStation	Vanilla Quests Expanded - Ancients	ancient broadcasting station	3x3	66	Graphic_Single	False	0.5						True	Things/Building/Lootables/AncientBroadcastingStation_On
EXCLUDED	VQEA_AncientEmergencyPurifier	Vanilla Quests Expanded - Ancients	ancient emergency purifier	3x3	66	Graphic_Single	False	0.5						True	Things/Building/Traps/EmergencyBurner_On
EXCLUDED	VQEA_AncientEmergencyPurifier_Off	Vanilla Quests Expanded - Ancients	ancient emergency purifier	3x3	66	Graphic_Single	False	0.5						True	Things/Building/Traps/EmergencyBurner_Off
EXCLUDED	VQEA_AncientVaultDoor	Vanilla Quests Expanded - Ancients	ancient vault door	1x1	22	Graphic_Single	False	0.5						True	Things/Building/Doors/AncientVaultDoorLarge_Mover
EXCLUDED	VQEA_AncientVaultDoor_Large	Vanilla Quests Expanded - Ancients	ancient large vault door	2x1	22	Graphic_Single	False	0.5						True	Things/Building/Doors/AncientVaultDoorLarge_Mover
EXCLUDED	VQEA_AncientVaultWall	Vanilla Quests Expanded - Ancients	ancient vault wall	1x1	22	Graphic_Single	False	0.5						True	Things/Building/Linked/AncientVaultWall_Atlas
EXCLUDED	VQEA_LockedAncientVaultDoor	Vanilla Quests Expanded - Ancients	locked ancient vault door	1x1	22	Graphic_Multi	False	0.5						True	Things/Building/Doors/AncientVaultDoorSmall_Locked
EXCLUDED	VQEA_LockedAncientVaultDoor_Large	Vanilla Quests Expanded - Ancients	locked ancient large vault door	2x1	22	Graphic_Multi	False	0.5						True	Things/Building/Doors/AncientVaultDoorLarge_Locked
EXCLUDED	VQEA_SplicehulkContainment	Vanilla Quests Expanded - Ancients	splicehulk containment	2x2	44	Graphic_Single	False	0.5						True	Things/Building/Traps/MutationSampler_Filled_Splicehulk
EXCLUDED	VQE_AncientAirlock	Vanilla Quests Expanded - Cryptoforge	ancient airlock	1x1	22	Graphic_Single	False	0.5						True	Things/Structure/LargeAncientAirlock_Mover
EXCLUDED	VQE_AncientAirlock_Large	Vanilla Quests Expanded - Cryptoforge	ancient large airlock	2x1	22	Graphic_Single	False	0.5						True	Things/Structure/LargeAncientAirlock_Mover
EXCLUDED	VQE_AncientBlackBox	Vanilla Quests Expanded - Cryptoforge	ancient black box	3x1	22	Graphic_Multi	False	0.5						True	Things/Misc/AncientBlackBoxOn
EXCLUDED	VQE_AncientFloorHeater	Vanilla Quests Expanded - Cryptoforge	ancient floor heater	2x2	44	Graphic_Single	False	0.5						True	Things/Temperature/FloorHeater_Off
EXCLUDED	VQE_AncientLandmine	Vanilla Quests Expanded - Cryptoforge	ancient landmine	1x1	22	Graphic_Single	False	0.5						True	UI/Empty
EXCLUDED	VQE_AncientShipLandingBeacon	Vanilla Quests Expanded - Cryptoforge	ancient ship landing beacon	1x1	22	Graphic_Random	False	0.5	Steel x10.0		Steel x20			False	Things/Ruins/AncientLandingBeacon
EXCLUDED	VQE_AncientTransmitterBeacon	Vanilla Quests Expanded - Cryptoforge	acient transmitter beacon	1x1	22	Graphic_Random	False	0.5	ChunkSlagSteel x1.0		ChunkSlagSteel x2			False	Things/Ruins/AncientTransmitterBeacon
EXCLUDED	VQE_BustedShieldedTurret	Vanilla Quests Expanded - Cryptoforge	busted shielded turret	1x1	22	Graphic_Random	False	0.5	Steel x10.0		Steel x20			False	Things/Ruins/BustedShieldedTurret
EXCLUDED	VQE_BustedSpacerAutocannon	Vanilla Quests Expanded - Cryptoforge	busted spacer autocannon	2x2	44	Graphic_Random	False	0.5	Steel x10.0		Steel x20			False	Things/Ruins/BustedSpaceAutocannon
EXCLUDED	VQE_CryptoAncientTerminal	Vanilla Quests Expanded - Cryptoforge	ancient terminal	1x1	22	Graphic_Multi	False	0.5	ChunkSlagSteel x1.0		ChunkSlagSteel x2			True	Things/Ruins/AncientShipTerminal
EXCLUDED	VQE_CryptoAncientTerminalBank	Vanilla Quests Expanded - Cryptoforge	ancient terminal bank	3x1	22	Graphic_Multi	False	0.5	ChunkSlagSteel x3.0		ChunkSlagSteel x6			True	Things/Ruins/AncientShipTerminalBank
EXCLUDED	VQE_ForcedAncientAirlock	Vanilla Quests Expanded - Cryptoforge	forced ancient airlock	1x1	22	Graphic_Multi	False	0.5						True	Things/Structure/AncientAirlock_Top
EXCLUDED	VQE_ForcedAncientAirlock_Large	Vanilla Quests Expanded - Cryptoforge	forced ancient large airlock	2x1	22	Graphic_Multi	False	0.5						True	Things/Structure/LargeAncientAirlock_Top
EXCLUDED	VQE_JammedAncientAirlock	Vanilla Quests Expanded - Cryptoforge	stuck ancient airlock	1x1	22	Graphic_Multi	False	0.5						True	Things/Structure/AncientAirlock_Locked
EXCLUDED	VQE_JammedAncientAirlock_Large	Vanilla Quests Expanded - Cryptoforge	stuck ancient large airlock	2x1	22	Graphic_Multi	False	0.5						True	Things/Structure/LargeAncientAirlockLocked
EXCLUDED	BTD_GravEngine_Damaged	[BTD] Gravship Blueprints	damaged grav engine	3x3	66	Graphic_Multi	False	0.5						False	Things/Building/Ancient/GravReactor/AncientGravReactor
EXCLUDED	BTD_GravhulkEngine_Damaged	[BTD] Gravship Blueprints	damaged gravhulk engine	5x5	110	Graphic_Single	False	0.5						True	Things/Structures/GravEngines/GravHulkEngine/GravHulkEngine
EXCLUDED	BTD_GravhulkEngine_Encrypted	[BTD] Gravship Blueprints	encrypted gravhulk engine	5x5	110	Graphic_Single	False	0.5						True	Things/Structures/GravEngines/GravHulkEngine/GravHulkEngine
EXCLUDED	BTD_GravjumperEngine_Damaged	[BTD] Gravship Blueprints	damaged gravjumper engine	1x1	22	Graphic_Single	False	0.5						True	Things/Structures/GravEngines/GravJumperEngine/GravJumperEngine
USABLE-DESTROY-ONLY	AM_AncientPipelineSection	Ancient urban ruins	ancient pipeline section	2x1	22	Graphic_Single	True	0.5				ChunkSlagSteel x6		True	Things/Building/Ruins/PipelineSection
USABLE-DESTROY-ONLY	AncientExostriderRemains	Biotech	ancient exostrider midsection	3x2	44	Graphic_Single	True	0.5				ChunkSlagSteel x6, MechanoidTransponder x1		True	Things/Building/Ruins/AncientExostrider/AncientExostriderMidsection
USABLE-DESTROY-ONLY	AncientDisplayBank	Core	ancient display bank	3x1	22	Graphic_Multi	True	0.5				ChunkSlagSteel x2		True	Things/Building/Ruins/AncientDisplayBank
USABLE-DESTROY-ONLY	AncientEquipmentBlocks	Core	ancient equipment blocks	4x2	44	Graphic_Multi	True	0.5				ChunkSlagSteel x2		True	Things/Building/Ruins/AncientEquipmentBlocks
USABLE-DESTROY-ONLY	AncientLargeContainer	Core	ancient container	3x5	66	Graphic_Multi	True	0.5				ChunkSlagSteel x3		True	Things/Building/Ruins/AncientContainer
USABLE-DESTROY-ONLY	AncientSystemRack	Core	ancient system rack	1x3	22	Graphic_Multi	True	0.5				ChunkSlagSteel x1		True	Things/Building/Ruins/AncientSystemRack
USABLE-DESTROY-ONLY	AncientChemfuelCanister	Odyssey	chemfuel canister	1x1	22	Graphic_Single	True	0.5				Filth_Fuel x1		False	Things/Building/Ancient/OpenableContainers/OldChemfuelCanister_Close
USABLE-DESTROY-ONLY	AncientChemtruck	Odyssey	ancient chemtruck	2x4	44	Graphic_Multi	True	0.5				ChunkSlagSteel x2		False	Things/Building/Ancient/Chemfuel/AncientChemtrack
USABLE-DESTROY-ONLY	AncientDrillPlatform	Odyssey	ancient drill rig	3x3	66	Graphic_Random	True	0.5				ChunkSlagSteel x3		False	Things/Building/Ancient/DrillPlatform
USABLE-DESTROY-ONLY	AncientExcavator	Odyssey	ancient excavator	3x4	66	Graphic_Multi	True	0.5				ChunkSlagSteel x4		False	Things/Building/Ancient/Excavator/AncientExcavator
USABLE-DESTROY-ONLY	AncientForklift	Odyssey	ruined forklift	2x4	44	Graphic_Multi	True	0.5				ChunkSlagSteel x3		False	Things/Building/Ancient/Shipping/RustedForklift
USABLE-DESTROY-ONLY	AncientIndustrialTruck	Odyssey	rusted industrial truck	2x4	44	Graphic_Multi	True	0.5				ChunkSlagSteel x3		False	Things/Building/Ancient/Shipping/RustedIndustrialTruck
USABLE-DESTROY-ONLY	AncientMediumContainer	Odyssey	ancient container	2x4	44	Graphic_Random	True	0.5				ChunkSlagSteel x2		False	Things/Building/Ancient/Shipping/AncientContainer
USABLE-DESTROY-ONLY	AncientOpenContainer	Odyssey	rusted open container	4x2	44	Graphic_Random	True	0.5				ChunkSlagSteel x2		False	Things/Building/Ancient/Shipping/RustedOpenContainer
USABLE-DESTROY-ONLY	AncientSmallContainer	Odyssey	ancient container	2x2	44	Graphic_Random	True	0.5				ChunkSlagSteel x1		False	Things/Building/Ancient/Shipping/SmallAncientContainer
USABLE-DESTROY-ONLY	AncientTunnelerClaw	Odyssey	ancient tunneler claw	2x1	22	Graphic_Random	True	0.5				ChunkSlagSteel x1		False	Things/Building/Ancient/TunnelerMech/Claw
USABLE-DESTROY-ONLY	AncientTunnelerHusk	Odyssey	ancient tunneler husk	2x2	44	Graphic_Random	True	0.5				ChunkSlagSteel x2		False	Things/Building/Ancient/TunnelerMech/Husk
USABLE-DESTROY-ONLY	AncientWindTurbineBody	Odyssey	ancient wind turbine	5x2	44	Graphic_Multi	True	0.5				ChunkSlagSteel x2		False	Things/Building/Ancient/Workbenches/AncientWindTurbineBody
USABLE-DESTROY-ONLY	RG_AncientRustedHog	ReGrowth 2	ancient hog	3x5	66	Graphic_Multi	True	0.5				ChunkSlagSteel x2		True	Things/Building/Ruins/RustedWarJeep
USABLE-DESTROY-ONLY	VFEP_CrashedShip_Black	Vanilla Factions Expanded - Pirates	crashed ship	5x3	66	Graphic_Single	True	0.5				Steel x120, ComponentIndustrial x6, ChunkSlagSteel x4		True	Things/Building/Gauntlet/GauntletShipBlack_TurretBase
USABLE-DESTROY-ONLY	VFEP_CrashedShip_Green	Vanilla Factions Expanded - Pirates	crashed ship	5x3	66	Graphic_Single	True	0.5				Steel x120, ComponentIndustrial x6, ChunkSlagSteel x4		True	Things/Building/Gauntlet/GauntletShipGreen_TurretBase
USABLE-DESTROY-ONLY	VFEP_CrashedShip_Orange	Vanilla Factions Expanded - Pirates	crashed ship	5x3	66	Graphic_Single	True	0.5				Steel x120, ComponentIndustrial x6, ChunkSlagSteel x4		True	Things/Building/Gauntlet/GauntletShipOrange_TurretBase
USABLE-DESTROY-ONLY	VFEP_CrashedShip_Red	Vanilla Factions Expanded - Pirates	crashed ship	5x3	66	Graphic_Single	True	0.5				Steel x120, ComponentIndustrial x6, ChunkSlagSteel x4		True	Things/Building/Gauntlet/GauntletShipRed_TurretBase
USABLE-DESTROY-ONLY	VFEPD_AncientSmallContainer	Vanilla Furniture Expanded - Props and Decor	ancient container	2x2	44	Graphic_Random	True	0.5				ChunkSlagSteel x1		False	Things/Building/Ancient/Shipping/SmallAncientContainer
USABLE-DESTROY-ONLY	VME_AncientRustedDropship	Vanilla Ideology Expanded - Memes and Structures	ancient dropship	6x5	110	Graphic_Single	True	0.5				ChunkSlagSteel x4		False	Things/Building/Ruins/AncientRustedDropship
USABLE-DESTROY-ONLY	VQE_GenetronJunk	Vanilla Quests Expanded - The Generator	ARC junk	1x1	22	Graphic_Random	True	0.5				ChunkSlagSteel x2		False	Things/AncientJunk/GenetronJunk
USABLE-EMPTY	AB_AncientBone	Alpha Biomes	ancient bone	2x2	44	Graphic_Single	True	0.5						True	Things/Building/GallatrossGraveyard/AB_AncientBone
USABLE-EMPTY	AB_AncientBrokenBone	Alpha Biomes	ancient shattered bone	1x1	22	Graphic_Single	True	0.5						True	Things/Building/GallatrossGraveyard/AB_AncientBrokenBone
USABLE-EMPTY	AB_AncientGallatrossSkull	Alpha Biomes	ancient gallatross skull	2x2	44	Graphic_Single	True	0.5						True	Things/Building/GallatrossGraveyard/AB_AncientGallatrossSkull
USABLE-EMPTY	AB_AncientVerticalBone	Alpha Biomes	ancient bones	1x2	22	Graphic_Single	True	0.5						True	Things/Building/GallatrossGraveyard/AB_AncientVerticalBone
USABLE-EMPTY	AB_DerelictArchonexusCore	Alpha Biomes	derelict archonexus core	11x11	242	Graphic_Single	True	0.5						True	Things/Building/DerelictArchonexus/AB_DerelictArchonexusC
USABLE-EMPTY	AB_DerelictArchotechTower	Alpha Biomes	derelict archotech tower	5x5	110	Graphic_Single	True	0.5						True	Things/Building/DerelictArchonexus/AB_DerelictArchonexusA
USABLE-EMPTY	AB_DerelictBeachUmbrella	Alpha Biomes	derelict beach umbrella	1x1	22	Graphic_Random	True	0.5		ChunkSlagSteel x0.5	ChunkSlagSteel x1			False	Things/Building/DerelictResort/AB_DerelictBeachUmbrella
USABLE-EMPTY	AB_DerelictMajorArchotechStructure	Alpha Biomes	derelict major archotech structure	7x7	154	Graphic_Single	True	0.5						True	Things/Building/DerelictArchonexus/AB_DerelictArchonexusB
USABLE-EMPTY	AB_DerelictPoolLadder	Alpha Biomes	derelict pool ladder	1x1	22	Graphic_Single	True	0.5						True	Things/Building/DerelictResort/AB_DerelictPoolLadder
USABLE-EMPTY	AB_DerelictRecliner	Alpha Biomes	derelict recliner	1x2	22	Graphic_Multi	True	0.5		ChunkSlagSteel x0.5	ChunkSlagSteel x1			True	Things/Building/DerelictResort/AB_DerelictRecliner
USABLE-EMPTY	AB_DerelictSwimmingPool	Alpha Biomes	derelict swimming pool	10x5	110	Graphic_Single	True	0.5						True	Things/Building/DerelictResort/AB_DerelictPool
USABLE-EMPTY	AB_Mech_RuinedMortar_Full	Alpha Biomes	ruined mech mortar	2x2	44	Graphic_Single	True	0.5		Steel x0.5, ChunkSlagSteel x0.5	Steel x1, ChunkSlagSteel x1			True	Things/Building/DerelictCluster/AB_Mech_RuinedMortar_Full
USABLE-EMPTY	AB_Mech_RuinedMortar_Single	Alpha Biomes	ruined mech mortar gun	2x2	44	Graphic_Single	True	0.5		Steel x0.5, ChunkSlagSteel x0.5	Steel x1, ChunkSlagSteel x1			True	Things/Building/DerelictCluster/AB_Mech_RuinedMortar_Single
USABLE-EMPTY	AB_Mech_RuinedShield	Alpha Biomes	ruined mech shield	1x1	22	Graphic_Single	True	0.5		Steel x0.5, ChunkSlagSteel x0.5	Steel x1, ChunkSlagSteel x1			True	Things/Building/DerelictCluster/AB_Mech_RuinedShield
USABLE-EMPTY	AB_Mech_RuinedTurret_Full	Alpha Biomes	ruined mech turret	1x1	22	Graphic_Single	True	0.5		Steel x0.5, ChunkSlagSteel x0.5	Steel x1, ChunkSlagSteel x1			True	Things/Building/DerelictCluster/AB_Mech_RuinedTurret_Full
USABLE-EMPTY	AB_Mech_RuinedTurret_Single	Alpha Biomes	ruined mech turret base	1x1	22	Graphic_Single	True	0.5		Steel x0.5, ChunkSlagSteel x0.5	Steel x1, ChunkSlagSteel x1			True	Things/Building/DerelictCluster/AB_Mech_RuinedTurret_Single
USABLE-EMPTY	AB_RustedWall	Alpha Biomes	rusted wall	1x1	22	Graphic_Single	True	0.5		Steel x0.5	Steel x1			True	Things/Building/Linked/AB_RustedWall_Atlas
USABLE-EMPTY	AG_AncientCorpse	Alpha Genes	ancient corpse	1x1	22	Graphic_Random	True	0.5						False	Things/Building/AG_Corpse
USABLE-EMPTY	AG_AncientShelf	Alpha Genes	ancient shelf	2x1	22	Graphic_Multi	True	0.5		Steel x0.5, ChunkSlagSteel x0.5	Steel x1, ChunkSlagSteel x1			True	Things/Building/AG_RuinedShelf
USABLE-EMPTY	AG_RaidSpawner	Alpha Genes	ruined radio beacon	1x1	22	Graphic_Single	True	0.5						True	Things/Building/AG_RuinedRadioBeacon
USABLE-EMPTY	AG_RustedWall	Alpha Genes	rusted biotech lab wall	1x1	22	Graphic_Single	True	0.5		Steel x0.5	Steel x1			True	Things/Building/AG_RustedBioLabWall_Atlas
USABLE-EMPTY	AM_AncientDoubleBed	Alpha Memes	restored ancient double bed	2x2	44	Graphic_Multi	True	0.5					Furniture	True	Things/Building/BuildingStyles/Scavenger/Beds/AM_AncientDoubleBed
USABLE-EMPTY	AM_AncientRazorwire	Alpha Memes	ancient razor wire	1x1	22	Graphic_Random	True	0.5					Security	False	Things/Building/Ruins/AncientRazorWire
USABLE-EMPTY	AM_AVendingMachine	Ancient urban ruins	ancient vending machine	1x1	22	Graphic_Multi	True	0.5						True	Things/Container/AVendingMachine
USABLE-EMPTY	AM_AncientATM	Ancient urban ruins	ancient ATM	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruins/AncientATM
USABLE-EMPTY	AM_AncientAirConditioner	Ancient urban ruins	ancient air conditioner	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruins/AirConditioner
USABLE-EMPTY	AM_AncientBarrel	Ancient urban ruins	ancient barrel	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ruins/AncientBarrel
USABLE-EMPTY	AM_AncientBed	Ancient urban ruins	ancient bed	1x2	22	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientBed
USABLE-EMPTY	AM_AncientCashRegister	Ancient urban ruins	ancient cash register	3x1	22	Graphic_Multi	True	0.5		Steel x0.5	Steel x1			True	Things/Building/AncientCashRegister
USABLE-EMPTY	AM_AncientContainer	Ancient urban ruins	ancient container	3x5	66	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientContainer
USABLE-EMPTY	AM_AncientCrate	Ancient urban ruins	ancient crate	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ruins/AncientCrate
USABLE-EMPTY	AM_AncientDisplayBank	Ancient urban ruins	ancient display bank	3x1	22	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientDisplayBank
USABLE-EMPTY	AM_AncientEquipmentBlocks	Ancient urban ruins	ancient equipment blocks	4x2	44	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientEquipmentBlocks
USABLE-EMPTY	AM_AncientFence	Ancient urban ruins	ancient fence	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruins/AncientFence_Atlas
USABLE-EMPTY	AM_AncientFuelNode	Ancient urban ruins	ancient unstable fuel node	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ruins/AncientUnstableFuelNode
USABLE-EMPTY	AM_AncientGenerator	Ancient urban ruins	ancient generator	2x2	44	Graphic_Random	True	0.5						False	Things/Building/Ruins/AncientGenerator
USABLE-EMPTY	AM_AncientHydrant	Ancient urban ruins	ancient hydrant	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruins/AncientHydrant
USABLE-EMPTY	AM_AncientKitchenSink	Ancient urban ruins	ancient kitchen sink	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruins/KitchenSink
USABLE-EMPTY	AM_AncientLockerBank	Ancient urban ruins	ancient locker bank	3x1	22	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientLockerBank
USABLE-EMPTY	AM_AncientMachine	Ancient urban ruins	ancient machine	5x3	66	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientMachine
USABLE-EMPTY	AM_AncientMicrowave	Ancient urban ruins	ancient microwave	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruins/AncientMicrowave
USABLE-EMPTY	AM_AncientMilitaryCrate	Ancient urban ruins	ancient military crate	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ruins/AncientMilitaryCrate
USABLE-EMPTY	AM_AncientOperatingTable	Ancient urban ruins	ancient operating table	1x2	22	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientOperatingTable
USABLE-EMPTY	AM_AncientOven	Ancient urban ruins	ancient oven	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruins/AncientOven
USABLE-EMPTY	AM_AncientPipes	Ancient urban ruins	ancient pipes	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ruins/AncientPipes
