kind,a,b,def
road,1197,14465,AncientAsphaltHighway
river,1214,14565,HugeRiver
river,1214,14568,HugeRiver
road,1238,14708,DirtRoad
road,1238,14713,DirtRoad
road,1292,15035,DirtRoad
road,1292,15037,DirtRoad
road,1299,15079,StoneRoad
road,1299,15076,StoneRoad
road,1306,15118,DirtRoad
road,1306,15120,DirtRoad
road,1307,15125,DirtRoad
road,1307,15126,DirtRoad
river,1310,15141,River
river,1313,15161,River
river,1313,15159,River
river,1321,15209,Creek
river,1321,15206,River
road,1321,15209,StoneRoad
road,1321,15207,StoneRoad
road,1341,15327,StoneRoad
road,1341,15330,StoneRoad
road,1345,15350,StoneRoad
road,1345,15352,StoneRoad
road,1349,15374,StoneRoad
road,1349,15377,StoneRoad
road,1351,15388,StoneRoad
road,1351,15390,StoneRoad
road,1369,15495,DirtRoad
road,1369,15498,DirtRoad
road,1370,15503,DirtPath
road,1370,15504,DirtPath
road,1417,15785,DirtRoad
road,1505,16310,StoneRoad
road,1505,16312,StoneRoad
road,1528,16452,StoneRoad
road,1528,16449,StoneRoad
river,1534,16486,River
river,1534,16489,River
river,1535,16494,River
river,1535,16490,River
river,1535,16495,Creek
river,1535,16491,Creek
road,1572,16712,DirtRoad
road,1572,16714,DirtRoad
road,1577,16742,DirtRoad
road,1577,16746,DirtRoad
road,1599,16878,DirtRoad
road,1599,16877,DirtRoad
road,1600,16880,DirtRoad
road,1600,16885,DirtRoad
road,1600,16884,DirtRoad
road,1607,16922,DirtRoad
road,1607,16923,DirtRoad
road,1607,16925,DirtRoad
road,1610,16944,DirtRoad
road,1610,16945,DirtRoad
road,1616,16976,DirtRoad
road,1616,16978,DirtRoad
road,1621,17006,DirtRoad
road,1621,17011,DirtRoad
road,1654,17204,StoneRoad
road,1654,17209,StoneRoad
road,1654,17206,DirtRoad
road,1660,17243,StoneRoad
road,1660,17244,StoneRoad
road,1665,17271,StoneRoad
road,1665,17275,StoneRoad
road,1665,17274,DirtRoad
road,1668,17288,StoneRoad
road,1668,17289,StoneRoad
river,1669,17296,Creek
road,1671,17307,DirtRoad
road,1671,17308,DirtRoad
river,1674,17328,Creek
river,1674,17324,Creek
road,1677,17343,StoneRoad
road,1677,17347,StoneRoad
road,1709,17539,StoneRoad
road,1709,17537,StoneRoad
road,1711,17549,StoneRoad
road,1711,17547,StoneRoad
road,1722,17614,StoneRoad
road,1722,17617,StoneRoad
road,1752,17795,DirtRoad
road,1762,17853,StoneRoad
road,1762,17857,StoneRoad
road,1769,17897,StoneRoad
road,1769,17899,StoneRoad
road,1771,17907,StoneRoad
road,1771,17910,StoneRoad
road,1791,18026,DirtPath
road,1791,18031,DirtPath
road,1794,18045,DirtPath
road,1794,18048,DirtPath
road,1796,18058,DirtPath
road,1796,18056,DirtPath
road,1817,18187,DirtPath
road,1817,18182,DirtPath
road,1820,18201,DirtRoad
road,1820,18204,DirtPath
road,1821,18206,DirtPath
road,1821,18208,DirtPath
road,1821,18210,DirtPath
road,1825,18233,DirtRoad
road,1825,18234,DirtRoad
road,1827,18242,DirtRoad
road,1827,18245,DirtRoad
road,1827,18246,DirtRoad
road,1831,18267,DirtRoad
road,1831,18270,DirtRoad
road,1835,18291,DirtPath
road,1835,18294,DirtPath
road,1836,18300,DirtPath
road,1836,18298,DirtPath
river,1850,18382,River
river,1850,18385,River
road,1851,18386,DirtRoad
road,1851,18389,DirtRoad
river,1853,18402,River
river,1853,18398,River
river,1854,18404,River
river,1854,18408,River
river,1855,18411,Creek
river,1855,18413,River
road,1855,18412,DirtRoad
road,1855,18410,DirtRoad
road,1981,19168,StoneRoad
road,1981,19171,StoneRoad
road,1986,19198,DirtRoad
road,1986,19200,DirtRoad
road,1986,19197,DirtRoad
river,2014,19369,River
river,2014,19366,River
river,2015,19371,Creek
river,2015,19372,Creek
road,2018,19392,StoneRoad
road,2018,19391,StoneRoad
river,2019,19394,HugeRiver
river,2019,19397,HugeRiver
river,2020,19404,HugeRiver
river,2020,19400,HugeRiver
road,2022,19417,DirtRoad
road,2022,19413,DirtRoad
road,2035,19494,DirtRoad
road,2035,19493,DirtRoad
road,2039,19515,DirtRoad
road,2039,19517,DirtRoad
road,2040,19520,DirtPath
road,2040,19525,DirtPath
road,2060,19641,DirtPath
road,2060,19642,DirtPath
road,2061,19647,DirtPath
road,2061,19649,DirtPath
road,2062,19652,DirtRoad
road,2062,19655,DirtRoad
road,2065,19671,DirtPath
road,2065,19674,DirtPath
road,2113,19959,StoneRoad
road,2113,19961,StoneRoad
road,2139,20116,StoneRoad
road,2139,20119,StoneRoad
road,2140,20121,StoneRoad
road,2140,20122,StoneRoad
road,2151,20187,DirtPath
road,2151,20188,DirtPath
road,2154,20205,DirtPath
road,2154,20206,DirtPath
road,2186,20396,DirtRoad
road,2186,20397,DirtPath
road,2186,20400,DirtPath
road,2194,20444,DirtPath
road,2194,20447,DirtPath
road,2234,20687,DirtRoad
road,2234,20688,DirtRoad
road,2236,20698,DirtRoad
road,2236,20700,DirtRoad
road,2249,20779,StoneRoad
road,2249,20774,StoneRoad
road,2254,20804,StoneRoad
road,2325,21230,DirtPath
road,2325,21235,DirtPath
road,2329,21254,DirtPath
road,2329,21256,DirtPath
river,2338,21309,Creek
river,2339,21318,Creek
river,2339,21316,Creek
river,2340,21325,Creek
river,2340,21323,Creek
river,2341,21327,LargeRiver
river,2341,21330,Creek
river,2341,21331,LargeRiver
road,2349,21374,DirtRoad
road,2349,21375,DirtRoad
road,2353,21398,DirtRoad
road,2353,21400,DirtRoad
road,2358,21428,StoneRoad
road,2358,21431,DirtRoad
road,2358,21433,StoneRoad
river,2359,21434,Creek
river,2359,21436,Creek
river,2359,21438,Creek
road,2378,21548,AncientAsphaltHighway
road,2378,21550,AncientAsphaltHighway
road,2382,21572,DirtPath
road,2382,21576,DirtPath
road,2407,21722,DirtRoad
road,2442,7306,DirtRoad
road,2442,12217,DirtRoad
road,2476,12393,DirtRoad
road,2476,12417,DirtRoad
river,2483,7343,Creek
river,2483,12459,Creek
river,2484,12469,Creek
river,2484,7343,Creek
road,2505,12608,DirtPath
road,2505,7365,DirtPath
road,2506,12585,DirtPath
road,2506,12596,DirtPath
road,2507,12596,DirtPath
road,2507,12597,DirtPath
road,2507,7367,DirtPath
road,2549,7409,DirtPath
road,2549,12855,DirtPath
road,2550,7409,DirtPath
road,2550,12867,DirtPath
road,2561,12909,StoneRoad
road,2561,12927,StoneRoad
road,2599,13148,DirtRoad
road,2599,13156,DirtRoad
road,2607,13202,DirtRoad
road,2641,7500,DirtRoad
road,2641,13408,DirtRoad
road,2643,13423,StoneRoad
road,2643,13431,StoneRoad
road,2644,13429,DirtRoad
road,2644,13437,DirtRoad
road,2645,13425,StoneRoad
road,2645,13431,StoneRoad
road,2679,7538,DirtRoad
road,2679,13640,DirtRoad
road,2682,7542,DirtRoad
road,2682,13658,DirtRoad
road,2684,13669,DirtPath
road,2684,13677,DirtPath
road,2726,7586,DirtPath
road,2726,7587,DirtPath
road,2727,7587,DirtPath
road,2727,13917,DirtPath
road,2730,7586,DirtPath
road,2730,13947,DirtPath
road,2765,14151,StoneRoad
road,2765,7623,StoneRoad
road,2789,14289,StoneRoad
road,2789,7649,StoneRoad
river,2793,14319,Creek
river,2793,14324,Creek
river,2793,7653,Creek
river,2793,14325,Creek
river,2793,14323,Creek
river,2795,14337,LargeRiver
river,2795,14331,Creek
river,2795,14335,LargeRiver
river,2796,14337,River
river,2796,14343,River
river,2839,14596,HugeRiver
river,2839,14570,HugeRiver
road,2863,7722,DirtRoad
road,2863,14708,DirtRoad
road,2913,15043,DirtRoad
road,2913,15051,DirtRoad
road,2919,7779,StoneRoad
road,2919,15076,StoneRoad
road,2920,7780,StoneRoad
road,2920,15086,StoneRoad
river,2926,15116,Creek
river,2926,7786,Creek
river,2928,7786,Creek
river,2931,7791,River
river,2932,15141,River
river,2932,15152,River
river,2933,15160,Creek
river,2934,15159,River
river,2934,7795,River
road,2936,15207,StoneRoad
road,2936,15181,StoneRoad
road,2961,15327,StoneRoad
road,2961,15350,StoneRoad
road,2971,15380,StoneRoad
road,2971,15388,StoneRoad
road,2984,7846,DirtRoad
road,2984,15469,DirtRoad
road,2989,7849,DirtRoad
road,2989,15495,DirtRoad
road,3124,7984,StoneRoad
road,3124,16310,StoneRoad
road,3149,16449,StoneRoad
road,3149,8009,StoneRoad
river,3154,16490,Creek
road,3191,16707,DirtRoad
road,3191,16712,DirtRoad
road,3194,16729,DirtRoad
road,3194,16737,DirtRoad
road,3196,16737,DirtRoad
road,3196,16742,DirtRoad
road,3220,16885,DirtRoad
road,3220,16887,DirtRoad
road,3221,8081,DirtRoad
road,3221,16887,DirtRoad
road,3222,8082,StoneRoad
road,3222,16898,StoneRoad
river,3223,8082,Creek
river,3223,16869,Creek
road,3226,16922,DirtRoad
road,3226,8086,StoneRoad
road,3227,16923,DirtRoad
road,3227,16929,DirtRoad
road,3228,16929,DirtRoad
road,3228,8088,DirtRoad
road,3230,16945,DirtRoad
road,3230,8091,DirtRoad
road,3232,8093,DirtRoad
road,3232,16954,DirtRoad
road,3236,16976,DirtRoad
road,3236,8096,DirtRoad
road,3240,8096,DirtRoad
road,3240,17005,DirtRoad
road,3272,17197,StoneRoad
road,3272,17199,StoneRoad
road,3274,17209,StoneRoad
road,3274,17211,StoneRoad
road,3275,17211,StoneRoad
road,3275,17217,StoneRoad
road,3275,17215,StoneRoad
road,3276,17222,StoneRoad
road,3276,17217,StoneRoad
road,3284,17264,StoneRoad
road,3284,17276,StoneRoad
road,3285,17264,StoneRoad
road,3285,8149,StoneRoad
river,3288,17295,Creek
river,3288,17293,Creek
road,3288,8147,StoneRoad
road,3288,17295,StoneRoad
road,3289,17271,StoneRoad
road,3289,17295,StoneRoad
river,3290,8152,LargeRiver
river,3290,17305,LargeRiver
river,3294,17329,LargeRiver
river,3294,8151,LargeRiver
road,3341,17613,StoneRoad
road,3341,8200,StoneRoad
road,3342,17617,StoneRoad
road,3342,17613,StoneRoad
road,3382,17857,StoneRoad
road,3382,17865,StoneRoad
road,3384,17865,StoneRoad
road,3384,17870,StoneRoad
road,3386,8247,StoneRoad
road,3386,17881,StoneRoad
road,3389,17899,StoneRoad
road,3389,17901,StoneRoad
road,3390,8250,StoneRoad
road,3390,17901,StoneRoad
road,3390,17907,StoneRoad
road,3399,8260,StoneRoad
road,3399,17956,StoneRoad
road,3400,8260,StoneRoad
road,3400,8261,StoneRoad
road,3401,8261,StoneRoad
road,3401,17961,StoneRoad
road,3413,8272,DirtPath
road,3413,18045,DirtPath
road,3415,8274,DirtRoad
road,3415,18026,DirtRoad
road,3416,18056,DirtPath
road,3416,18062,DirtPath
road,3436,8297,DirtPath
road,3436,18178,DirtPath
road,3437,8297,DirtPath
road,3437,18182,DirtPath
road,3446,8307,DirtRoad
road,3446,18249,DirtRoad
river,3450,18267,Creek
river,3451,18267,LargeRiver
river,3451,18243,HugeRiver
road,3451,8311,DirtRoad
road,3451,18242,DirtRoad
road,3451,18267,DirtRoad
river,3466,18368,HugeRiver
river,3466,8326,HugeRiver
road,3472,8333,DirtRoad
road,3472,18386,DirtRoad
river,3473,18398,River
road,3473,8333,DirtRoad
road,3473,8335,DirtRoad
road,3475,8335,DirtRoad
road,3475,18412,DirtRoad
road,3593,8453,DirtRoad
road,3593,19124,DirtRoad
road,3596,19142,StoneRoad
road,3596,19136,StoneRoad
road,3601,19136,StoneRoad
road,3601,19168,StoneRoad
road,3605,19185,DirtRoad
road,3605,19190,DirtRoad
road,3606,19190,DirtRoad
road,3606,19198,DirtRoad
road,3638,8499,StoneRoad
road,3639,8499,StoneRoad
road,3639,19394,StoneRoad
river,3640,8501,HugeRiver
river,3640,19400,HugeRiver
road,3640,8501,StoneRoad
road,3640,19395,StoneRoad
road,3641,8501,StoneRoad
road,3641,19408,StoneRoad
road,3643,19413,DirtRoad
road,3643,8503,DirtRoad
road,3658,8519,DirtPath
road,3658,19520,DirtPath
road,3659,8519,DirtPath
road,3659,19515,DirtPath
road,3681,19641,DirtPath
road,3681,19646,DirtPath
road,3682,8542,DirtRoad
road,3682,19652,DirtRoad
road,3685,19646,DirtPath
road,3685,19647,DirtPath
road,3685,19671,DirtPath
road,3685,8545,DirtRoad
road,3728,8593,DirtRoad
road,3728,19928,StoneRoad
road,3728,8588,DirtRoad
road,3729,8588,DirtRoad
road,3729,19939,DirtRoad
road,3730,8590,DirtRoad
road,3730,19952,DirtRoad
road,3733,19928,StoneRoad
road,3733,19959,StoneRoad
road,3771,8631,DirtPath
road,3771,20187,DirtPath
road,3783,8643,DirtPath
road,3783,8647,DirtPath
road,3784,8644,DirtPath
road,3784,20270,DirtPath
road,3787,8647,DirtPath
road,3787,20259,DirtPath
road,3806,20396,DirtRoad
road,3806,20409,DirtRoad
road,3808,20409,DirtRoad
road,3808,8668,DirtRoad
road,3815,8676,DirtPath
road,3815,20444,DirtPath
road,3816,8676,DirtPath
road,3816,20456,DirtPath
road,3866,8727,StoneRoad
road,3866,20761,StoneRoad
road,3867,8728,StoneRoad
road,3867,20762,DirtRoad
road,3867,8727,StoneRoad
road,3868,20762,DirtRoad
road,3868,20770,DirtRoad
road,3869,20774,StoneRoad
road,3869,20776,DirtRoad
road,3869,8731,StoneRoad
road,3944,21224,DirtPath
road,3944,21230,DirtPath
road,3949,21224,DirtPath
road,3949,21256,DirtPath
river,3957,21307,LargeRiver
river,3957,8816,LargeRiver
river,3958,8818,Creek
river,3958,21313,Creek
river,3960,8818,LargeRiver
river,3960,21325,Creek
river,3960,21327,LargeRiver
road,3969,21375,DirtRoad
road,3969,21398,DirtRoad
road,3986,8846,AncientAsphaltHighway
road,3986,21481,AncientAsphaltHighway
road,3991,8847,AncientAsphaltHighway
road,3991,21501,AncientAsphaltHighway
road,4000,8861,DirtPath
road,4002,8862,DirtPath
road,4002,21572,DirtPath
road,4022,8884,DirtRoad
road,4022,21699,DirtRoad
road,4023,21699,DirtRoad
road,4023,21722,DirtRoad
road,4070,8930,DirtRoad
road,4070,12174,DirtRoad
road,4071,8930,DirtPath
road,4071,15503,DirtPath
road,4073,8933,DirtRoad
road,4073,15469,DirtRoad
road,4079,8941,DirtPath
road,4079,15504,DirtPath
road,4081,8941,DirtPath
road,4081,15551,DirtPath
road,4112,8972,DirtRoad
road,4112,12238,DirtRoad
road,4115,8975,DirtRoad
road,4115,15785,DirtRoad
road,4131,8991,DirtRoad
road,4131,12217,DirtRoad
road,4135,8994,DirtRoad
road,4135,15796,DirtRoad
road,4138,12241,DirtRoad
road,4138,15756,DirtRoad
road,4138,8999,DirtRoad
road,4218,16437,StoneRoad
road,4218,16439,StoneRoad
river,4271,16727,HugeRiver
river,4271,16723,HugeRiver
road,4307,16978,DirtRoad
road,4307,9167,DirtRoad
road,4310,9171,DirtRoad
road,4310,12395,DirtRoad
road,4315,16877,DirtRoad
road,4315,9175,DirtRoad
river,4359,12458,Creek
river,4359,12456,Creek
road,4363,17274,DirtRoad
road,4363,9222,DirtRoad
river,4366,17296,Creek
river,4366,9224,Creek
road,4366,9226,StoneRoad
road,4366,17275,StoneRoad
road,4366,17297,StoneRoad
road,4367,17338,StoneRoad
road,4367,17297,StoneRoad
road,4371,9231,StoneRoad
road,4371,17302,StoneRoad
road,4373,9235,StoneRoad
road,4373,17197,StoneRoad
river,4377,12480,Creek
river,4377,12469,Creek
road,4377,12480,StoneRoad
road,4377,12469,StoneRoad
river,4378,12480,Creek
river,4378,17304,Creek
road,4378,9239,DirtRoad
road,4378,12481,StoneRoad
road,4378,17302,StoneRoad
road,4379,9239,DirtRoad
road,4379,17308,DirtRoad
river,4380,9240,LargeRiver
river,4380,17343,LargeRiver
road,4470,17956,StoneRoad
road,4470,17951,StoneRoad
road,4490,12587,DirtPath
road,4490,18031,DirtPath
road,4496,12597,DirtPath
road,4496,12605,DirtPath
road,4497,12605,DirtPath
road,4497,18058,DirtPath
road,4513,18174,DirtPath
road,4513,9373,DirtPath
road,4514,12612,DirtPath
road,4514,18174,DirtPath
road,4514,18175,DirtPath
road,4518,18175,DirtPath
road,4518,18178,DirtPath
road,4522,9381,DirtRoad
road,4522,18201,DirtRoad
road,4522,18233,DirtRoad
road,4524,9383,DirtRoad
road,4524,18245,DirtRoad
river,4526,12624,HugeRiver
river,4526,18247,HugeRiver
road,4526,12624,DirtRoad
road,4526,18246,DirtRoad
river,4528,18243,HugeRiver
river,4528,18247,HugeRiver
road,4531,12628,DirtRoad
road,4531,18353,DirtRoad
road,4535,18204,DirtPath
road,4535,18206,DirtPath
road,4545,9409,DirtRoad
road,4545,12631,DirtRoad
road,4549,9409,DirtRoad
road,4549,18389,DirtRoad
road,4682,9543,StoneRoad
road,4682,19183,StoneRoad
road,4685,9547,StoneRoad
road,4685,19142,StoneRoad
road,4686,9546,DirtRoad
road,4686,19183,StoneRoad
road,4686,19187,StoneRoad
road,4687,9546,DirtRoad
road,4687,19145,DirtRoad
river,4710,19397,HugeRiver
river,4710,19391,HugeRiver
road,4710,19391,StoneRoad
road,4710,19396,StoneRoad
road,4730,9590,StoneRoad
road,4730,12828,StoneRoad
road,4742,12846,DirtRoad
road,4742,12869,DirtRoad
road,4759,19649,DirtPath
road,4759,12857,DirtPath
road,4809,9669,StoneRoad
road,4809,12929,StoneRoad
road,4810,9669,StoneRoad
road,4810,19961,StoneRoad
road,4814,9675,StoneRoad
road,4814,12911,StoneRoad
road,4818,9678,StoneRoad
road,4818,20116,StoneRoad
road,4842,20119,StoneRoad
road,4842,20122,StoneRoad
road,4850,12951,DirtPath
road,4850,12977,DirtPath
road,4876,9737,DirtPath
road,4876,12978,DirtPath
road,4877,9737,DirtPath
road,4877,20188,DirtPath
road,4882,9742,DirtPath
road,4882,20363,DirtPath
road,4884,20397,DirtPath
road,4884,20405,DirtPath
road,4885,9745,DirtPath
road,4885,20405,DirtPath
road,4886,12984,DirtPath
road,4886,20406,DirtPath
road,4891,12988,DirtPath
road,4891,20514,DirtPath
road,4892,12996,DirtPath
road,4892,13000,DirtPath
road,4895,20364,DirtPath
road,4895,20366,DirtPath
road,4909,20550,AncientAsphaltHighway
road,4914,20551,AncientAsphaltHighway
road,4938,20687,DirtRoad
road,4938,20698,DirtRoad
road,4949,9811,DirtRoad
road,4949,20688,DirtRoad
road,4950,20770,DirtRoad
road,4950,9806,DirtRoad
road,5031,13153,DirtRoad
road,5031,21263,DirtRoad
road,5034,9894,DirtRoad
road,5034,21263,DirtRoad
road,5035,9894,DirtRoad
road,5035,21276,DirtRoad
road,5056,9917,DirtRoad
road,5056,21370,DirtRoad
road,5057,21374,DirtRoad
road,5057,9917,DirtRoad
road,5074,13176,AncientAsphaltHighway
road,5074,21480,AncientAsphaltHighway
road,5104,9965,DirtRoad
road,5104,13206,DirtRoad
road,5105,9965,DirtRoad
road,5105,9967,DirtRoad
road,5105,21660,DirtRoad
road,5106,21706,DirtRoad
road,5106,21707,DirtRoad
road,5107,21707,DirtRoad
road,5107,9967,DirtRoad
road,5220,10081,DirtRoad
road,5220,15498,DirtRoad
road,5221,10081,DirtRoad
road,5221,17795,DirtRoad
road,5244,15549,DirtPath
road,5244,15557,DirtPath
road,5245,13343,DirtPath
road,5245,15557,DirtPath
road,5247,13345,DirtPath
road,5247,13348,DirtPath
road,5265,10129,DirtPath
road,5265,13350,DirtPath
road,5267,18210,DirtPath
road,5267,18218,DirtPath
road,5275,18040,DirtPath
road,5275,18300,DirtPath
road,5294,10154,DirtRoad
road,5294,13408,DirtRoad
road,5295,18251,DirtRoad
road,5295,10154,DirtRoad
road,5295,13409,DirtRoad
road,5298,10159,DirtRoad
road,5298,18234,DirtRoad
road,5299,10159,DirtRoad
road,5299,18251,DirtRoad
road,5322,17853,StoneRoad
road,5322,17861,StoneRoad
road,5323,13421,StoneRoad
road,5323,17861,StoneRoad
road,5336,13428,DirtPath
road,5336,18090,DirtPath
road,5342,13439,DirtRoad
road,5342,10203,DirtRoad
road,5368,10226,DirtPath
road,5368,18187,DirtPath
road,5371,10230,DirtPath
road,5371,19517,DirtRoad
road,5405,10266,StoneRoad
road,5405,17870,StoneRoad
road,5407,10267,StoneRoad
road,5407,17881,StoneRoad
road,5498,10359,DirtRoad
road,5498,15919,DirtRoad
road,5499,10359,DirtRoad
road,5499,13600,DirtRoad
road,5500,15919,DirtRoad
road,5523,10384,StoneRoad
road,5523,13622,StoneRoad
road,5529,13663,DirtRoad
road,5529,15803,DirtRoad
road,5541,13640,DirtRoad
road,5541,13638,DirtRoad
road,5559,10419,DirtPath
road,5559,13662,DirtPath
road,5568,20205,DirtPath
road,5568,20213,DirtPath
road,5569,13667,DirtPath
road,5569,20213,DirtPath
road,5590,10451,DirtRoad
road,5590,21276,DirtRoad
road,5591,21235,DirtPath
road,5591,10451,DirtPath
road,5613,10473,StoneRoad
road,5613,13723,StoneRoad
road,5617,10473,StoneRoad
road,5617,19945,DirtRoad
road,5617,19952,DirtRoad
road,5618,13733,StoneRoad
road,5618,10480,StoneRoad
road,5619,13735,StoneRoad
road,5619,13733,StoneRoad
road,5632,13735,StoneRoad
road,5811,10671,DirtPath
road,5811,13914,DirtPath
road,5813,10675,DirtPath
road,5813,20270,DirtPath
road,5816,13917,DirtPath
road,5835,10695,DirtPath
road,5835,13949,DirtPath
road,5839,10695,DirtPath
road,5839,20400,DirtPath
road,5912,10773,StoneRoad
road,5916,20121,StoneRoad
road,5916,10774,StoneRoad
road,6038,16422,StoneRoad
road,6038,14135,StoneRoad
road,6045,14153,StoneRoad
road,6045,17614,StoneRoad
road,6060,10920,StoneRoad
road,6060,17965,StoneRoad
road,6061,10920,StoneRoad
road,6061,14158,StoneRoad
road,6063,14160,StoneRoad
road,6063,14166,StoneRoad
road,6064,10925,StoneRoad
road,6064,14166,StoneRoad
road,6065,10925,StoneRoad
road,6065,16312,StoneRoad
road,6067,10927,StoneRoad
road,6067,16312,StoneRoad
road,6182,11044,StoneRoad
road,6182,14291,StoneRoad
road,6186,11047,StoneRoad
road,6186,16438,StoneRoad
road,6204,11064,StoneRoad
road,6204,20806,StoneRoad
river,6213,16486,River
river,6213,14345,River
river,6225,14323,Creek
river,6225,11089,Creek
river,6229,14326,Creek
road,6230,14327,StoneRoad
road,6230,19483,StoneRoad
river,6231,14330,Creek
river,6231,11091,Creek
road,6232,19493,DirtRoad
road,6232,19479,DirtRoad
river,6234,21317,Creek
river,6234,21311,Creek
river,6235,14333,Creek
river,6235,11094,Creek
