Fjord	Odyssey	fjord	coastal	comm=0.5	namer=NamerLandmark_Fjord	req:Fjord	opt:Stockpile,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,PlantGrove,PlantLife_Increased,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,AnimalLife_Increased,Fish_Increased,Fish_Decreased,AB_AgariluxPrime_Mutator,AB_FeraliskNest,WildGalacticPlants,WildRylothPlants,WildTattooinePlants,WildNabooPlants,WildDantooinePlants,WildAlderaanPlants,WildFelucianPlants	
CoastalAtoll	Odyssey	coastal atoll	coastal	comm=0.5	namer=NamerLandmark_Atoll	req:CoastalAtoll	opt:Stockpile,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,PlantGrove,PlantLife_Increased,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,AnimalLife_Increased,Fish_Increased,Fish_Decreased,AB_AgariluxPrime_Mutator,AB_FeraliskNest,WildGalacticPlants,WildRylothPlants,WildTattooinePlants,WildNabooPlants,WildDantooinePlants,WildAlderaanPlants,WildFelucianPlants	
Iceberg	Odyssey	iceberg	coastal	comm=0.15	namer=NamerLandmark_Iceberg	req:Iceberg	opt:SunnyMutator,WetClimate,WindyMutator,Fish_Increased,Fish_Decreased,AB_BlizzariskNest	
Valley	Odyssey	valley	mountain	comm=1	namer=NamerLandmark_Valley	req:Valley	opt:CaveLakes,LavaCaves,Stockpile,PlantLife_Increased,AnimalHabitat,PlantGrove,FoggyMutator,SunnyMutator,WetClimate,MineralRich,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,AnimalLife_Increased,AB_AgariluxPrime_Mutator,AB_FeraliskNest,WildGalacticPlants,WildRylothPlants,WildTattooinePlants,WildNabooPlants,WildDantooinePlants,WildAlderaanPlants,WildFelucianPlants	
Cavern	Odyssey	cavern	mountain	comm=0.5	namer=NamerLandmark_Cavern	req:Cavern	opt:Stockpile,FoggyMutator,MineralRich,AnimalHabitat,AnimalLife_Decreased,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,Pollution_Increased,AncientUplink,SteamGeysers_Increased,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest	
Chasm	Odyssey	chasm	mountain	comm=0.5	namer=NamerLandmark_Chasm	req:Chasm	opt:CaveLakes,Stockpile,AnimalHabitat,MineralRich,AnimalLife_Decreased,FoggyMutator,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,SteamGeysers_Increased,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest,WildGalacticPlants,WildRylothPlants,WildTattooinePlants,WildNabooPlants,WildDantooinePlants,WildAlderaanPlants,WildFelucianPlants	
Crevasse	Odyssey	crevasse		comm=0.05	namer=NamerLandmark_Crevasse	req:Crevasse	opt:IceCaves,Stockpile,AnimalLife_Decreased,AncientUplink,SunnyMutator,DryGround,AB_BlizzariskNest	
Plateau	Odyssey	plateau	mountain	comm=0.4	namer=NamerLandmark_Plateau	req:Plateau	opt:Caves,CaveLakes,LavaCaves,Stockpile,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,AnimalLife_Increased,PlantGrove,PlantLife_Increased,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,MineralRich,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest,WildGalacticPlants,WildRylothPlants,WildTattooinePlants,WildNabooPlants,WildDantooinePlants,WildAlderaanPlants,WildFelucianPlants	
IceDunes	Odyssey	ice dunes		comm=0.2	namer=NamerLandmark_IceDunes	req:IceDunes	opt:SunnyMutator,Stockpile,AncientUplink,WindyMutator,AnimalLife_Decreased,AB_BlizzariskNest	
Cliffs	Odyssey	cliffs	mountain	comm=0.5	namer=NamerLandmark_Cliffs	req:Cliffs	opt:CaveLakes,Stockpile,PlantLife_Increased,AnimalHabitat,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,Pollution_Increased,AncientUplink,MineralRich,ArcheanTrees,AnimalLife_Increased,WildPlants,WildTropicalPlants,PlantGrove,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest,WildGalacticPlants,WildRylothPlants,WildTattooinePlants,WildNabooPlants,WildDantooinePlants,WildAlderaanPlants,WildFelucianPlants	
Hollow	Odyssey	hollow	mountain	comm=0.5	namer=NamerLandmark_Hollow	req:Hollow	opt:CaveLakes,Stockpile,MineralRich,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,InsectMegahive,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,PlantLife_Increased,Fertile,AnimalLife_Increased,PlantGrove,Marshy,Sandy,Muddy,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest,WildGalacticPlants,WildRylothPlants,WildTattooinePlants,WildNabooPlants,WildDantooinePlants,WildAlderaanPlants,WildFelucianPlants	
Basin	Odyssey	basin	mountain	comm=0.5	namer=NamerLandmark_Basin	req:Basin	opt:CaveLakes,Stockpile,AnimalHabitat,MineralRich,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,PlantLife_Increased,AnimalLife_Increased,PlantGrove,Fish_Increased,Fish_Decreased,AB_AgariluxPrime_Mutator,AB_FeraliskNest	
TerraformingScar	Odyssey	terraforming scar		comm=0.1	namer=NamerLandmark_TerraformingScar	req:TerraformingScar	opt:MineralRich,Marshy,Sandy,Fertile,Muddy,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,InsectMegahive,Stockpile,AncientUplink,SteamGeysers_Increased,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,PlantLife_Increased,AnimalLife_Increased,PlantGrove,Junkyard,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest,WildGalacticPlants,WildRylothPlants,WildTattooinePlants,WildNabooPlants,WildDantooinePlants,WildAlderaanPlants,WildFelucianPlants	
LavaLake	Odyssey	lava lake	lake	comm=0.1	namer=NamerLandmark_LavaLake	req:LavaLake	opt:SteamGeysers_Increased,Stockpile,AnimalLife_Decreased,SunnyMutator,WindyMutator,Marshy,Sandy,Fertile,Muddy,InsectMegahive,AncientUplink,MineralRich,ObsidianDeposits,AB_AgariluxPrime_Mutator,AB_FeraliskNest	
LavaCrater	Odyssey	lava lake	lake	comm=0.1	namer=NamerLandmark_LavaLake	req:LavaCrater	opt:SteamGeysers_Increased,Stockpile,AnimalLife_Decreased,SunnyMutator,WindyMutator,Marshy,Sandy,Fertile,Muddy,InsectMegahive,AncientUplink,MineralRich,ObsidianDeposits,AB_AgariluxPrime_Mutator,AB_FeraliskNest	
LavaFlow	Odyssey	lava flow		comm=0.2	namer=NamerLandmark_LavaFlow	req:LavaFlow	opt:SteamGeysers_Increased,Stockpile,AnimalLife_Decreased,SunnyMutator,WindyMutator,Sandy,Fertile,Muddy,AncientUplink,MineralRich,ObsidianDeposits	
Dunes	Odyssey	dunes		comm=0.2	namer=NamerLandmark_Dunes	req:Dunes	opt:Stockpile,AncientUplink,SunnyMutator,Pollution_Increased,WindyMutator	
Ruins	Odyssey	ruins	structure	comm=1	namer=NamerLandmark_Ruins	req:AncientRuins	opt:Junkyard,Stockpile,AnimalLife_Decreased,PlantGrove,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,Marshy,Sandy,Fertile,Muddy,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,AB_AgariluxPrime_Mutator,AB_FeraliskNest,WildGalacticPlants,WildRylothPlants,WildTattooinePlants,WildNabooPlants,WildDantooinePlants,WildAlderaanPlants,WildFelucianPlants	
FrozenRuins	Odyssey	frozen ruins	structure	comm=0.05	namer=NamerLandmark_FrozenRuins	req:AncientRuins_Frozen	opt:Stockpile,Pollution_Increased,AncientUplink,SunnyMutator,WindyMutator,AnimalLife_Decreased,Junkyard,AB_AgariluxPrime_Mutator,AB_BlizzariskNest	
AncientSmokeVent	Odyssey	ancient vent		comm=0.15	namer=NamerLandmark_AncientSmokeVent	req:AncientSmokeVent	opt:MineralRich,Stockpile,AncientUplink,SteamGeysers_Increased,Junkyard,Marshy,Sandy,Muddy,MixedBiome,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalLife_Decreased,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest,Pollution_Increased	
AncientToxVent	Odyssey	ancient vent		comm=0.15	namer=NamerLandmark_AncientToxVent	req:AncientToxVent	opt:MineralRich,Stockpile,AncientUplink,SteamGeysers_Increased,Junkyard,Marshy,Sandy,Muddy,MixedBiome,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalLife_Decreased,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest,Pollution_Increased	
AncientHeatVent	Odyssey	ancient vent		comm=0.15	namer=NamerLandmark_AncientHeatVent	req:AncientHeatVent	opt:MineralRich,Stockpile,AncientUplink,SteamGeysers_Increased,Junkyard,Marshy,Sandy,Muddy,MixedBiome,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalLife_Decreased,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest,Pollution_Increased	
AncientQuarry	Odyssey	ancient quarry	mountain	comm=0.25	namer=NamerLandmark_AncientQuarry	req:Cavern,AncientQuarry,MineralRich	opt:FoggyMutator,AnimalLife_Decreased,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,Stockpile,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest,WildGalacticPlants,WildRylothPlants,WildTattooinePlants,WildNabooPlants,WildDantooinePlants,WildAlderaanPlants,WildFelucianPlants	
AbandonedColonyTribal	Odyssey	abandoned colony	structure	comm=0.25	namer=NamerLandmark_AbandonedColonyTribal	req:AbandonedColonyTribal	opt:FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,AnimalLife_Increased,PlantGrove,PlantLife_Increased,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,Stockpile,Junkyard,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest	
AbandonedColonyOutlander	Odyssey	abandoned colony	structure	comm=0.25	namer=NamerLandmark_AbandonedColonyOutlander	req:AbandonedColonyOutlander	opt:FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,AnimalLife_Increased,PlantGrove,PlantLife_Increased,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,Stockpile,Junkyard,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest	
Harbor	Odyssey	harbor	coastal	comm=0.2	namer=NamerLandmark_Harbor	req:Bay,Harbor	opt:PlantGrove,SunnyMutator,WetClimate,FoggyMutator,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,Stockpile,Fish_Increased,Fish_Decreased,AB_AgariluxPrime_Mutator,AB_FeraliskNest,WildGalacticPlants,WildRylothPlants,WildTattooinePlants,WildNabooPlants,WildDantooinePlants,WildAlderaanPlants,WildFelucianPlants	
AncientLaunchSite	Odyssey	ancient launch site	structure	comm=0.2	namer=NamerLandmark_LaunchSite	req:AncientLaunchSite	opt:FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalLife_Decreased,Marshy,Sandy,Fertile,Muddy,PlantGrove,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,Stockpile,Junkyard,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest	
AncientGarrison	Odyssey	ancient garrison	structure	comm=0.2	namer=NamerLandmark_Garrison	req:AncientGarrison	opt:FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalLife_Decreased,Marshy,Sandy,Fertile,Muddy,PlantGrove,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,Stockpile,Junkyard,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest	
AncientWarehouse	Odyssey	ancient warehouse	structure	comm=0.2	namer=NamerLandmark_Warehouse	req:AncientWarehouse	opt:FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalLife_Decreased,Marshy,Sandy,Fertile,Muddy,PlantGrove,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,Stockpile,Junkyard,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest	
AncientChemfuelRefinery	Odyssey	ancient chemfuel refinery	structure	comm=0.2	namer=NamerLandmark_ChemfuelRefinery	req:AncientChemfuelRefinery	opt:FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalLife_Decreased,Marshy,Sandy,Fertile,Muddy,PlantGrove,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,Stockpile,Junkyard,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest	
AncientInfestedSettlement	Odyssey	infested settlement	structure	comm=0.2	namer=NamerLandmark_InfestedSettlement	req:AncientInfestedSettlement	opt:FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalLife_Decreased,Marshy,Sandy,Fertile,Muddy,PlantGrove,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,Stockpile,Junkyard,DryGround,AB_AgariluxPrime_Mutator,AB_FeraliskNest	
AB_TarLakes	Alpha Biomes	tar lakes	lake	comm=1	namer=AB_NamerLandmark_TarLakes	req:AB_TarLakes	opt:Stockpile,Muddy,AnimalHabitat,SunnyMutator,AncientUplink,Marshy,Sandy,Fertile	
AB_PropaneLakes	Alpha Biomes	propane lakes	lake	comm=1	namer=AB_NamerLandmark_PropaneLakes	req:AB_PropaneLakes	opt:IceCaves,WindyMutator,Stockpile,AncientChemfuelRefinery	
AB_MagmaticQuagmire	Alpha Biomes	magmatic quagmire		comm=0.15	namer=AB_NamerLandmark_MagmaticQuagmire	req:AB_MagmaticQuagmire,AB_MagmaVents,AB_GeothermalHotspots	opt:SteamGeysers_Increased,Stockpile,AnimalLife_Decreased,SunnyMutator,WindyMutator,InsectMegahive,AncientUplink,MineralRich	
AB_HealingSprings	Alpha Biomes	healing springs		comm=0.25	namer=AB_NamerLandmark_HealingSprings	req:AB_HealingSprings	opt:SteamGeysers_Increased,Stockpile,MineralRich,Sandy,Muddy,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,InsectMegahive,MixedBiome,AncientUplink,AnimalLife_Increased,AnimalHabitat,PlantGrove,ArcheanTrees,PlantLife_Increased,Fertile,WildPlants,WildTropicalPlants,PlantGrove	
AB_MutagenicSprings	Alpha Biomes	mutagenic ocular springs		comm=0.25	namer=AB_NamerLandmark_MutagenicSprings	req:AB_MutagenicSprings	opt:SteamGeysers_Increased,Stockpile,MineralRich,Sandy,Muddy,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,InsectMegahive,MixedBiome,AncientUplink,AnimalLife_Increased,AnimalHabitat,PlantGrove,ArcheanTrees,PlantLife_Increased,Fertile,WildPlants,WildTropicalPlants,PlantGrove	
AB_QuicksandPits	Alpha Biomes	quicksand pits		comm=0.25	namer=AB_NamerLandmark_QuicksandPits	req:AB_QuicksandPits	opt:SteamGeysers_Increased,Stockpile,MineralRich,Muddy,FoggyMutator,SunnyMutator,WindyMutator,InsectMegahive,MixedBiome,AncientUplink,AnimalHabitat,ArcheanTrees	
DA_SnaptoadSpawningPools	Dark Ages : Beasts and Monsters	snaptoad spawning pools		comm=0.55	namer=NamerLandmark_Wetland	req:Wetland,DA_SnaptoadBreedingGrounds	opt:Muddy,Fish_Increased,FoggyMutator,WetClimate,WildPlants,PlantLife_Increased,WildTropicalPlants	
sw_Sarlacc	Star Wars Animal Collection (Continued)	sarlacc pit		comm=0.1	namer=SWNamerLandmark_Sarlacc	req:sw_SarlaccLair	opt:Pollution_Increased,Junkyard,ArcheanTrees,MineralRich,MixedBiome,AncientUplink,Stockpile,AnimalLife_Decreased,Sandy,DryGround,MineralRich,InsectMegahive,FoggyMutator,WildGalacticPlants,WildRylothPlants,WildTattooinePlants,WildNabooPlants,WildDantooinePlants,WildAlderaanPlants,WildFelucianPlants	
sw_DeadSarlacc	Star Wars Animal Collection (Continued)	dead Sarlacc		comm=0.1	namer=None	req:sw_DeadSarlaccCave	opt:Pollution_Increased,Junkyard,ArcheanTrees,MineralRich,MixedBiome,AncientUplink,Stockpile,AnimalLife_Increased,AnimalHabitat,PlantLife_Increased,Fertile,Sandy,DryGround,MineralRich,InsectMegahive,FoggyMutator,WildGalacticPlants,WildRylothPlants,WildTattooinePlants,WildNabooPlants,WildDantooinePlants,WildAlderaanPlants,WildFelucianPlants	
VEE_MeteorCrater	Vanilla Landmarks Expanded	meteor crater	mountain	comm=1	namer=VEE_NamerLandmark_ImpactCrater	req:VEE_MeteorCrater	opt:Stockpile,FoggyMutator,MineralRich,AnimalHabitat,AnimalLife_Decreased,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,Pollution_Increased,AncientUplink,SteamGeysers_Increased	
VEE_ResurgentCaldera	Vanilla Landmarks Expanded	resurgent caldera	mountain	comm=1	namer=VEE_NamerLandmark_ResurgentCaldera	req:VEE_ResurgentCaldera	opt:Stockpile,FoggyMutator,MineralRich,AnimalHabitat,AnimalLife_Decreased,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,Pollution_Increased,AncientUplink,SteamGeysers_Increased	
VEE_CraterLake	Vanilla Landmarks Expanded	crater lake	mountain	comm=1	namer=VEE_NamerLandmark_CraterLake	req:VEE_CraterLake	opt:Stockpile,FoggyMutator,MineralRich,AnimalHabitat,AnimalLife_Decreased,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,Pollution_Increased,AncientUplink,SteamGeysers_Increased	
VEE_ToxicCrater	Vanilla Landmarks Expanded	toxic crater lake	mountain	comm=1	namer=VEE_NamerLandmark_ToxicCraterLake	req:VEE_ToxicCrater	opt:Stockpile,FoggyMutator,MineralRich,AnimalHabitat,AnimalLife_Decreased,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,Pollution_Increased,AncientUplink,SteamGeysers_Increased	
VEE_Volcano	Vanilla Landmarks Expanded	volcano	mountain	comm=1	namer=VEE_NamerLandmark_Volcano	req:VEE_Volcano	opt:Stockpile,FoggyMutator,MineralRich,AnimalHabitat,AnimalLife_Decreased,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,Pollution_Increased,AncientUplink,SteamGeysers_Increased	
VEE_CalmBasin	Vanilla Landmarks Expanded	calm basin	mountain	comm=1	namer=VEE_NamerLandmark_CalmBasin	req:VEE_CalmBasin,VEE_NoWind	opt:Stockpile,FoggyMutator,MineralRich,AnimalHabitat,AnimalLife_Decreased,Marshy,Fertile,Muddy,InsectMegahive,MixedBiome,Pollution_Increased,AncientUplink,SteamGeysers_Increased	
VEE_LoneIsland	Vanilla Landmarks Expanded	lone island	coastal	comm=1	namer=VEE_NamerLandmark_LoneIsland	req:VEE_LoneIsland	opt:Stockpile,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,AnimalLife_Increased,PlantGrove,PlantLife_Increased,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,Fish_Increased,Fish_Decreased	
VEE_DetachedIceberg	Vanilla Landmarks Expanded	detached iceberg	coastal	comm=0.15	namer=VEE_NamerLandmark_DetachedIceberg	req:VEE_DetachedIceberg	opt:SunnyMutator,WetClimate,WindyMutator,Fish_Increased,Fish_Decreased	
VEE_IceAndFire	Vanilla Landmarks Expanded	ice and fire	coastal	comm=0.15	namer=VEE_NamerLandmark_IceAndFireIsland	req:VEE_IceAndFire	opt:SunnyMutator,WetClimate,WindyMutator,Fish_Increased,Fish_Decreased	
VEE_LoneIslandWithLake	Vanilla Landmarks Expanded	central lake island	coastal	comm=1	namer=VEE_NamerLandmark_CentralLakeIsland	req:VEE_LoneIslandWithLake	opt:Stockpile,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,AnimalLife_Increased,PlantGrove,PlantLife_Increased,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,Fish_Increased,Fish_Decreased	
VEE_LoneIslandWithMountain	Vanilla Landmarks Expanded	resurgent island	coastal	comm=1	namer=VEE_NamerLandmark_ResurgentIsland	req:VEE_LoneIslandWithMountain	opt:Stockpile,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,AnimalLife_Increased,PlantGrove,PlantLife_Increased,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,Fish_Increased,Fish_Decreased	
