s06|19|BORDERLINE|spiky grey megafauna|rhino-ish, ambiguous
s06|20|BORDERLINE|black ox|bovine bulk, low detail
s06|21|STRANGE|red many-eyed thing|no referent
s06|22|STRANGE|fungal mound|no referent
s06|23|STRANGE|fungal mound|no referent
s06|24|STRANGE|green wisp-lizard|unplaceable
s07|1|STRANGE|alien insectoid|no terrestrial insect referent
s07|2|STRANGE|alien insectoid queen|unplaceable
s07|3|STRANGE|dark rock lump|unreadable
s07|4|STRANGE|red many-eyed crawler|no referent
s07|5|STRANGE|pale tendrilled mech|machine, not a nameable animal
s07|6|STRANGE|bladed mech|machine, not a nameable animal
s07|7|STRANGE|armoured mech|machine, not a nameable animal
s07|8|STRANGE|snouted mech|machine, not a nameable animal
s07|9|STRANGE|heavy mech|machine, not a nameable animal
s07|10|STRANGE|mech worm|machine, not a nameable animal
s07|11|STRANGE|walker mech|machine, not a nameable animal
s07|12|STRANGE|flamethrower mech|machine, not a nameable animal
s07|13|STRANGE|artillery mech|machine, not a nameable animal
s07|14|STRANGE|combat mech|machine, not a nameable animal
s07|15|STRANGE|bladed mech|machine, not a nameable animal
s07|16|STRANGE|mech officer|machine, not a nameable animal
s07|17|STRANGE|scythe mech|machine, not a nameable animal
s07|18|STRANGE|utility mech|machine, not a nameable animal
s07|19|STRANGE|gun mech|machine, not a nameable animal
s07|20|STRANGE|armoured mech|machine, not a nameable animal
s07|21|STRANGE|cannon mech|machine, not a nameable animal
s07|22|STRANGE|assembler mech|machine, not a nameable animal
s07|23|STRANGE|mech centipede|machine, not a nameable animal
s07|24|STRANGE|gun mech|machine, not a nameable animal
s08|1|STRANGE|cleaner mech|machine, not a nameable animal
s08|2|STRANGE|bladed mech|machine, not a nameable animal
s08|3|STRANGE|strider mech|machine, not a nameable animal
s08|4|STRANGE|siege mech|machine, not a nameable animal
s08|5|STRANGE|siege mech|machine, not a nameable animal
s08|6|STRANGE|gun mech|machine, not a nameable animal
s08|7|STRANGE|insectoid mech empress|machine, not a nameable animal
s08|8|STRANGE|red fleshy tentacled blob|no referent
s08|9|STRANGE|eyed flesh blob|no referent
s08|10|STRANGE|orange flesh blob|no referent
s08|11|STRANGE|tumorous flesh blob|no referent
s08|12|STRANGE|bulbous flesh blob|no referent
s08|13|STRANGE|tan flesh blob|no referent
s08|14|OBVIOUS|hot air balloon|vehicle, not a creature
s08|15|OBVIOUS|cart with draft beast|vehicle, not a creature
s08|16|OBVIOUS|wagon with draft beasts|vehicle, not a creature
s08|17|OBVIOUS|sled with draft beasts|vehicle, not a creature
s08|18|OBVIOUS|artillery cart|vehicle, not a creature
s08|19|OBVIOUS|outrigger canoe|vehicle, not a creature
s08|20|OBVIOUS|cart with shaggy beasts|vehicle, not a creature
s08|21|OBVIOUS|palanquin|vehicle, not a creature
s08|22|OBVIOUS|rickshaw|vehicle, not a creature
s08|23|OBVIOUS|rowboat|vehicle, not a creature
s08|24|OBVIOUS|war chariot with lizards|vehicle, not a creature
s09|1|OBVIOUS|wheelbarrow|vehicle, not a creature
s09|2|STRANGE|pink flesh mass|no referent
s09|3|STRANGE|matted flesh beast|unreadable
s09|4|STRANGE|maw-flesh mass|no referent
s09|5|STRANGE|lumpy flesh mound|no referent
s09|6|STRANGE|pink meat slab|no referent
s09|7|STRANGE|dark faceted sphere|abstract
s09|8|STRANGE|pale spined flesh|no referent
s09|9|STRANGE|shredded metal-flesh|unreadable
s09|10|STRANGE|red energy sphere|abstract
s09|11|STRANGE|dark horned crawler|unplaceable
s09|12|STRANGE|dark upright shape|unreadable
s09|13|STRANGE|dark hunched form|unreadable
s09|14|STRANGE|flesh mass|no referent
s09|15|STRANGE|pink flesh mass|no referent
s09|16|OBVIOUS|alligator|open alligator jaws, instant
s09|17|OBVIOUS|armadillo|banded shell, instant
s09|18|BORDERLINE|white big cat|feline face but stylised
s09|19|OBVIOUS|black bear|unmistakable bear
s09|20|OBVIOUS|bear|bear head and fur, instant
s09|21|BORDERLINE|large marsupial|koala or kangaroo-ish, odd colours
s09|22|OBVIOUS|ox or antelope|horned bovine, instant
s09|23|OBVIOUS|jerboa or kangaroo|hopping rodent, instant
s09|24|OBVIOUS|mandrill|colourful monkey, instant
s10|1|OBVIOUS|mandrill|coloured monkey face, instant
s10|2|BORDERLINE|squid|orange cephalopod-ish, crude art
s10|3|UNJUDGEABLE|pale abstract shape|sprite unreadable at this size
s10|4|OBVIOUS|penguin|unmistakable penguin
s10|5|OBVIOUS|spotted deer|deer body and antlers, instant
s10|6|BORDERLINE|giant tortoise|shell plus long neck, hybrid
s10|7|OBVIOUS|earthworm|plain segmented worm
s10|8|OBVIOUS|giraffe or deer|long-necked ungulate, instant
s10|9|BORDERLINE|horse or tapir|equine-ish, crude
s10|10|OBVIOUS|zebra|stripes, instant
s10|11|STRANGE|insect queen|no terrestrial referent
s10|12|STRANGE|shaggy horned lump|unreadable
s10|13|BORDERLINE|caterpillar grub|generic larva
s10|14|BORDERLINE|pupa|generic insect pupa
s10|15|OBVIOUS|slug|classic slug with eyestalks
s10|16|BORDERLINE|lizard-fish|ambiguous form
s10|17|OBVIOUS|bird|red parrot-like bird
s10|18|OBVIOUS|yak|shaggy horned bovine
s10|19|BORDERLINE|larva|generic white grub
s10|20|BORDERLINE|moth|moth-ish but distorted
s10|21|STRANGE|red pod|featureless
s10|22|OBVIOUS|beetle|striped elytra, instant
s10|23|BORDERLINE|grub|generic white maggot
s10|24|BORDERLINE|pupa|generic insect pupa
s11|1|OBVIOUS|bat|ears and wing membrane, instant
s11|2|STRANGE|cactus clump on rock|creature hidden inside plant form
s11|3|OBVIOUS|cricket|jumping leg and body, instant
s11|4|OBVIOUS|mouse or lemming|small rodent, instant
s11|5|OBVIOUS|spider|eight legs, instant
s11|6|OBVIOUS|snail|shell and foot, instant
s11|7|BORDERLINE|lizard|crested reptile, ambiguous species
s11|8|BORDERLINE|beetle|beetle with crystal growths
s11|9|BORDERLINE|grub|generic larva
s11|10|BORDERLINE|pupa|generic insect pupa
s11|11|STRANGE|crystal cluster|creature not readable
s11|12|BORDERLINE|furry mole|mole-ish but crystalline
s11|13|STRANGE|floating crystal shards|no referent
s11|14|BORDERLINE|crystal antelope|ungulate hint under crystal
s11|15|OBVIOUS|axolotl or newt|external gills, instant
s11|16|BORDERLINE|centipede|many-legged crawler
s11|17|OBVIOUS|moth|wings and antennae, instant
s11|18|BORDERLINE|caterpillar|generic larva
s11|19|BORDERLINE|pupa|generic insect pupa
s11|20|OBVIOUS|salamander|bright newt, instant
s11|21|OBVIOUS|spider|hairy tarantula, instant
s11|22|BORDERLINE|beetle|beetle-ish, mechanical colouring
s11|23|BORDERLINE|grub|generic larva
s11|24|BORDERLINE|pupa|generic insect pupa
s12|1|BORDERLINE|frog|amphibian hint, dark and abstract
s12|2|OBVIOUS|spider|eight legs, instant
s12|3|BORDERLINE|slug or weasel|ambiguous soft-bodied crawler
s12|4|STRANGE|fungal tendrils|creature hidden in fungus
s12|5|STRANGE|fungal lump|unreadable
s12|6|BORDERLINE|isopod|segmented pillbug-ish
s12|7|OBVIOUS|slug|classic slug, instant
s12|8|OBVIOUS|snail|spiral shell, instant
s12|9|OBVIOUS|penguin|unmistakable penguin
s12|10|OBVIOUS|bat|ears and wings, instant
s12|11|OBVIOUS|slug|slug body, instant
s12|12|OBVIOUS|toad|warty toad, instant
s12|13|OBVIOUS|toad|warty toad, instant
s12|14|OBVIOUS|mammoth|tusks and shaggy coat, instant
s12|15|STRANGE|many-tongued green beast|no referent
s12|16|OBVIOUS|toad|warty toad, instant
s12|17|BORDERLINE|shelled snail-thing|ambiguous
s12|18|OBVIOUS|beetle|glossy elytra, instant
s12|19|BORDERLINE|grub|generic larva
s12|20|BORDERLINE|pupa|generic insect pupa
s12|21|BORDERLINE|dragon|club-tailed drake, fantasy staple
s12|22|BORDERLINE|lizard|iguana-ish with flame crest
s12|23|OBVIOUS|bat|clear bat wings and ears
s12|24|BORDERLINE|centipede|many-legged crawler
s13|1|OBVIOUS|snail|spiral shell and foot, instant
s13|2|OBVIOUS|mole|classic mole silhouette
s13|3|OBVIOUS|mole or badger|clawed burrower, instant
s13|4|BORDERLINE|beetle|plain elytra lump
s13|5|BORDERLINE|grub|generic larva
s13|6|BORDERLINE|pupa|generic insect pupa
s13|7|BORDERLINE|fox|fennec ears under moss
s13|8|OBVIOUS|pillbug or woodlouse|segmented isopod, instant
s13|9|BORDERLINE|worm|segmented crawler with pod
s13|10|OBVIOUS|eagle or bird|hooked beak and feathers
s13|11|OBVIOUS|rhinoceros beetle|horned beetle, instant
s13|12|BORDERLINE|grub|generic larva
s13|13|BORDERLINE|pupa|generic insect pupa
s13|14|BORDERLINE|rodent|rat-ish, indistinct
s13|15|BORDERLINE|caterpillar|large larva
s13|16|BORDERLINE|beetle|pincered insect
s13|17|BORDERLINE|grub|generic larva
s13|18|BORDERLINE|pupa|generic insect pupa
s13|19|BORDERLINE|crystal slug|slug with crystal shell
s13|20|OBVIOUS|sheep|woolly sheep, instant
s13|21|OBVIOUS|scorpion|raised sting tail, instant
s13|22|BORDERLINE|pale quadruped|indistinct mammal
s13|23|OBVIOUS|rabbit|long ears, instant
s13|24|STRANGE|rock-backed lump|unreadable
s14|1|BORDERLINE|spiky white reptile|lizard hint, otherwise odd
s14|2|OBVIOUS|mole|claws and snout, instant
s14|3|OBVIOUS|bat|wings and ears, instant
s14|4|BORDERLINE|seal or manatee|smooth aquatic mammal-ish
s14|5|BORDERLINE|white rodent|indistinct small mammal
s14|6|BORDERLINE|octopus|arms read cephalopod, leafy colouring
s14|7|OBVIOUS|axolotl|pink with gills, instant
s14|8|OBVIOUS|flamingo|unmistakable flamingo
s14|9|BORDERLINE|pangolin or spiny beast|scaly hint, dark
s14|10|BORDERLINE|monitor lizard|reptile shape, murky
s14|11|OBVIOUS|seabird|petrel or gull, instant
s14|12|STRANGE|machine-shelled bug|unplaceable
s14|13|OBVIOUS|vulture|bald head and hunch, instant
s14|14|STRANGE|green pustuled insect|no clean referent
s14|15|STRANGE|green pustuled insect queen|no clean referent
s14|16|STRANGE|spiked carnivorous plant|no animal referent
s14|17|BORDERLINE|locust or mantis|insect limbs, abstracted
s14|18|OBVIOUS|stoat or weasel|long-bodied mustelid, instant
s14|19|OBVIOUS|toad|warty amphibian, instant
s14|20|BORDERLINE|salamander|pale amphibian-ish
s14|21|OBVIOUS|goat|floppy-eared goat, instant
s14|22|BORDERLINE|krill or shrimp|small crustacean-ish
s14|23|OBVIOUS|fly|big-eyed fly, instant
s14|24|BORDERLINE|maggot|generic larva
s15|1|BORDERLINE|cockroach|roach-ish shell, dark
s15|2|OBVIOUS|catfish|barbels and fins, instant
s15|3|STRANGE|green winged husk|unreadable
s15|4|OBVIOUS|fish|clear fish silhouette
s15|5|OBVIOUS|fish|clear fish silhouette
s15|6|OBVIOUS|fish|clear fish silhouette
s15|7|BORDERLINE|tadpole|amphibian larva, simple
s15|8|STRANGE|green pustuled insect|no clean referent
s15|9|STRANGE|green pustuled insect queen|no clean referent
s15|10|STRANGE|green pustuled insect|no clean referent
s15|11|BORDERLINE|caterpillar|segmented larva
s15|12|BORDERLINE|dark bird|crow-ish, murky
s15|13|BORDERLINE|snail-crawler|shell hint, indistinct
s15|14|OBVIOUS|moth|patterned wings, instant
s15|15|BORDERLINE|caterpillar|spiny larva
s15|16|STRANGE|dark pupa lump|featureless
s15|17|BORDERLINE|snail|shelled crawler
s15|18|OBVIOUS|turtle|shell and head, instant
s15|19|OBVIOUS|sheep or ram|curled horns and fleece
s15|20|BORDERLINE|turtle-lizard|ambiguous
s15|21|BORDERLINE|shaggy rodent|marmot-ish blob
s15|22|BORDERLINE|hairless dog|canine shape, sickly
s15|23|STRANGE|mech with cargo|machine, not a nameable animal
s15|24|STRANGE|bladed mech insect|machine, not a nameable animal
s16|1|STRANGE|mechanoid|machine, not a nameable animal
s16|2|STRANGE|mechanoid|machine, not a nameable animal
s16|3|STRANGE|mechanoid|machine, not a nameable animal
s16|4|STRANGE|mechanoid|machine, not a nameable animal
s16|5|STRANGE|mechanoid|machine, not a nameable animal
s16|6|STRANGE|mechanoid|machine, not a nameable animal
s16|7|STRANGE|mechanoid|machine, not a nameable animal
s16|8|STRANGE|mechanoid|machine, not a nameable animal
s16|9|STRANGE|mechanoid|machine, not a nameable animal
s16|10|STRANGE|mechanoid|machine, not a nameable animal
s16|11|STRANGE|mechanoid|machine, not a nameable animal
s16|12|STRANGE|mechanoid|machine, not a nameable animal
s16|13|STRANGE|mechanoid|machine, not a nameable animal
s16|14|STRANGE|insectoid mech queen|machine, not a nameable animal
s16|15|STRANGE|lumpy tan growth|unreadable
s16|16|OBVIOUS|rat|classic rat, instant
s16|17|STRANGE|bladed mech|machine, not a nameable animal
s16|18|STRANGE|mech pod|machine, not a nameable animal
s16|19|STRANGE|mechanoid|machine, not a nameable animal
s16|20|STRANGE|mechanoid|machine, not a nameable animal
s16|21|STRANGE|mechanoid|machine, not a nameable animal
s16|22|STRANGE|scyther mech|machine, not a nameable animal
s16|23|BORDERLINE|squid|tentacled cephalopod-ish
s16|24|OBVIOUS|octopus|blue-ringed octopus, instant
s17|1|OBVIOUS|nautilus|spiral chambered shell, instant
s17|2|OBVIOUS|alpaca|unmistakable alpaca
s17|3|OBVIOUS|beaver|paddle tail, instant
s17|4|OBVIOUS|grizzly bear|unmistakable bear
s17|5|OBVIOUS|polar bear|unmistakable bear
s17|6|OBVIOUS|bison|humped horned bovine
s17|7|BORDERLINE|deer with gas sacs|ungulate plus alien bladders
s17|8|OBVIOUS|rat|classic rat
s17|9|OBVIOUS|capybara|large rodent, instant
s17|10|OBVIOUS|caribou|antlered deer
s17|11|OBVIOUS|cassowary|unmistakable cassowary
s17|12|OBVIOUS|cat|housecat, instant
s17|13|OBVIOUS|chicken|unmistakable chicken
s17|14|OBVIOUS|chinchilla|fluffy rodent
s17|15|OBVIOUS|cobra|hooded snake, instant
s17|16|OBVIOUS|cougar|big cat, instant
s17|17|OBVIOUS|cow|unmistakable cow
s17|18|OBVIOUS|deer|antlered deer
s17|19|OBVIOUS|donkey|unmistakable donkey
s17|20|OBVIOUS|camel|dromedary hump, instant
s17|21|OBVIOUS|duck|mallard, instant
s17|22|OBVIOUS|elephant|trunk and ears, instant
s17|23|OBVIOUS|elk|antlered deer
s17|24|OBVIOUS|emu|ratite bird, instant
s18|1|OBVIOUS|fox|unmistakable fox
s18|2|OBVIOUS|fox|big-eared fox, instant
s18|3|OBVIOUS|fox|red fox, instant
s18|4|OBVIOUS|gazelle|horned antelope, instant
s18|5|OBVIOUS|goat|unmistakable goat
s18|6|OBVIOUS|goose|unmistakable goose
s18|7|OBVIOUS|guinea pig|round rodent, instant
s18|8|OBVIOUS|hare|long ears, instant
s18|9|OBVIOUS|horse|unmistakable horse
s18|10|OBVIOUS|husky dog|unmistakable dog
s18|11|OBVIOUS|ibex|curved horns goat, instant
s18|12|OBVIOUS|iguana|spined lizard, instant
s18|13|OBVIOUS|dog|labrador, instant
s18|14|OBVIOUS|lynx|tufted-ear cat, instant
s18|15|STRANGE|mech centipede|machine, not a nameable animal
s18|16|STRANGE|mech centipede|machine, not a nameable animal
s18|17|STRANGE|mech centipede|machine, not a nameable animal
s18|18|STRANGE|mechanoid|machine, not a nameable animal
s18|19|STRANGE|mechanoid|machine, not a nameable animal
s18|20|STRANGE|mechanoid|machine, not a nameable animal
s18|21|STRANGE|mech termite|machine, not a nameable animal
s18|22|BORDERLINE|beetle|insectoid, stylised
s18|23|OBVIOUS|sloth or anteater|shaggy long-snouted mammal
s18|24|BORDERLINE|spider|insectoid spider, stylised
s19|1|OBVIOUS|monkey|curled tail primate, instant
s19|2|BORDERLINE|shaggy bovine|muffalo, bison-like but odd face
s19|3|OBVIOUS|ostrich|long-necked ratite, instant
s19|4|OBVIOUS|big cat|panther silhouette
s19|5|OBVIOUS|pig|unmistakable pig
s19|6|OBVIOUS|raccoon|masked face and ringed tail
s19|7|OBVIOUS|rat|classic rat
s19|8|OBVIOUS|rhinoceros|horn and bulk, instant
s19|9|OBVIOUS|sheep|woolly sheep, instant
s19|10|OBVIOUS|hare|long ears, instant
s19|11|STRANGE|pale many-limbed crawler|no referent
s19|12|OBVIOUS|squirrel|bushy tail, instant
s19|13|STRANGE|horned white beast|thrumbo, unnameable to newcomers
s19|14|OBVIOUS|tortoise|domed shell, instant
s19|15|OBVIOUS|turkey|wattle and fan tail, instant
s19|16|BORDERLINE|wolf-like beast|canine but exaggerated
s19|17|OBVIOUS|wild boar|tusked pig, instant
s19|18|OBVIOUS|wolf|unmistakable wolf
s19|19|OBVIOUS|wolf|unmistakable wolf
s19|20|OBVIOUS|yak|horned shaggy bovine
s19|21|OBVIOUS|terrier dog|small dog, instant
s19|22|BORDERLINE|owl-cat hybrid|reads owl-ish, chimeric
s19|23|STRANGE|green mound-slug|unreadable
s19|24|STRANGE|grey shaggy hulk|indistinct mass
s20|1|BORDERLINE|bird|parrot-ish, muddy art
s20|2|OBVIOUS|rooster|comb and wattle, instant
s20|3|OBVIOUS|ram|big curled horn, instant
s20|4|BORDERLINE|owl or small mammal|indistinct brown lump
s20|5|OBVIOUS|bison|humped horned bovine
s20|6|OBVIOUS|dog or wolf|canine head and ears
s20|7|STRANGE|grey armoured lump|unreadable
s20|8|BORDERLINE|small cat or rabbit|ambiguous small mammal
s20|9|STRANGE|spiked grey hulk|no referent
s20|10|OBVIOUS|boar|tusked pig head, instant
s20|11|BORDERLINE|mosquito|long-beaked insect
s20|12|OBVIOUS|bird|clear flying bird
s20|13|BORDERLINE|moose|palmate antlers, otherwise odd
s20|14|STRANGE|white rock mass|unreadable
s20|15|OBVIOUS|mole|blind burrower, instant
s20|16|OBVIOUS|toad|warty amphibian, instant
s20|17|BORDERLINE|white furry beast|indistinct
s20|18|BORDERLINE|brown furry beast|indistinct
s20|19|OBVIOUS|bird|feathered bird, instant
s20|20|OBVIOUS|rabbit|long ears, instant
s20|21|OBVIOUS|rabbit|long ears, instant
s20|22|OBVIOUS|large bird|chocobo, reads as ostrich-bird
s20|23|OBVIOUS|frog|frog silhouette, instant
s20|24|OBVIOUS|snake|coiled snake, instant
s21|1|OBVIOUS|snail|spiral shell, instant
s21|2|OBVIOUS|monitor lizard|clear lizard body, instant
s21|3|OBVIOUS|small bird|songbird, instant
s21|4|OBVIOUS|quail or bird|plump bird, instant
s21|5|BORDERLINE|crab|claw shape, crude sprite
s21|6|OBVIOUS|tortoise|shell and head, instant
s21|7|BORDERLINE|toad|amphibian hint, odd colouring
s21|8|OBVIOUS|toad|warty toad, instant
s21|9|OBVIOUS|toad|warty toad, instant
s21|10|STRANGE|spindly grey arachnid|alien insectoid, unnameable
s21|11|STRANGE|spindly grey arachnid|alien insectoid, unnameable
s21|12|STRANGE|bladed grey insectoid|no referent
s21|13|STRANGE|grey hunched worm-beast|unplaceable
s21|14|STRANGE|armoured worm|no referent
s21|15|STRANGE|toothed insectoid|no referent
s21|16|STRANGE|tan lumpy dryad|no referent
s21|17|STRANGE|tan lumpy dryad|no referent
s21|18|STRANGE|green lumpy dryad|no referent
s21|19|STRANGE|tan lumpy dryad|no referent
s21|20|STRANGE|pink lumpy dryad|no referent
s21|21|STRANGE|antlered lumpy dryad|no referent
s21|22|STRANGE|teal lumpy dryad|no referent
s21|23|STRANGE|orange lumpy dryad|no referent
s21|24|BORDERLINE|fish|small finned fish, stylised
s22|1|STRANGE|alien insectoid|iridescent, no referent
s22|2|STRANGE|alien insectoid|no referent
s22|3|BORDERLINE|isopod|armoured woodlouse-ish
s22|4|STRANGE|armoured worm-beast|no referent
s22|5|STRANGE|spiked crystal beetle|unplaceable
s22|6|OBVIOUS|lizard|plain lizard body, instant
s22|7|BORDERLINE|small dinosaur|generic dino, not a named one
s22|8|OBVIOUS|tyrannosaur-type dinosaur|big theropod, instantly dinosaur
s22|9|OBVIOUS|ladybug|red-spotted beetle, instant
s22|10|OBVIOUS|lizard|monitor lizard shape
s22|11|OBVIOUS|tyrannosaur-type dinosaur|classic theropod silhouette
s22|12|OBVIOUS|tyrannosaur-type dinosaur|classic theropod silhouette
s22|13|OBVIOUS|ankylosaurus|armoured club-tail dinosaur, instant
