# Trait catalog — every TraitDef degree on the live modlist
# source: defs.sqlite mods=582/d1be0632 captured=2026-08-29 (decays with the modlist; regenerate from the dump)
# columns: defName<TAB>degree<TAB>label<TAB>mod<TAB>stat effects (empty = no stat data in dump: mood/thought/special mechanics)
# excluded from faction pools by ruling: ISEKAI (leveling layer), Minotaur/Medieval/VQE-Ancients/Archon (cut 2026-08-29)
HAR_Xenophobia	-1	xenophile	Humanoid Alien Races	
Isekai_Agile	0	agile	ISEKAI RPG LEVELING	
Isekai_Antagonist	0	antagonist	ISEKAI RPG LEVELING	SocialImpact+-0.25,MeleeDamageFactorx1.25,MoveSpeedx1.100000023841858
Isekai_AwakenedPotential	0	awakened potential	ISEKAI RPG LEVELING	
Isekai_BattleManiac	0	battle maniac	ISEKAI RPG LEVELING	MeleeDodgeChance+0.15000000596046448
Isekai_BeastWhisperer	0	beast whisperer	ISEKAI RPG LEVELING	TameAnimalChance+0.4000000059604645,TrainAnimalChance+0.30000001192092896,AnimalGatherYiel
Isekai_BerserkerBlood	0	berserker blood	ISEKAI RPG LEVELING	MentalBreakThreshold+0.10000000149011612
Isekai_Brilliant	0	brilliant	ISEKAI RPG LEVELING	
Isekai_CraftsmanSoul	0	craftsman's soul	ISEKAI RPG LEVELING	WorkSpeedGlobalx1.25
Isekai_CursedLuck	0	cursed luck	ISEKAI RPG LEVELING	MedicalSurgerySuccessChance+-0.15000000596046448,TradePriceImprovement+-0.1000000014901161
Isekai_EchoOfDefeat	0	echo of defeat	ISEKAI RPG LEVELING	MeleeDamageFactorx0.949999988079071
Isekai_Enlightened	0	enlightened	ISEKAI RPG LEVELING	
Isekai_Fortress	0	fortress	ISEKAI RPG LEVELING	ArmorRating_Sharp+0.20000000298023224,ArmorRating_Blunt+0.20000000298023224,ArmorRating_He
Isekai_FragileVessel	0	fragile vessel	ISEKAI RPG LEVELING	
Isekai_Genius	0	genius	ISEKAI RPG LEVELING	
Isekai_GlassCannon	0	glass cannon	ISEKAI RPG LEVELING	MeleeDamageFactorx1.5,ShootingAccuracyPawnx1.2999999523162842
Isekai_HealerTouch	0	healer's touch	ISEKAI RPG LEVELING	MedicalTendQuality+0.30000001192092896,MedicalSurgerySuccessChance+0.25,ImmunityGainSpeedx
Isekai_HollowCore	0	hollow core	ISEKAI RPG LEVELING	
Isekai_IronWill	0	iron will	ISEKAI RPG LEVELING	MentalBreakThreshold+-0.25,PainShockThreshold+0.30000001192092896,SocialImpact+-0.20000000
Isekai_LateBloomer	0	late bloomer	ISEKAI RPG LEVELING	
Isekai_Lucky	0	lucky	ISEKAI RPG LEVELING	MedicalSurgerySuccessChance+0.15000000596046448,ShootingAccuracyPawn+0.10000000149011612,T
Isekai_MerchantEye	0	merchant's eye	ISEKAI RPG LEVELING	TradePriceImprovement+0.25,NegotiationAbility+0.20000000298023224
Isekai_Mighty	0	mighty	ISEKAI RPG LEVELING	
Isekai_NaturalTalent	0	natural talent	ISEKAI RPG LEVELING	
Isekai_PowerSpike	0	power spike	ISEKAI RPG LEVELING	
Isekai_PredatorInstinct	0	predator's instinct	ISEKAI RPG LEVELING	MeleeHitChance+0.15000000596046448,ShootingAccuracyPawn+0.15000000596046448,PawnTrapSpring
Isekai_Prodigy	0	prodigy	ISEKAI RPG LEVELING	ResearchSpeedx1.5
Isekai_Protagonist	0	protagonist	ISEKAI RPG LEVELING	
Isekai_QuickLearner	0	quick learner	ISEKAI RPG LEVELING	
Isekai_Rank_A	0	Rank A	ISEKAI RPG LEVELING	PawnBeauty+1,SocialImpact+0.5,NegotiationAbility+0.30000001192092896,TradePriceImprovement
Isekai_Rank_B	0	Rank B	ISEKAI RPG LEVELING	PawnBeauty+0.5,SocialImpact+0.25,NegotiationAbility+0.15000000596046448,TradePriceImprovem
Isekai_Rank_C	0	Rank C	ISEKAI RPG LEVELING	PawnBeauty+0.25,SocialImpact+0.10000000149011612,NegotiationAbility+0.05000000074505806,Ma
Isekai_Rank_D	0	Rank D	ISEKAI RPG LEVELING	SocialImpact+0,MarketValuex1
Isekai_Rank_E	0	Rank E	ISEKAI RPG LEVELING	PawnBeauty+-0.25,SocialImpact+-0.15000000596046448,NegotiationAbility+-0.10000000149011612
Isekai_Rank_F	0	Rank F	ISEKAI RPG LEVELING	PawnBeauty+-0.5,SocialImpact+-0.30000001192092896,NegotiationAbility+-0.20000000298023224,
Isekai_Rank_Nation	0	Rank Nation	ISEKAI RPG LEVELING	PawnBeauty+4,SocialImpact+2.5,NegotiationAbility+2,TradePriceImprovement+0.75,ArrestSucces
Isekai_Rank_S	0	Rank S	ISEKAI RPG LEVELING	PawnBeauty+1.5,SocialImpact+0.75,NegotiationAbility+0.5,TradePriceImprovement+0.2000000029
Isekai_Rank_SS	0	Rank SS	ISEKAI RPG LEVELING	PawnBeauty+2,SocialImpact+1,NegotiationAbility+0.75,TradePriceImprovement+0.34999999403953
Isekai_Rank_SSS	0	Rank SSS	ISEKAI RPG LEVELING	PawnBeauty+3,SocialImpact+1.5,NegotiationAbility+1,TradePriceImprovement+0.5,ArrestSuccess
Isekai_Regressor	0	regressor	ISEKAI RPG LEVELING	
Isekai_Reincarnated	0	reincarnated	ISEKAI RPG LEVELING	
Isekai_Resilient	0	resilient	ISEKAI RPG LEVELING	
Isekai_SealedPower	0	sealed power	ISEKAI RPG LEVELING	
Isekai_ShadowStep	0	shadow step	ISEKAI RPG LEVELING	MeleeDodgeChance+0.20000000298023224,MoveSpeedx1.25,MeleeDamageFactorx0.8999999761581421
Isekai_SilverTongue	0	silver tongue	ISEKAI RPG LEVELING	
Isekai_SlowGrind	0	slow grind	ISEKAI RPG LEVELING	
Isekai_SummonedHero	0	summoned hero	ISEKAI RPG LEVELING	MentalBreakThreshold+-0.10000000149011612,SocialImpact+0.25
Isekai_Undying	0	undying	ISEKAI RPG LEVELING	PainShockThreshold+0.20000000298023224
SEX_Affectionate	0	affectionate	Intimacy - Friends n' Lovers	CertaintyLossFactorx2,SEX_IntimacyNeedRatex1.5
SEX_Solitary	0	solitary	Intimacy - Friends n' Lovers	
MCR_Idiot	0	idiot	Mood Chain Reaction	GlobalLearningFactor+-0.75,Shooting-12,Melee-12,Construction-12,Mining-12,Cooking-12,Plant
OuterRim_AP5Syndrome	0	ap-5 syndrome	Outer Rim - Droid Depot	MentalBreakThreshold+0.20000000298023224
OuterRim_Choppy	0	choppy	Outer Rim - Droid Depot	MentalBreakThreshold+-0.15000000596046448
OuterRim_Crosswired	0	crosswired	Outer Rim - Droid Depot	MentalBreakThreshold+0.10000000149011612
OuterRim_LooseScrews	0	loose screws	Outer Rim - Droid Depot	
OuterRim_Rebellious	0	rebellious	Outer Rim - Droid Depot	
OuterRim_Rustbrained	0	rust brained	Outer Rim - Droid Depot	SocialImpact+-0.15000000596046448,GlobalLearningFactor+-0.75
OuterRim_SelfRestrained	0	self-restrained	Outer Rim - Droid Depot	
OuterRim_Speedy	0	speedy	Outer Rim - Droid Depot	MoveSpeed+0.4000000059604645
OuterRim_Twitchy	0	twitchy	Outer Rim - Droid Depot	ShootingAccuracyPawn+-5
OuterRim_Twitterer	0	twitterer	Outer Rim - Droid Depot	SocialImpact+0.15000000596046448
RT_Abstinent	0	abstinent	RimTraits - General Traits	
RT_Athletic	0	athletic	RimTraits - General Traits	MeleeDodgeChance+2,MoveSpeed+0.10000000149011612
RT_ChronicallyIll	0	chronically ill	RimTraits - General Traits	RestRateMultiplier+-0.10000000149011612,ImmunityGainSpeed+-0.10000000149011612,ToxicResist
RT_Clumsy	0	clumsy	RimTraits - General Traits	ShootingAccuracyPawn+-2,MeleeHitChance+-2,MeleeDodgeChance+-2
RT_ColdIntolerant	0	cold intolerant	RimTraits - General Traits	ComfyTemperatureMin+3
RT_ColdTolerant	0	cold tolerant	RimTraits - General Traits	ComfyTemperatureMin+-3
RT_Composed	0	composed	RimTraits - General Traits	MentalBreakThreshold+-0.05000000074505806
RT_ConstantlyBemused	0	constantly bemused	RimTraits - General Traits	Artistic-3
RT_Coordinated	0	coordinated	RimTraits - General Traits	ShootingAccuracyPawn+2,MeleeHitChance+2,MeleeDodgeChance+2
RT_Craven	0	craven	RimTraits - General Traits	MentalBreakThreshold+0.05000000074505806,PainShockThreshold+-0.05000000074505806
RT_EasilyAmused	0	easily amused	RimTraits - General Traits	Artistic+3
RT_Efficient	0	efficient	RimTraits - General Traits	WorkSpeedGlobal+0.20000000298023224,GlobalLearningFactor+0.20000000298023224
RT_Energetic	0	energetic	RimTraits - General Traits	WorkSpeedGlobal+0.20000000298023224,MoveSpeed+0.15000000596046448
RT_Farsighted	0	farsighted	RimTraits - General Traits	ShootingAccuracyPawn+2,AimingDelayFactor+-0.15000000596046448,MeleeHitChance+-2,MeleeDodge
RT_Feeble	0	feeble	RimTraits - General Traits	IncomingDamageFactor+0.10000000149011612,ImmunityGainSpeed+-0.10000000149011612,ToxicResis
RT_Fragile	0	fragile	RimTraits - General Traits	IncomingDamageFactor+0.10000000149011612,PainShockThreshold+-0.05000000074505806
RT_Frail	0	frail	RimTraits - General Traits	CarryingCapacity+-5,PawnBeauty+-1
RT_Gifted	0	gifted	RimTraits - General Traits	Shooting+4,Melee+4,Construction+4,Mining+4,Cooking+4,Plants+4,Animals+4,Crafting+4,Artisti
RT_GoodHygiene	0	good hygiene	RimTraits - General Traits	FoodPoisonChance+-0.10000000149011612
RT_Hardy	0	hardy	RimTraits - General Traits	IncomingDamageFactor+-0.10000000149011612,ImmunityGainSpeed+0.10000000149011612,ToxicResis
RT_Healthy	0	healthy	RimTraits - General Traits	RestRateMultiplier+0.10000000149011612,ImmunityGainSpeed+0.10000000149011612,ToxicResistan
RT_HeatIntolerant	0	heat intolerant	RimTraits - General Traits	ComfyTemperatureMax+-3
RT_HeatTolerant	0	heat tolerant	RimTraits - General Traits	ComfyTemperatureMax+3
RT_Ignorant	0	ignorant	RimTraits - General Traits	MentalBreakThreshold+0.05000000074505806,Intellectual-4
RT_ImpatientCook	0	impatient cook	RimTraits - General Traits	CookSpeed+0.75,FoodPoisonChance+0.10000000149011612
RT_Incompetent	0	incompetent	RimTraits - General Traits	Shooting-4,Melee-4,Construction-4,Mining-4,Cooking-4,Plants-4,Animals-4,Crafting-4,Artisti
RT_Inefficient	0	inefficient	RimTraits - General Traits	WorkSpeedGlobal+-0.20000000298023224,GlobalLearningFactor+-0.20000000298023224
RT_Inquisitive	0	inquisitive	RimTraits - General Traits	MentalBreakThreshold+-0.05000000074505806,Intellectual+4
RT_Messy	0	messy	RimTraits - General Traits	RestRateMultiplier+-0.05000000074505806,WorkSpeedGlobal+-0.05000000074505806,CleaningSpeed
RT_Muscular	0	muscular	RimTraits - General Traits	CarryingCapacity+5,PawnBeauty+1
RT_Nearsighted	0	nearsighted	RimTraits - General Traits	ShootingAccuracyPawn+-2,AimingDelayFactor+0.15000000596046448,MeleeHitChance+2,MeleeDodgeC
RT_PatientCook	0	patient cook	RimTraits - General Traits	CookSpeed+-0.75,FoodPoisonChance+-0.10000000149011612
RT_Persuasive	0	persuasive	RimTraits - General Traits	NegotiationAbility+0.25,ArrestSuccessChance+0.25
RT_PoorHygiene	0	poor hygiene	RimTraits - General Traits	FoodPoisonChance+0.10000000149011612
RT_Ravenous	0	ravenous	RimTraits - General Traits	
RT_Resilient	0	resilient	RimTraits - General Traits	IncomingDamageFactor+-0.10000000149011612,PainShockThreshold+0.05000000074505806
RT_Restful	0	restful	RimTraits - General Traits	RestRateMultiplier+0.25
RT_Restless	0	restless	RimTraits - General Traits	RestRateMultiplier+-0.25
RT_Rowdy	0	rowdy	RimTraits - General Traits	MentalBreakThreshold+0.05000000074505806
RT_Sluggish	0	sluggish	RimTraits - General Traits	WorkSpeedGlobal+-0.20000000298023224,MoveSpeed+-0.15000000596046448
RT_Stiff	0	stiff	RimTraits - General Traits	MeleeDodgeChance+-2,MoveSpeed+-0.10000000149011612
RT_TemperatureIntolerant	0	temperature intolerant	RimTraits - General Traits	ComfyTemperatureMax+-3,ComfyTemperatureMin+3
RT_TemperatureTolerant	0	temperature tolerant	RimTraits - General Traits	ComfyTemperatureMax+3,ComfyTemperatureMin+-3
RT_Tidy	0	tidy	RimTraits - General Traits	RestRateMultiplier+0.05000000074505806,WorkSpeedGlobal+0.05000000074505806,CleaningSpeed+0
RT_Unconvincing	0	unconvincing	RimTraits - General Traits	NegotiationAbility+-0.25,ArrestSuccessChance+-0.25
RT_Valiant	0	valiant	RimTraits - General Traits	MentalBreakThreshold+-0.05000000074505806,PainShockThreshold+0.05000000074505806
RBM_Herculean_Trait	0	Herculean	Roo's Minotaur Xenotype	
Force_FormIII_Soresu	0	Soresu Master	Star Wars : The Force - Lightsaber	MeleeDodgeChance+0.15000000596046448,Force_Lightsaber_Deflection+0.30000001192092896,Melee
Force_FormII_Makashi	0	Makashi Master	Star Wars : The Force - Lightsaber	MeleeArmorPenetration+0.15000000596046448,MeleeHitChance+0.05000000074505806,MeleeCooldown
Force_FormIV_Ataru	0	Ataru Master	Star Wars : The Force - Lightsaber	MeleeDodgeChance+0.20000000298023224,Force_Lightsaber_Deflection+0.6499999761581421
Force_FormI_ShiiCho	0	Shii-Cho Master	Star Wars : The Force - Lightsaber	MeleeDamageFactor+0.10000000149011612,MeleeHitChance+0.05000000074505806,MeleeDodgeChance+
Force_FormVII_JuyoVaapad	0	Juyo/Vaapad Master	Star Wars : The Force - Lightsaber	MeleeDamageFactor+0.25,MeleeCooldownFactor+-0.20000000298023224,MeleeDodgeChance+-0.150000
Force_FormVI_Niman	0	Niman Master	Star Wars : The Force - Lightsaber	MeleeHitChance+0.05000000074505806,MeleeDodgeChance+0.10000000149011612,PsychicSensitivity
Force_FormV_ShienDjemSo	0	Shien/Djem So Master	Star Wars : The Force - Lightsaber	MeleeDamageFactor+0.10000000149011612,MeleeArmorPenetration+0.10000000149011612,MeleeHitCh
Kleptomaniac	0	Kleptomaniac	Stealing Mod	
VFEP_Shellcasket	0	shellcasket	Vanilla Factions Expanded - Pirates	
VFEP_WarcasketTrait	0	warcasket	Vanilla Factions Expanded - Pirates	
VME_Elder	0	elder	Vanilla Ideology Expanded - Memes and Structures	
VQE_IdealPatient	0	ideal patient	Vanilla Quests Expanded - Ancients	
VTE_AbsentMinded	0	absent-minded	Vanilla Traits Expanded	CertaintyLossFactorx0.5
VTE_Academian	0	academian	Vanilla Traits Expanded	MedicalTendQuality+0.20000000298023224,Intellectual+4,Medicine+4
VTE_AnimalHater	0	animal hater	Vanilla Traits Expanded	
VTE_AnimalLover	0	animal lover	Vanilla Traits Expanded	
VTE_Anxious	0	anxious	Vanilla Traits Expanded	CertaintyLossFactorx2
VTE_BigBoned	0	big-boned	Vanilla Traits Expanded	
VTE_Brave	0	brave	Vanilla Traits Expanded	MentalBreakThreshold+-0.20000000298023224,PainShockThreshold+0.20000000298023224,Certainty
VTE_CatPerson	0	cat person	Vanilla Traits Expanded	
VTE_ChildOfMountain	0	Mountain lover	Vanilla Traits Expanded	
VTE_ChildOfSea	0	Ocean lover	Vanilla Traits Expanded	
VTE_Clumsy	0	clumsy	Vanilla Traits Expanded	
VTE_ColdInclined	0	cold inclined	Vanilla Traits Expanded	ComfyTemperatureMin+-10
VTE_CouchPotato	0	couch potato	Vanilla Traits Expanded	
VTE_Coward	0	coward	Vanilla Traits Expanded	
VTE_Desensitized	0	desensitized	Vanilla Traits Expanded	CertaintyLossFactorx0.5
VTE_DogPerson	0	dog person	Vanilla Traits Expanded	
VTE_DrunkenMaster	0	drunken master	Vanilla Traits Expanded	Melee+4
VTE_Dunce	0	dunce	Vanilla Traits Expanded	GlobalLearningFactor+-0.5,SocialImpact+-0.5,CertaintyLossFactorx3
VTE_Eccentric	0	eccentric	Vanilla Traits Expanded	ResearchSpeedx1.149999976158142
VTE_Ecologist	0	ecologist	Vanilla Traits Expanded	PlantHarvestYield+0.20000000298023224,ButcheryFleshEfficiency+0.20000000298023224,Animals+
VTE_FunLoving	0	fun-loving	Vanilla Traits Expanded	
VTE_Gastronomist	0	gastronomist	Vanilla Traits Expanded	FoodPoisonChance+-0.25,Cooking+4,Artistic+4
VTE_Groundbreaker	0	groundbreaker	Vanilla Traits Expanded	MiningYield+0.20000000298023224,ConstructionSpeed+0.20000000298023224,Mining+4,Constructio
VTE_HeatInclined	0	heat inclined	Vanilla Traits Expanded	ComfyTemperatureMax+10
VTE_HeavySleeper	0	heavy sleeper	Vanilla Traits Expanded	
VTE_Insatiable	0	insatiable	Vanilla Traits Expanded	CertaintyLossFactorx2,SEX_LovinFrequencyMultiplierx1.2000000476837158
VTE_Insomniac	0	insomniac	Vanilla Traits Expanded	WorkSpeedGlobalx0.5,MoveSpeedx0.699999988079071,CertaintyLossFactorx0.5
VTE_IronStomach	0	iron stomach	Vanilla Traits Expanded	
VTE_Kleptomaniac	0	kleptomaniac	Vanilla Traits Expanded	
VTE_Lush	0	lush	Vanilla Traits Expanded	
VTE_MadSurgeon	0	mad surgeon	Vanilla Traits Expanded	SurgerySuccessChanceFactor+0.20000000298023224
VTE_MartialArtist	0	martial artist	Vanilla Traits Expanded	
VTE_Menagerist	0	menagerist	Vanilla Traits Expanded	TameAnimalChancex1.2000000476837158,TrainAnimalChancex1.2000000476837158
VTE_Neat	0	neat	Vanilla Traits Expanded	
VTE_Perfectionist	0	perfectionist	Vanilla Traits Expanded	WorkSpeedGlobalx0.6499999761581421
VTE_Prodigy	0	prodigy	Vanilla Traits Expanded	MentalBreakThreshold+0.20000000298023224,ResearchSpeedx1.2999999523162842
VTE_Prude	0	prude	Vanilla Traits Expanded	CertaintyLossFactorx0.5,SEX_LovinFrequencyMultiplierx0.6000000238418579
VTE_Rebel	0	rebel	Vanilla Traits Expanded	CertaintyLossFactorx0.25
VTE_RefinedPalate	0	refined palate	Vanilla Traits Expanded	EatingSpeedx0.699999988079071
VTE_Schizoid	0	schizoid	Vanilla Traits Expanded	
VTE_Slob	0	slob	Vanilla Traits Expanded	
VTE_Snob	0	snob	Vanilla Traits Expanded	
VTE_Squeamish	0	squeamish	Vanilla Traits Expanded	
VTE_Stoner	0	stoner	Vanilla Traits Expanded	
VTE_Submissive	0	submissive	Vanilla Traits Expanded	CertaintyLossFactorx2
VTE_Technophobe	0	technophobe	Vanilla Traits Expanded	
VTE_ThickSkinned	0	thick skinned	Vanilla Traits Expanded	
VTE_ThinSkinned	0	thin skinned	Vanilla Traits Expanded	
VTE_Tycoon	0	tycoon	Vanilla Traits Expanded	TradePriceImprovement+0.25,Social+4,Crafting+4
VTE_Vengeful	0	vengeful	Vanilla Traits Expanded	CertaintyLossFactorx0.25
VTE_Wanderlust	0	wanderlust	Vanilla Traits Expanded	ForagedNutritionPerDay+0.20000000298023224
VTE_Workaholic	0	workaholic	Vanilla Traits Expanded	
VTE_WorldWeary	0	world weary	Vanilla Traits Expanded	
BiAce	0	asexual (bi)	Way Better Romance	
Faithful	0	faithful	Way Better Romance	
HeteroAce	0	asexual (hetero)	Way Better Romance	
HomoAce	0	asexual (homo)	Way Better Romance	
Philanderer	0	philanderer	Way Better Romance	
Straight	0	straight	Way Better Romance	
CompulsiveLiar	0	compulsive liar	[RF] Rumor Has It.... (Continued)	
Gossip	0	gossip	[RF] Rumor Has It.... (Continued)	
Gushing	0	gushing	[RF] Rumor Has It.... (Continued)	
Manipulative	0	manipulative	[RF] Rumor Has It.... (Continued)	TradePriceImprovement+0.05000000074505806,NegotiationAbility+0.20000000298023224
