kind,a,b,def
road,1378,15552,DirtRoad
road,1378,15548,DirtRoad
road,1378,15551,DirtRoad
road,1380,15561,DirtRoad
road,1380,15562,DirtRoad
road,1417,15785,DirtRoad
road,1428,15849,StoneRoad
road,1428,15850,StoneRoad
road,1454,16005,DirtRoad
road,1454,16008,DirtRoad
road,1457,16022,DirtRoad
road,1460,16043,DirtRoad
road,1460,16045,DirtRoad
road,1461,16046,DirtRoad
road,1461,16050,DirtRoad
road,1521,16410,DirtRoad
road,1521,16406,DirtRoad
road,1550,16580,DirtRoad
road,1550,16582,DirtRoad
road,1553,16602,DirtRoad
road,1553,16598,DirtRoad
road,1569,16697,DirtRoad
road,1569,16695,DirtRoad
road,1573,16720,DirtRoad
road,1573,16723,DirtRoad
road,1593,16839,DirtRoad
road,1593,16841,DirtRoad
road,1598,16868,StoneRoad
road,1598,16870,StoneRoad
road,1604,16905,StoneRoad
road,1604,16908,StoneRoad
road,1619,16996,DirtRoad
road,1619,16995,DirtRoad
road,1661,17247,StoneRoad
road,1661,17249,StoneRoad
road,1665,17274,StoneRoad
road,1665,17270,StoneRoad
road,1671,17307,DirtRoad
road,1671,17309,DirtRoad
road,1673,17322,DirtRoad
road,1673,17318,DirtRoad
road,1677,17343,StoneRoad
road,1677,17345,StoneRoad
road,1678,17350,StoneRoad
road,1678,17349,StoneRoad
road,1678,17352,DirtRoad
road,1707,17523,DirtRoad
road,1708,17530,DirtRoad
road,1708,17529,DirtRoad
road,1709,17536,DirtRoad
road,1709,17539,DirtRoad
road,1722,17617,DirtRoad
road,1722,17615,DirtRoad
road,1726,17637,DirtRoad
road,1726,17640,DirtRoad
road,1727,17647,DirtRoad
road,1727,17644,DirtRoad
road,1748,17770,DirtRoad
road,1748,17768,DirtRoad
road,1752,17795,DirtRoad
road,1752,17793,DirtRoad
road,1785,17991,StoneRoad
road,1785,17992,StoneRoad
road,1786,17996,StoneRoad
road,1786,17998,DirtRoad
road,1795,18051,DirtRoad
road,1795,18055,DirtRoad
road,1814,18167,DirtRoad
road,1814,18168,DirtRoad
road,1814,18164,DirtRoad
road,1820,18202,DirtRoad
road,1828,18248,StoneRoad
road,1828,18250,StoneRoad
road,1850,18384,DirtRoad
road,1850,18381,DirtRoad
road,1851,18388,DirtRoad
road,1851,18387,DirtRoad
road,1852,18394,DirtRoad
road,1852,18397,DirtRoad
road,1971,19110,DirtRoad
road,1971,19107,DirtRoad
road,1975,19132,DirtRoad
road,1975,19134,DirtRoad
road,1991,19229,DirtRoad
road,1991,19226,DirtRoad
road,2001,19290,DirtRoad
road,2001,19288,DirtRoad
road,2068,19690,DirtRoad
road,2068,19692,DirtRoad
road,2121,20009,DirtRoad
road,2121,20007,DirtRoad
road,2125,20031,DirtRoad
road,2125,20035,DirtRoad
road,2126,20041,DirtRoad
road,2126,20038,DirtRoad
road,2128,20052,DirtRoad
road,2128,20050,DirtRoad
road,2130,20060,DirtRoad
road,2130,20064,DirtRoad
road,2134,20084,DirtRoad
road,2134,20088,DirtRoad
road,2137,20105,DirtRoad
road,2137,20103,DirtRoad
road,2144,20144,DirtRoad
road,2144,20146,DirtRoad
road,2152,20192,DirtRoad
road,2152,20195,DirtRoad
road,2154,20209,StoneRoad
road,2154,20204,DirtRoad
road,2154,20205,DirtRoad
road,2155,20212,DirtRoad
road,2155,20215,DirtRoad
road,2177,20345,DirtRoad
road,2177,20343,DirtRoad
road,2177,20342,DirtRoad
road,2177,20346,DirtRoad
road,2179,20356,DirtRoad
road,2179,20358,DirtRoad
road,2180,20364,DirtRoad
road,2180,20361,DirtRoad
road,2185,20392,DirtRoad
road,2185,20394,DirtRoad
road,2188,20410,DirtRoad
road,2188,20409,DirtRoad
road,2234,20685,StoneRoad
road,2234,20688,StoneRoad
road,2236,20698,StoneRoad
road,2236,20700,StoneRoad
road,2247,20766,StoneRoad
road,2247,20763,StoneRoad
road,2388,21609,DirtRoad
road,2388,21611,DirtRoad
road,2404,21706,DirtRoad
road,2404,21709,DirtRoad
road,2414,21767,StoneRoad
road,2414,21764,StoneRoad
road,2500,12566,DirtRoad
road,2500,7359,DirtRoad
road,2508,12615,DirtRoad
road,2508,12609,DirtRoad
road,2512,12621,DirtRoad
road,2512,7372,DirtRoad
road,2512,12632,DirtRoad
road,2514,7371,DirtRoad
road,2514,12650,DirtRoad
road,2514,12649,DirtRoad
road,2515,12639,DirtRoad
road,2515,7374,DirtRoad
road,2641,7500,StoneRoad
road,2641,13408,StoneRoad
road,2641,13394,StoneRoad
road,2648,7509,DirtRoad
road,2648,13453,DirtRoad
road,2648,13461,DirtRoad
road,2652,13477,DirtRoad
road,2652,7512,DirtRoad
road,2661,7525,DirtRoad
road,2661,13521,DirtRoad
road,2664,13549,DirtRoad
road,2664,7524,DirtRoad
road,2697,13744,StoneRoad
road,2697,13736,DirtRoad
road,2697,13737,DirtRoad
road,2702,13779,DirtRoad
road,2702,13772,DirtRoad
road,2728,13922,DirtRoad
road,2728,13928,DirtRoad
road,2741,14001,DirtRoad
road,2843,14618,DirtRoad
road,2843,14612,DirtRoad
road,2843,14613,DirtRoad
road,2846,14661,DirtRoad
road,2846,14636,DirtRoad
road,2852,14677,DirtRoad
road,2852,7712,DirtRoad
road,2855,7713,DirtRoad
road,2855,14685,DirtRoad
road,2855,14691,DirtRoad
road,2859,7719,StoneRoad
road,2859,14719,StoneRoad
road,2860,14732,StoneRoad
road,2860,7721,StoneRoad
road,2917,7777,StoneRoad
road,2917,15064,StoneRoad
road,2919,15076,StoneRoad
road,2919,15074,StoneRoad
road,2919,7779,StoneRoad
road,2920,15086,StoneRoad
road,2920,7778,StoneRoad
road,2936,15176,DirtRoad
road,2936,15207,DirtRoad
road,2937,15184,DirtRoad
road,2937,15176,DirtRoad
road,3044,15829,StoneRoad
road,3044,7904,StoneRoad
road,3062,15939,DirtRoad
road,3062,15932,DirtRoad
road,3076,16016,DirtRoad
road,3076,16005,DirtRoad
road,3077,16022,DirtRoad
road,3077,16016,DirtRoad
road,3088,16082,DirtRoad
road,3088,7949,DirtRoad
road,3089,16089,DirtRoad
road,3089,7951,DirtRoad
road,3089,7949,DirtRoad
road,3090,7950,DirtRoad
road,3090,16105,DirtRoad
road,3153,8013,DirtRoad
road,3153,16483,DirtRoad
road,3155,16496,DirtRoad
road,3155,8014,DirtRoad
road,3155,16497,DirtRoad
road,3185,16675,DirtRoad
road,3185,8045,DirtRoad
road,3187,8046,DirtRoad
road,3187,16684,DirtRoad
road,3189,16689,DirtRoad
road,3189,8053,DirtRoad
road,3192,8052,DirtRoad
road,3192,16717,DirtRoad
road,3195,16730,DirtRoad
road,3195,16724,DirtRoad
road,3196,16743,DirtRoad
road,3196,16737,DirtRoad
road,3208,16808,DirtRoad
road,3208,16802,DirtRoad
road,3221,16887,StoneRoad
road,3221,8081,StoneRoad
road,3221,8080,StoneRoad
road,3222,8081,StoneRoad
road,3222,16898,StoneRoad
road,3224,8084,StoneRoad
road,3224,16909,StoneRoad
road,3226,16922,StoneRoad
road,3226,8084,StoneRoad
road,3226,8086,DirtRoad
road,3228,8087,DirtRoad
road,3228,16934,DirtRoad
road,3236,16981,DirtRoad
road,3236,8096,DirtRoad
road,3240,8100,DirtRoad
road,3241,8100,DirtRoad
road,3241,16995,DirtRoad
road,3280,17247,StoneRoad
road,3280,17241,StoneRoad
road,3289,17270,StoneRoad
road,3342,8202,DirtRoad
road,3342,17617,DirtRoad
road,3343,17595,DirtRoad
road,3343,8202,DirtRoad
road,3372,8232,DirtRoad
road,3372,17793,DirtRoad
road,3405,8265,StoneRoad
road,3405,17991,StoneRoad
road,3407,17996,StoneRoad
road,3407,8265,StoneRoad
road,3416,18056,StoneRoad
road,3416,18062,DirtRoad
road,3416,18061,DirtRoad
road,3423,18122,DirtRoad
road,3423,8282,DirtRoad
road,3424,8284,DirtRoad
road,3424,18106,DirtRoad
road,3424,8285,DirtRoad
road,3425,18110,DirtRoad
road,3425,8285,DirtRoad
road,3436,8296,DirtRoad
road,3446,18248,StoneRoad
road,3446,8307,StoneRoad
road,3447,8311,DirtRoad
road,3447,18244,DirtRoad
road,3447,8307,DirtRoad
road,3451,8311,StoneRoad
road,3451,18267,StoneRoad
road,3452,18277,DirtRoad
road,3458,18313,DirtRoad
road,3458,8318,DirtRoad
road,3463,8319,DirtRoad
road,3463,18333,DirtRoad
road,3598,19161,DirtRoad
road,3598,19148,DirtRoad
road,3653,8515,StoneRoad
road,3653,19472,StoneRoad
road,3655,19491,StoneRoad
road,3655,8515,StoneRoad
road,3687,19676,DirtRoad
road,3687,19682,DirtRoad
road,3746,8607,DirtRoad
road,3746,20041,DirtRoad
road,3748,20050,DirtRoad
road,3748,8608,DirtRoad
road,3773,8634,DirtRoad
road,3773,20192,DirtRoad
road,3774,20204,DirtRoad
road,3774,8634,DirtRoad
road,3777,20224,DirtRoad
road,3777,8637,DirtRoad
road,3778,8639,DirtRoad
road,3778,20233,DirtRoad
road,3796,20330,DirtRoad
road,3796,8657,DirtRoad
road,3797,8657,DirtRoad
road,3797,20342,DirtRoad
road,3866,8726,StoneRoad
road,3866,20761,StoneRoad
road,3868,8728,StoneRoad
road,3868,20770,StoneRoad
road,3869,8729,StoneRoad
road,3869,20768,StoneRoad
road,4024,21706,StoneRoad
road,4024,8884,StoneRoad
road,4027,8883,StoneRoad
road,4027,21724,StoneRoad
road,4038,21783,StoneRoad
road,4038,8898,StoneRoad
road,4072,8933,DirtRoad
road,4072,12174,DirtRoad
road,4073,15470,DirtRoad
road,4073,8933,DirtRoad
road,4120,15791,DirtRoad
road,4120,15821,DirtRoad
road,4131,12216,DirtRoad
road,4131,8992,DirtRoad
road,4132,8992,DirtRoad
road,4132,15790,DirtRoad
road,4144,15933,DirtRoad
road,4144,9004,DirtRoad
road,4146,9005,DirtRoad
road,4146,16084,DirtRoad
road,4227,9088,DirtRoad
road,4229,16406,DirtRoad
road,4229,9089,DirtRoad
road,4265,16685,DirtRoad
road,4265,16691,DirtRoad
road,4265,16687,DirtRoad
road,4265,9125,DirtRoad
road,4276,9136,DirtRoad
road,4276,16731,DirtRoad
road,4278,16804,DirtRoad
road,4278,9137,DirtRoad
road,4355,17230,StoneRoad
road,4355,9215,StoneRoad
road,4357,9216,StoneRoad
road,4357,12455,StoneRoad
road,4359,12456,StoneRoad
road,4359,12460,StoneRoad
road,4364,17274,StoneRoad
road,4364,9225,StoneRoad
road,4364,12461,StoneRoad
road,4469,17911,DirtRoad
road,4469,9329,DirtRoad
road,4471,9330,DirtRoad
road,4471,12568,DirtRoad
road,4471,17958,DirtRoad
road,4482,17963,DirtRoad
road,4482,17959,DirtRoad
road,4500,9360,StoneRoad
road,4500,18057,StoneRoad
road,4501,17992,StoneRoad
road,4501,9360,StoneRoad
road,4502,9364,DirtRoad
road,4502,12616,DirtRoad
road,4505,18061,DirtRoad
road,4505,9365,DirtRoad
road,4507,18107,DirtRoad
road,4507,18064,DirtRoad
road,4509,12608,DirtRoad
road,4509,9373,DirtRoad
road,4525,18245,DirtRoad
road,4525,12622,DirtRoad
road,4540,18276,DirtRoad
road,4540,12642,DirtRoad
road,4551,12649,DirtRoad
road,4551,9411,DirtRoad
road,4552,12654,DirtRoad
road,4552,18312,DirtRoad
road,4555,9414,DirtRoad
road,4555,18396,DirtRoad
road,4669,19110,DirtRoad
road,4686,19187,DirtRoad
road,4720,9581,DirtRoad
road,4720,12822,DirtRoad
road,4723,19404,DirtRoad
road,4723,9583,DirtRoad
road,4730,19471,StoneRoad
road,4730,12828,StoneRoad
road,4766,12864,DirtRoad
road,4766,19687,DirtRoad
road,4844,12953,DirtRoad
road,4844,9709,DirtRoad
road,4848,20224,DirtRoad
road,4849,9709,DirtRoad
road,4849,20225,DirtRoad
road,4852,9713,DirtRoad
road,4852,12955,DirtRoad
road,4852,20146,DirtRoad
road,4855,20195,DirtRoad
road,4855,9715,DirtRoad
road,4865,9725,DirtRoad
road,4867,9726,DirtRoad
road,4867,20298,DirtRoad
road,4870,20299,DirtRoad
road,4870,9730,DirtRoad
road,4872,20332,DirtRoad
road,4872,9731,DirtRoad
road,4892,13001,DirtRoad
road,4892,12996,DirtRoad
road,4894,12996,DirtRoad
road,4894,20364,DirtRoad
road,4946,20766,StoneRoad
road,4946,9806,StoneRoad
road,5040,9900,DirtRoad
road,5040,21405,DirtRoad
road,5041,13139,DirtRoad
road,5041,9900,DirtRoad
road,5049,9909,DirtRoad
road,5049,13159,DirtRoad
road,5053,21269,DirtRoad
road,5053,9912,DirtRoad
road,5055,13158,DirtRoad
road,5055,13140,DirtRoad
road,5102,9962,StoneRoad
road,5102,13203,StoneRoad
road,5106,9963,StoneRoad
road,5106,21706,StoneRoad
road,5242,10103,DirtRoad
road,5242,15552,DirtRoad
road,5243,15524,DirtRoad
road,5243,10103,DirtRoad
road,5255,10116,DirtRoad
road,5255,15528,DirtRoad
road,5256,17998,DirtRoad
road,5256,10116,DirtRoad
road,5288,10150,StoneRoad
road,5288,13396,StoneRoad
road,5290,15562,StoneRoad
road,5290,10150,StoneRoad
road,5295,13409,StoneRoad
road,5295,18250,StoneRoad
road,5345,15589,DirtRoad
road,5345,10207,DirtRoad
road,5346,10206,DirtRoad
road,5346,18111,DirtRoad
road,5360,13452,DirtRoad
road,5360,18127,DirtRoad
road,5367,10231,DirtRoad
road,5367,13465,DirtRoad
road,5371,19518,DirtRoad
road,5371,10231,DirtRoad
road,5383,15629,DirtRoad
road,5383,10242,DirtRoad
road,5424,19565,StoneRoad
road,5424,19561,StoneRoad
road,5425,13522,DirtRoad
road,5425,19565,DirtRoad
road,5432,10292,DirtRoad
road,5432,13523,DirtRoad
road,5434,19692,DirtRoad
road,5434,10295,DirtRoad
road,5449,10308,DirtRoad
road,5449,13546,DirtRoad
road,5456,13557,StoneRoad
road,5456,10321,StoneRoad
road,5460,21724,StoneRoad
road,5460,10320,StoneRoad
road,5538,19948,DirtRoad
road,5542,10403,DirtRoad
road,5542,20052,DirtRoad
road,5543,19946,DirtRoad
road,5543,10403,DirtRoad
road,5565,15814,StoneRoad
road,5565,10424,StoneRoad
road,5573,15816,StoneRoad
road,5573,10434,StoneRoad
road,5574,10434,StoneRoad
road,5574,15828,StoneRoad
road,5574,15823,DirtRoad
road,5582,10443,DirtRoad
road,5582,20346,DirtRoad
road,5587,13685,DirtRoad
road,5587,10447,DirtRoad
road,5637,13745,StoneRoad
road,5637,15850,StoneRoad
road,5641,13738,DirtRoad
road,5641,21294,DirtRoad
road,5661,13741,DirtRoad
road,5661,13762,DirtRoad
road,5663,21295,DirtRoad
road,5663,21270,DirtRoad
road,5666,13763,DirtRoad
road,5666,10526,DirtRoad
road,5671,10530,DirtRoad
road,5671,19121,DirtRoad
road,5672,13773,DirtRoad
road,5672,10532,DirtRoad
road,5675,10533,DirtRoad
road,5675,15943,DirtRoad
road,5773,10629,DirtRoad
road,5773,20161,DirtRoad
road,5782,16050,DirtRoad
road,5782,16093,DirtRoad
road,5783,16067,DirtRoad
road,5783,16050,DirtRoad
road,5794,10654,DirtRoad
road,5794,16066,DirtRoad
road,5797,20233,DirtRoad
road,5797,10653,DirtRoad
road,5797,20243,DirtRoad
road,5799,20266,DirtRoad
road,5799,10658,DirtRoad
road,5800,10660,DirtRoad
road,5800,20242,DirtRoad
road,5813,20268,DirtRoad
road,5816,13924,DirtRoad
road,5828,10690,DirtRoad
road,5828,13936,DirtRoad
road,5828,13929,DirtRoad
road,5831,16105,DirtRoad
road,5831,10691,DirtRoad
road,5834,13935,DirtRoad
road,5834,10694,DirtRoad
road,5835,10694,DirtRoad
road,5835,20410,DirtRoad
road,5905,14002,DirtRoad
road,5905,20105,DirtRoad
road,6049,10908,DirtRoad
road,6049,17946,DirtRoad
road,6053,17617,DirtRoad
road,6053,10913,DirtRoad
road,6056,17946,DirtRoad
road,6056,10916,DirtRoad
road,6058,10919,DirtRoad
road,6058,17964,DirtRoad
road,6081,10940,DirtRoad
road,6081,17902,DirtRoad
road,6089,17904,DirtRoad
road,6089,17910,DirtRoad
road,6145,11005,DirtRoad
road,6145,16458,DirtRoad
road,6148,16459,DirtRoad
road,6148,16469,DirtRoad
road,6154,11014,DirtRoad
road,6154,14257,DirtRoad
road,6192,16471,DirtRoad
road,6192,11052,DirtRoad
road,6215,16483,DirtRoad
road,6215,11075,DirtRoad
road,6219,14317,DirtRoad
road,6219,14320,DirtRoad
road,6223,14320,DirtRoad
road,6223,19302,DirtRoad
road,6227,19303,DirtRoad
road,6227,19290,DirtRoad
road,6321,11180,DirtRoad
road,6321,16499,DirtRoad
road,6329,11190,DirtRoad
road,6329,16501,DirtRoad
road,6330,16582,DirtRoad
road,6330,11190,DirtRoad
road,6401,11260,DirtRoad
road,6401,16795,DirtRoad
road,6403,18150,DirtRoad
road,6403,11263,DirtRoad
road,6415,18132,DirtRoad
road,6415,18151,DirtRoad
road,6429,11288,DirtRoad
road,6429,16678,DirtRoad
road,6430,18337,DirtRoad
road,6430,16674,DirtRoad
road,6437,16680,DirtRoad
road,6437,16686,DirtRoad
road,6442,18396,DirtRoad
road,6442,11302,DirtRoad
road,6445,11304,DirtRoad
road,6445,14543,DirtRoad
road,6447,14544,DirtRoad
road,6447,14548,DirtRoad
road,6452,14549,DirtRoad
road,6452,11312,DirtRoad
road,6454,11315,DirtRoad
road,6454,19404,DirtRoad
road,6464,14566,StoneRoad
road,6464,14573,StoneRoad
road,6469,14566,DirtRoad
road,6469,19422,DirtRoad
road,6472,16716,DirtRoad
road,6472,14574,DirtRoad
road,6474,16723,DirtRoad
road,6474,11335,DirtRoad
road,6475,16729,DirtRoad
road,6475,11335,DirtRoad
road,6475,16736,DirtRoad
road,6482,19422,DirtRoad
road,6482,11343,DirtRoad
road,6500,14614,DirtRoad
road,6500,11365,DirtRoad
road,6500,14601,DirtRoad
road,6504,11364,DirtRoad
road,6504,16809,DirtRoad
road,6507,14608,DirtRoad
road,6507,14604,DirtRoad
road,6512,11372,DirtRoad
road,6512,14613,DirtRoad
road,6516,16795,DirtRoad
road,6516,11376,DirtRoad
road,6518,11378,DirtRoad
road,6518,14619,DirtRoad
road,6523,18168,DirtRoad
road,6523,11379,DirtRoad
road,6530,11390,DirtRoad
road,6530,14609,DirtRoad
road,6536,14637,DirtRoad
road,6536,11396,DirtRoad
road,6539,11397,DirtRoad
road,6539,16747,DirtRoad
road,6567,11428,DirtRoad
road,6567,14665,DirtRoad
road,6574,16841,DirtRoad
road,6574,11434,DirtRoad
road,6576,11434,DirtRoad
road,6576,16996,DirtRoad
road,6578,16999,DirtRoad
road,6578,14676,DirtRoad
road,6589,14686,DirtRoad
road,6589,21617,DirtRoad
road,6617,11477,StoneRoad
road,6627,11488,StoneRoad
road,6627,14719,StoneRoad
road,6629,20426,StoneRoad
road,6629,11489,StoneRoad
road,6634,11494,StoneRoad
road,6634,20700,StoneRoad
road,6636,20705,StoneRoad
road,6636,11494,StoneRoad
road,6637,20705,StoneRoad
road,6637,14734,StoneRoad
road,6638,11498,StoneRoad
road,6638,20706,StoneRoad
road,6641,16886,StoneRoad
road,6641,11503,StoneRoad
road,6654,16908,StoneRoad
road,6654,16902,StoneRoad
road,6677,11537,StoneRoad
road,6677,16922,StoneRoad
road,6678,11538,StoneRoad
road,6678,21783,StoneRoad
road,6726,16938,DirtRoad
road,6726,16980,DirtRoad
road,6919,20761,StoneRoad
road,6919,11779,StoneRoad
road,6952,15054,StoneRoad
road,6952,11813,StoneRoad
road,6971,17215,StoneRoad
road,6971,11829,StoneRoad
road,6974,11834,StoneRoad
road,6974,15100,StoneRoad
road,6979,11835,StoneRoad
road,6979,17240,StoneRoad
road,6979,17232,StoneRoad
road,6990,11850,StoneRoad
road,6990,19149,DirtRoad
road,6993,11857,StoneRoad
road,6993,15090,StoneRoad
road,6997,19194,StoneRoad
road,6997,11857,StoneRoad
road,7002,19199,StoneRoad
road,7002,19195,StoneRoad
road,7008,19205,DirtRoad
road,7008,19201,DirtRoad
road,7019,19122,DirtRoad
road,7019,19127,DirtRoad
road,7022,11883,DirtRoad
road,7022,19206,DirtRoad
road,7024,19126,DirtRoad
road,7024,11884,DirtRoad
road,7024,11885,DirtRoad
road,7044,17349,StoneRoad
road,7044,17357,StoneRoad
road,7045,17357,StoneRoad
road,7045,15142,StoneRoad
road,7058,15166,DirtRoad
road,7058,11918,DirtRoad
road,7100,11960,StoneRoad
road,7100,15208,StoneRoad
road,7107,11967,DirtRoad
road,7107,15206,DirtRoad
road,7111,21409,DirtRoad
road,7111,11966,DirtRoad
road,7253,12114,DirtRoad
road,7253,19165,DirtRoad
road,7255,19226,DirtRoad
road,7255,12115,DirtRoad
road,7363,12572,DirtRoad
road,7401,12819,DirtRoad
road,7401,7403,DirtRoad
road,7402,7403,DirtRoad
road,7402,12825,DirtRoad
road,7509,7513,DirtRoad
road,7512,7513,DirtRoad
road,7524,7525,DirtRoad
road,7712,7713,DirtRoad
road,7719,7721,StoneRoad
road,7772,7777,StoneRoad
road,7772,7773,StoneRoad
road,7773,15051,StoneRoad
road,7777,15032,DirtRoad
road,7778,7779,StoneRoad
road,7792,15140,StoneRoad
road,7795,15164,DirtRoad
road,7856,15561,DirtRoad
road,7859,15548,DirtRoad
road,7907,15849,StoneRoad
road,7950,7951,DirtRoad
road,8013,8014,DirtRoad
road,8031,16580,DirtRoad
road,8035,16598,DirtRoad
road,8045,8046,DirtRoad
road,8052,8053,DirtRoad
road,8072,16839,DirtRoad
road,8083,16868,StoneRoad
road,8086,8087,DirtRoad
road,8096,8100,DirtRoad
road,8150,17307,DirtRoad
road,8155,17318,DirtRoad
road,8232,8233,DirtRoad
road,8233,17768,DirtRoad
road,8274,18051,DirtRoad
road,8282,8284,DirtRoad
road,8295,8296,DirtRoad
road,8295,18164,DirtRoad
road,8307,8311,StoneRoad
road,8318,8319,DirtRoad
road,8600,20007,DirtRoad
road,8600,8605,DirtRoad
road,8604,8605,DirtRoad
road,8604,20031,DirtRoad
road,8607,8608,DirtRoad
road,8613,20103,DirtRoad
road,8615,20084,DirtRoad
road,8627,20156,DirtRoad
road,8629,20144,DirtRoad
road,8636,8637,DirtRoad
road,8636,8639,DirtRoad
road,8666,20409,DirtRoad
road,8670,20427,DirtRoad
road,8895,21764,StoneRoad
road,8938,12180,DirtRoad
road,8940,15551,DirtRoad
road,8974,15785,DirtRoad
road,8977,12214,DirtRoad
road,9004,9005,DirtRoad
road,9021,16043,DirtRoad
road,9023,16008,DirtRoad
road,9088,9089,DirtRoad
road,9125,9126,DirtRoad
road,9126,16697,DirtRoad
road,9136,9137,DirtRoad
road,9215,9216,StoneRoad
road,9225,9229,StoneRoad
road,9227,9228,DirtRoad
road,9227,17339,DirtRoad
road,9228,17345,StoneRoad
road,9228,9229,StoneRoad
road,9329,9330,DirtRoad
