tile,lat,long,biome,elevation,temperature,rainfall,hilliness,swampiness
36,40.1893,-74.2164,BiomeArcticOasis,12,-25.0288,659.7332,Flat,0
37,78.95,90,BiomeArcticOasis,12.4695,-38.2765,92.519,Flat,0
38,58.5465,49.8746,BiomeArcticOasis,367.1043,-16.8903,1129.283,Flat,0.4795
39,58.5465,130.1254,AB_PropaneLakes,21.1572,-61.7949,133.3361,Flat,0
40,40.1893,74.2164,BiomeArcticOasis,108.2824,-22.9034,1094.907,Flat,0.1475
41,40.1893,105.7836,AB_PropaneLakes,15.4599,-53.3766,1341.355,Flat,0.0753
42,-40.1893,-105.7836,AB_PropaneLakes,117.2668,-49.2865,1274.567,Flat,0.3432
43,-78.95,-90,AB_PropaneLakes,132.3442,-36.6597,82.5155,Flat,0
44,-58.5465,-49.8746,BiomeGRimonade,156.4809,-12.7636,404.8867,Flat,0
45,-58.5465,-130.1254,AB_PropaneLakes,99.6289,-59.8951,397.203,Flat,0
46,-40.1893,-74.2164,BiomeArcticOasis,12,-23.5448,654.4868,Flat,0
47,-40.1893,105.7836,Ocean,-350,-63.2044,823.6005,LargeHills,0
48,-58.5465,130.1254,AB_PropaneLakes,29.1883,-58.8637,1659.342,Flat,0.4315
49,-78.95,90,AB_PropaneLakes,1193.265,-42.6386,97.8729,Flat,0
50,-58.5465,49.8746,BiomeArcticOasis,1524.567,-25.4208,292.8046,Flat,0
51,-40.1893,74.2164,BiomeArcticOasis,1105.692,-34.7277,234.4085,Flat,0
52,-11.0156,180,AB_PropaneLakes,634.6498,-81.2387,3199.968,Flat,0.3683
53,-47.3048,162.1548,Ocean,-350,-72.9499,857.4876,Flat,0.0883
54,-47.3048,-162.1548,Ocean,-350,-67.9785,1148.344,Flat,0.3023
55,-23.5048,158.4933,AB_PropaneLakes,12,-74.284,109.6511,Flat,0
56,-23.5048,-158.4933,AB_PropaneLakes,122.7815,-74.1325,2804.366,Flat,0.189
57,47.3048,-162.1548,AB_PropaneLakes,1815.194,-83.6058,446.9609,Flat,0
58,47.3048,162.1548,Ocean,-350,-72.5789,447.1993,Flat,0
59,23.5048,158.4933,Ocean,-350,-73.4012,1784.207,Flat,0.1352
60,23.5048,-158.4933,AB_PropaneLakes,107.096,-74.0346,3329.261,Flat,0.3964
61,11.0156,180,AB_PropaneLakes,26.8278,-75.8871,4139.021,Flat,0.6187
62,-23.5048,-21.5067,Ocean,-350,33.6385,1208.197,Flat,0.5121
63,-47.3048,17.8452,Wasteland,1010.263,0.6442,1628.161,Flat,0
64,-23.5048,21.5067,PoisonForest,927.3127,28.9101,2260.822,Flat,0
65,-47.3048,-17.8452,Wasteland,828.3798,6.7353,535.7842,SmallHills,0
66,-11.0156,0,AridShrubland,112.2497,63.0362,742.6373,Flat,0.0336
67,47.3048,-17.8452,Wasteland,96.7982,10.926,1188.368,Flat,0.1849
68,23.5048,-21.5067,BiomeAreeb,185.347,32.4742,3322.965,LargeHills,0
69,11.0156,0,Ocean,-350,61.3561,1804.592,Flat,0.3661
70,47.3048,17.8452,Wasteland,370.7233,6.3856,396.1798,Flat,0
71,23.5048,21.5067,AridShrubland,1598.339,20.7821,798.8375,Mountainous,0
72,11.9905,41.2835,Ocean,-350,12.9506,851.8954,Flat,0.0105
73,-19.6422,64.9429,BiomeArcticOasis,1889.244,-25.8594,780.2879,Flat,0
74,0,78.9831,BiomeArcticOasis,1035.427,-33.4127,1792.924,Flat,0
75,-11.9905,41.2835,Ocean,-350,11.9398,2988.755,Flat,0
76,19.6422,64.9429,BiomeArcticOasis,46.0792,-9.9386,1056.344,Flat,0.2664
77,19.6422,115.0571,AB_PropaneLakes,71.9457,-68.9465,2113.132,Flat,0.1635
78,-11.9905,138.7165,AB_PropaneLakes,781.8091,-79.7059,75.848,Flat,0
79,-19.6422,115.0571,AB_PropaneLakes,1784.063,-82.0587,1352.124,LargeHills,0
80,11.9905,138.7165,Ocean,-350,-71.262,1200.396,Flat,0.1636
81,0,101.0169,AB_PropaneLakes,128.0748,-52.1799,5020.583,Flat,0.5287
82,19.6422,-64.9429,BiomeGRimonade,270.4302,-9.7463,657.9435,Flat,0
83,0,-78.9831,BiomeArcticOasis,150.0736,-24.9831,1646.452,Flat,0.1089
84,-19.6422,-64.9429,Ocean,-350,-10.9396,743.9196,SmallHills,0.0239
85,11.9905,-41.2835,Ocean,-350,14.2255,1665.995,Flat,0.0066
86,-11.9905,-41.2835,Ocean,-350,17.5719,2194.879,Flat,0.5794
87,11.9905,-138.7165,AB_PropaneLakes,804.2947,-82.0701,2459.032,SmallHills,0
88,19.6422,-115.0571,AB_PropaneLakes,572.1941,-69.4731,1330.401,Flat,0.4577
89,-11.9905,-138.7165,Ocean,-350,-77.2475,1873.302,Flat,0
90,0,-101.0169,AB_PropaneLakes,171.7192,-52.1227,3093.097,SmallHills,0.2996
91,-19.6422,-115.0571,AB_PropaneLakes,580.0081,-66.3752,2513.564,LargeHills,0
92,47.0282,-90,AB_PropaneLakes,110.7819,-36.2156,649.9727,Flat,0
93,53.3733,-108.1197,AB_PropaneLakes,450.1841,-49.8003,763.8178,Flat,0.0747
94,66.5171,-106.7312,AB_PropaneLakes,2106.39,-56.5927,189.3156,Flat,0
95,66.5171,-73.2688,AB_PropaneLakes,1268.687,-35.7168,328.9496,Flat,0
96,53.3733,-71.8803,BiomeArcticOasis,214.7823,-25.1374,560.4374,Flat,0
97,66.5171,73.2688,BiomeArcticOasis,75.4864,-31.5751,318.7082,Flat,0
98,53.3733,71.8803,BiomeArcticOasis,129.4653,-25.356,1327.377,Flat,0.1244
99,66.5171,106.7312,AB_PropaneLakes,12,-45.1751,277.9421,Flat,0
100,47.0282,90,BiomeArcticOasis,18.7544,-36.7423,780.8618,Flat,0.2271
101,53.3733,108.1197,AB_PropaneLakes,97.3435,-47.6645,519.6254,SmallHills,0
102,-53.3733,-108.1197,AB_PropaneLakes,124.428,-50.0066,463.9091,Flat,0
103,-66.5171,-73.2688,Ocean,-350,-30.7887,58.7878,Flat,0
104,-53.3733,-71.8803,BiomeArcticOasis,30.5505,-25.1893,178.2642,Flat,0
105,-66.5171,-106.7312,AB_PropaneLakes,18.5642,-46.4386,164.1472,Flat,0
106,-47.0282,-90,AB_PropaneLakes,305.4989,-36.6993,853.8829,Flat,0.1175
107,-47.0282,90,AB_PropaneLakes,588.6082,-41.8695,855.446,Flat,0.1944
108,-53.3733,108.1197,Ocean,-350,-49.643,994.4427,Flat,0.3019
109,-66.5171,106.7312,AB_PropaneLakes,681.989,-47.3214,604.8627,Flat,0
110,-66.5171,73.2688,Ocean,-350,-36.6655,343.6865,Flat,0
111,-53.3733,71.8803,BiomeArcticOasis,326.5229,-28.0543,229.0496,SmallHills,0
112,-22.4178,172.8755,Ocean,-350,-76.6133,1467.967,Flat,0.3011
113,-42.9599,-180,Ocean,-350,-73.5666,814.9323,Flat,0.0207
114,-34.5307,-166.9858,AB_PropaneLakes,21.4749,-70.2618,1678.889,Flat,0.0494
115,-34.5307,166.9858,Ocean,-350,-74.0887,313.4212,Flat,0
116,-22.4178,-172.8755,AB_PropaneLakes,151.1165,-74.8793,986.9274,Flat,0.8932
117,42.9599,180,Ocean,-350,-74.794,1189.635,Flat,0.4315
118,34.5307,166.9858,AB_PropaneLakes,135.4661,-76.4851,1504.452,Flat,0.2125
119,22.4178,172.8755,AB_PropaneLakes,316.0756,-77.3746,3769.287,LargeHills,0
120,34.5307,-166.9858,Ocean,-350,-73.7932,1755.948,Flat,0.6345
121,22.4178,-172.8755,AB_PropaneLakes,48.8347,-75.1199,4148.191,Flat,0.5164
122,-34.5307,-13.0142,Volcano,361.5175,29.6953,418.5399,Mountainous,0
123,-34.5307,13.0142,AridShrubland,374.6807,26.4639,607.5344,Flat,0
124,-22.4178,7.1245,BiomeAreeb,324.3908,45.2849,339.143,Flat,0
125,-42.9599,0,Desert,1126.29,12.0676,364.0222,Flat,0
126,-22.4178,-7.1245,ExtremeDesert,107.9776,47.5342,154.0146,Flat,0
127,34.5307,-13.0142,AB_GallatrossGraveyard,350.7517,27.6115,2069.049,Flat,0.009
128,22.4178,-7.1245,AB_OcularForest,356.9845,43.9205,2245.752,Flat,0.7112
129,22.4178,7.1245,Desert,1867.197,28.2435,283.4778,Flat,0
130,42.9599,0,Desert,774.1628,14.5076,406.4476,SmallHills,0
131,34.5307,13.0142,Ocean,-350,17.5248,401.4686,Flat,0
132,0,47.0345,AridShrubland,103.5519,11.7987,1874.589,Flat,0.3114
133,-6.5828,67.4227,BiomeArcticOasis,1016.176,-20.5063,646.5659,Mountainous,0
134,6.5828,67.4227,BiomeArcticOasis,64.2767,-12.4003,2452.883,SmallHills,0.0457
135,-10.6897,54.7658,Ocean,-350,-0.4247,1396.66,Flat,0.1983
136,10.6897,54.7658,Wasteland,12,2.4093,159.4818,Flat,0
137,6.5828,112.5773,AB_PropaneLakes,151.0119,-68.8702,4129.261,Flat,0.1122
138,0,132.9655,AB_PropaneLakes,1266.245,-82.2095,1779.066,Flat,0
139,-10.6897,125.2342,AB_PropaneLakes,1387.984,-85.0792,1143.796,Flat,0
140,10.6897,125.2342,AB_PropaneLakes,750.8498,-79.8025,3486.84,Flat,0
141,-6.5828,112.5773,AB_PropaneLakes,1271.255,-74.8443,1941.814,Flat,0
142,6.5828,-67.4227,BiomeArcticOasis,49.7851,-11.54,775.6176,Flat,0.0568
143,-6.5828,-67.4227,Ocean,-350,-12.4278,1065.656,Flat,0.3412
144,-10.6897,-54.7658,Ocean,-350,2.0483,637.6779,Flat,0
145,10.6897,-54.7658,AridShrubland,493.0388,-0.6544,214.4589,Flat,0
146,0,-47.0346,Ocean,-350,13.3142,1651.906,Flat,0.0454
147,0,-132.9655,Ocean,-350,-84.2965,1129.259,Mountainous,0
148,10.6897,-125.2342,AB_PropaneLakes,1132.407,-81.1238,729.5213,Impassable,0
149,-10.6897,-125.2342,AB_PropaneLakes,1720.535,-83.0375,1061.22,Flat,0
150,6.5828,-112.5773,AB_PropaneLakes,384.8559,-66.1473,783.0856,LargeHills,0
151,-6.5828,-112.5773,AB_PropaneLakes,611.3856,-66.185,1016.085,Flat,0.095
152,45.3793,-123.2789,AB_PropaneLakes,841.5776,-71.8734,592.8917,Flat,0
153,47.8837,-142.7859,AB_PropaneLakes,1916.189,-81.3086,753.2528,Impassable,0
154,35.9504,-151.5701,Ocean,-350,-73.3852,2014.507,Flat,0.7659
155,23.9221,-144.2532,AB_PropaneLakes,510.436,-74.9063,3468.752,Flat,0.6234
156,22.6644,-129.5165,Ocean,-350,-87.1488,988.4782,Flat,0
157,32.2725,-118.663,Ocean,-350,-74.0392,1422.944,Flat,0
158,71.7908,-139.73,AB_PropaneLakes,1413.757,-65.5624,159.2916,Flat,0
159,82.929,180,AB_PropaneLakes,35.2267,-46.8758,85.3324,Flat,0
160,71.7908,139.73,AB_PropaneLakes,35.2267,-55.5018,269.93,Flat,0
161,59.7622,155.6126,Ocean,-350,-71.3547,326.6971,Flat,0
162,59.7622,-155.6126,AB_PropaneLakes,1382.65,-81.5144,141.4867,Mountainous,0
163,55.6121,180,AB_PropaneLakes,447.4565,-74.5437,129.7096,Flat,0
164,71.7908,-40.27,BiomeArcticOasis,787.483,-23.245,338.4145,Flat,0
165,59.7622,-24.3874,BiomeMist,500.5793,-5.0228,772.9364,Flat,0.0271
166,82.929,0,BiomeArcticOasis,370.3831,-29.8309,78.2554,Flat,0
167,71.7908,40.27,BiomeArcticOasis,99.7502,-21.2909,182.1572,Flat,0
168,55.6121,0,Wasteland,486.0901,2.3614,588.0067,Impassable,0
169,59.7622,24.3874,BiomeGRimonade,61.4426,-5.0722,510.7073,Flat,0
170,45.3793,-56.7211,Ocean,-350,-9.9006,99.0973,Flat,0
171,32.2725,-61.337,Ocean,-350,-8.3681,1141.7,Flat,0.1471
172,47.8837,-37.2141,Wasteland,221.3804,0.0282,1150.059,Mountainous,0
173,35.9504,-28.4298,Wasteland,75.3655,16.6719,1513.347,Flat,0.0926
174,22.6644,-50.4835,BiomeMist,40.141,1.9114,1442.179,Flat,0.0017
175,23.9221,-35.7468,AB_OcularForest,17.6456,16.6054,3166.218,Flat,0.2502
176,27.2871,-103.5267,Ocean,-350,-54.6604,1974.406,Flat,0.1509
177,34.3737,-90,Ocean,-350,-39.3269,689.1846,Flat,0
178,27.2871,-76.4733,Ocean,-350,-23.3092,880.3264,Flat,0.0242
179,13.7773,-78.0093,Ocean,-350,-22.0164,2327.843,Flat,0.0017
180,13.7773,-101.9907,AB_PropaneLakes,84.9895,-52.2216,982.1906,Flat,0.4227
181,7.0166,-90,Ocean,-350,-34.9632,1452.367,Flat,0.2974
182,45.3793,123.2789,AB_PropaneLakes,12,-66.5421,97.5772,Flat,0
183,32.2725,118.663,AB_PropaneLakes,12,-68.56,439.6345,Flat,0
184,47.8837,142.7859,Ocean,-350,-70.9353,154.6164,Flat,0
185,35.9504,151.5702,AB_PropaneLakes,12,-70.7341,603.8701,Flat,0
186,22.6644,129.5165,AB_PropaneLakes,34.4737,-70.3771,1845.837,Flat,0.0189
187,23.9221,144.2532,Ocean,-350,-70.6414,478.3993,Flat,0
188,-11.6394,-165.9258,AB_PropaneLakes,193.9245,-76.473,2865.414,Flat,0.4221
189,-11.9958,-152.0475,AB_PropaneLakes,306.05,-76.5832,2745.967,Flat,0.328
190,11.6394,-165.9258,Ocean,-350,-75.8142,3516.593,Flat,0.1921
191,0,-172.9826,Ocean,-350,-76.0829,4338.026,Flat,0.4616
192,11.9958,-152.0475,Ocean,-350,-77.1477,3116.941,Flat,0.2054
193,0,-145.6218,Ocean,-350,-76.1299,4166.145,Flat,0.269
194,-34.3737,-90,AB_PropaneLakes,116.3654,-35.6158,1735.619,Flat,0.0705
195,-27.2871,-76.4733,Ocean,-350,-22.3419,881.1039,Flat,0.2108
196,-7.0166,-90,AB_PropaneLakes,401.1228,-37.5845,4069.163,Flat,0.4335
197,-13.7773,-78.0093,Ocean,-350,-23.1196,2994.068,Flat,0.0019
198,-13.7773,-101.9907,AB_PropaneLakes,270.5218,-51.9823,3416.582,Flat,0.0136
199,-27.2871,-103.5267,AB_PropaneLakes,437.1723,-53.3378,2984.342,Flat,0.2038
200,-11.6394,-14.0742,BiomeGRimberlands,27.1199,54.9889,1097.792,Flat,0.7239
201,0,-7.0174,BiomeGRimphire,51.5639,68.0867,737.0034,Flat,0.0085
202,11.9958,-27.9525,Ocean,-350,28.2526,2389.323,Flat,0
203,11.6394,-14.0742,BiomeAreeb,134.7717,53.2605,2126.008,Flat,0.497
204,0,-34.3782,AB_OcularForest,643.064,25.4121,2406.227,Flat,0.2572
205,-11.9958,-27.9525,Ocean,-350,34.1438,1274.651,Flat,0.1279
206,47.8837,37.2141,Ocean,-350,-0.4012,1005.692,Flat,0.398
207,45.3793,56.7211,BiomeArcticOasis,365.6596,-11.6047,2484.777,Flat,0.1528
208,35.9504,28.4299,Ocean,-350,14.1716,1591.077,Flat,0.2132
209,23.9221,35.7468,Ocean,-350,16.4778,1992.114,Mountainous,0
210,22.6644,50.4835,Ocean,-350,1.8099,762.5416,Flat,0.0018
211,32.2725,61.337,BiomeGRimonade,5.5295,-9.3851,1236.406,LargeHills,0
212,-45.3793,123.2789,AB_PropaneLakes,747.2368,-68.4824,1797.072,Flat,0.015
213,-47.8837,142.7859,Ocean,-350,-68.2516,1494.347,Impassable,0
214,-35.9504,151.5701,Ocean,-350,-71.3311,138.2177,Flat,0
215,-23.9221,144.2532,AB_PropaneLakes,855.6559,-76.0808,69.4017,LargeHills,0
216,-22.6644,129.5165,AB_PropaneLakes,1130.606,-81.9029,1355.709,Flat,0
217,-32.2725,118.663,AB_PropaneLakes,2169.89,-84.923,1051.215,Flat,0
218,-71.7908,-139.73,Ocean,-350,-53.9223,242.2717,Flat,0
219,-59.7622,-155.6126,AB_PropaneLakes,38.1873,-67.9299,640.2365,Flat,0
220,-71.7908,139.73,AB_PropaneLakes,594.1203,-57.3108,439.2181,Flat,0
221,-82.929,-180,Ocean,-350,-51.935,83.9927,Flat,0
222,-59.7622,155.6126,AB_PropaneLakes,425.6752,-70.2317,1101.412,SmallHills,0.342
223,-55.6121,-180,AB_PropaneLakes,172.7471,-70.2139,1136.211,Flat,0.1118
224,-82.929,0,BiomeArcticOasis,375.2771,-29.0412,89.3896,Flat,0
225,-71.7908,-40.27,BiomeArcticOasis,40.7358,-20.8545,148.6592,Flat,0
226,-71.7908,40.27,BiomeArcticOasis,977.2558,-27.7815,358.9281,Mountainous,0
227,-59.7622,24.3874,BiomeArcticOasis,1684.472,-19.5385,814.343,Mountainous,0
228,-55.6121,0,BiomeMist,1287.844,-6.6637,777.2803,Flat,0
229,-59.7622,-24.3874,BiomeMist,528.703,-5.1196,600.6301,Flat,0
230,-45.3793,56.7211,BiomeArcticOasis,1403.679,-21.2581,740.814,Flat,0
231,-32.2725,61.337,AB_PropaneLakes,4349.088,-45.0769,92.2642,Flat,0
232,-47.8837,37.2141,BiomeGRimerald,840.2037,-6.7895,1337.114,Mountainous,0
233,-35.9504,28.4298,AB_PyroclasticConflagration,686.8895,10.3028,1511.939,LargeHills,0
234,-22.6644,50.4835,Ocean,-350,-17.7272,661.3792,Flat,0
235,-23.9221,35.7468,BiomeMist,1262.465,7.6842,1526.311,Flat,0
236,-27.2871,103.5267,AB_PropaneLakes,1557.581,-64.9012,1863.94,Flat,0
237,-34.3737,90,Ocean,-350,-49.0304,583.9373,Flat,0
238,-27.2871,76.4733,AB_PropaneLakes,2491.293,-43.8831,654.5954,Mountainous,0
239,-13.7773,78.0093,BiomeArcticOasis,1053.989,-33.8229,1030.762,Flat,0
240,-13.7773,101.9907,AB_PropaneLakes,637.4244,-55.218,2676.542,LargeHills,0
241,-7.0166,90,AB_PropaneLakes,64.4433,-37.2391,2015.769,Flat,0.4037
242,0,172.9826,Ocean,-350,-80.118,3738.501,SmallHills,0.2923
243,-11.6394,165.9258,AB_PropaneLakes,842.7022,-83.2512,1487.073,Flat,0
244,11.9958,152.0475,Ocean,-350,-74.9215,736.0718,Flat,0.003
245,11.6394,165.9258,AB_PropaneLakes,54.4641,-75.9849,3899.9,Flat,0.0971
246,-11.9958,152.0475,AB_PropaneLakes,394.9783,-77.1649,144.9278,Flat,0
247,0,145.6218,AB_PropaneLakes,160.9514,-74.6853,185.841,LargeHills,0
248,-32.2725,-118.663,AB_PropaneLakes,48.0087,-68.6084,2780.561,Flat,0.2486
249,-45.3793,-123.2789,AB_PropaneLakes,33.5015,-64.3702,1081.846,Flat,0.3088
250,-47.8837,-142.7859,AB_PropaneLakes,23.7239,-67.3128,220.1553,Flat,0
251,-35.9504,-151.5702,AB_PropaneLakes,12,-70.5928,425.1601,Flat,0
252,-23.9221,-144.2532,AB_PropaneLakes,25.177,-72.046,1520.125,Flat,0.3255
253,-22.6644,-129.5165,AB_PropaneLakes,27.3069,-71.791,1946.645,Flat,0.0756
254,-47.8837,-37.2141,Wasteland,57.7266,0.1447,1130.992,Flat,0.356
255,-45.3793,-56.7211,Ocean,-350,-10.6009,411.5011,Flat,0
256,-23.9221,-35.7468,Ocean,-350,15.8256,1129.603,LargeHills,0
257,-35.9504,-28.4299,Ocean,-350,16.6945,872.4199,Flat,0.2658
258,-32.2725,-61.337,Ocean,-350,-16.2773,151.9175,SmallHills,0
259,-22.6644,-50.4835,Wasteland,93.7027,0.4106,538.4868,LargeHills,0
260,-11.9958,27.9525,Ocean,-350,34.6891,3025.029,Flat,0.0163
261,-11.6394,14.0742,AridShrubland,726.5084,50.2309,619.7458,Mountainous,0
262,0,7.0174,AridShrubland,995.9785,60.0454,1598.838,Flat,0
263,11.6394,14.0742,AridShrubland,2288.029,36.9551,823.1226,Flat,0
264,11.9958,27.9525,AridShrubland,1359.126,28.4651,1277.679,Flat,0
265,0,34.3782,Ocean,-350,25.4309,3726.746,Flat,0
266,27.2871,76.4733,Ocean,-350,-22.6332,1916.374,Flat,0.4434
267,34.3737,90,BiomeArcticOasis,108.2824,-39.2431,1183.918,Flat,0.023
268,7.0166,90,AB_PropaneLakes,21.8541,-38.1043,3836.785,Flat,0.2908
269,13.7773,78.0093,AridShrubland,339.6206,-26.8968,3018.737,Impassable,0
270,27.2871,103.5267,AB_PropaneLakes,15.4599,-54.1846,934.4256,Flat,0.3699
271,13.7773,101.9907,AB_PropaneLakes,29.3474,-52.7849,4679.144,Flat,0.652
272,53.2118,-84.0441,AridShrubland,185.15,-32.4311,723.9819,Impassable,0
273,53.2118,-95.9559,AB_PropaneLakes,274.2534,-39.2086,769.3581,Flat,0.01
274,59.6526,-101.4798,AB_PropaneLakes,1806.858,-52.3107,552.0895,Flat,0
275,64.3391,-90,AB_PropaneLakes,1467.743,-44.0262,389.5469,Flat,0
276,59.6526,-78.5202,BiomeArcticOasis,791.1794,-33.5335,747.7198,Flat,0
277,59.6526,78.5202,BiomeArcticOasis,49.5385,-30.0403,791.3978,Flat,0.0794
278,53.2118,84.0441,BiomeArcticOasis,18.7544,-31.5806,852.6418,Flat,0.3213
279,64.3391,90,AB_PropaneLakes,54.7202,-36.4798,385.8287,Flat,0
280,53.2118,95.9559,AB_PropaneLakes,12,-38.9726,932.5894,Flat,0.1049
281,59.6526,101.4798,AB_PropaneLakes,71.0967,-42.0017,600.2115,Flat,0
282,-59.6526,-101.4798,AB_PropaneLakes,97.6678,-43.759,209.3126,Flat,0
283,-59.6526,-78.5202,Ocean,-350,-30.6033,101.9253,Flat,0
284,-53.2118,-84.0441,BiomeArcticOasis,68.2723,-32.5525,709.953,Flat,0
285,-64.3391,-90,Ocean,-350,-37.9387,77.7345,Flat,0
286,-53.2118,-95.9559,AB_PropaneLakes,223.5831,-41.0066,737.6588,Flat,0.0052
287,-53.2118,84.0441,AB_PropaneLakes,579.9079,-37.4496,303.0802,Flat,0
288,-53.2118,95.9559,AB_PropaneLakes,412.4987,-44.0373,674.4438,Flat,0
289,-59.6526,101.4798,Ocean,-350,-46.2666,1012.642,Flat,0.4452
290,-64.3391,90,AB_PropaneLakes,1131.747,-43.5936,494.8793,Flat,0
291,-59.6526,78.5202,AB_PropaneLakes,786.6945,-36.8359,481.6138,Flat,0
292,-29.6668,173.3562,Ocean,-350,-76.1119,648.0097,Flat,0
293,-36.5464,-175.5644,Ocean,-350,-72.9115,657.9335,Flat,0
294,-29.6668,-173.3562,Ocean,-350,-74.2339,670.5554,Flat,0
295,-36.5464,175.5644,AB_PropaneLakes,12.4232,-75.7382,524.7982,Flat,0
296,-25.6474,-180,AB_PropaneLakes,43.4224,-75.9712,931.3398,Flat,0.3372
297,36.5464,175.5644,AB_PropaneLakes,151.4479,-75.9563,2016.911,Flat,0.1085
298,29.6668,173.3562,AB_PropaneLakes,276.2422,-78.6341,3112.326,Flat,0.1217
299,25.6474,180,Ocean,-350,-77.2814,3448.1,Flat,0.2759
300,36.5464,-175.5644,AB_PropaneLakes,596.2731,-77.1472,1901.382,Flat,0.1271
301,29.6668,-173.3562,Ocean,-350,-76.6579,3273.687,Flat,0.4386
302,-36.5464,-4.4356,ExtremeDesert,502.9608,27.6988,99.0472,Flat,0
303,-29.6668,6.6438,ExtremeDesert,674.724,32.503,159.5878,Impassable,0
304,-25.6474,0,ExtremeDesert,345.9623,42.2411,58.7878,Flat,0
305,-36.5464,4.4356,ExtremeDesert,656.9556,24.9111,159.2152,Flat,0
306,-29.6668,-6.6438,Ocean,-350,36.4409,105.2653,Flat,0
307,29.6668,-6.6438,Ocean,-350,36.5405,1901.443,Flat,0.0876
308,25.6474,0,Ocean,-350,36.2219,1078.902,Flat,0.1216
309,29.6668,6.6438,Ocean,-350,26.8278,488.6268,SmallHills,0
310,36.5464,-4.4356,AridShrubland,509.6586,24.2732,1141.231,Flat,0.0068
311,36.5464,4.4356,Ocean,-350,21.5945,270.2761,Flat,0
312,-3.5617,53.3675,BiomeGRuquoise,473.4489,4.0096,736.9996,Flat,0.0339
313,0,64.3501,BiomeArcticOasis,588.3798,-11.7182,1685.319,Flat,0.196
314,5.769,60.1639,BiomeGRimonade,25.3993,-4.2479,1449.276,Flat,0.3803
315,-5.769,60.1639,BiomeGRimonade,506.9941,-6.816,1273.419,LargeHills,0
316,3.5617,53.3675,Ocean,-350,4.6765,427.7001,Flat,0
317,0,115.6499,AB_PropaneLakes,1159.881,-79.88,2576.186,Mountainous,0
318,3.5617,126.6326,AB_PropaneLakes,1110.25,-81.6988,2930.657,Flat,0
319,-3.5617,126.6326,AB_PropaneLakes,1469.167,-84.83,1491.817,Flat,0
320,5.769,119.8362,AB_PropaneLakes,1169.867,-84.0031,2710.111,Flat,0
321,-5.769,119.8362,AB_PropaneLakes,1351.203,-83.1423,2081.801,Flat,0
