tile,lat,long,biome,elevation,temperature,rainfall,hilliness,swampiness
97,66.5171,73.2688,AridShrubland,29.171,-32.3712,323.1669,Flat,0
98,53.3733,71.8803,AridShrubland,17.3495,-26.7911,429.789,Flat,0
99,66.5171,106.7312,AB_PropaneLakes,601.5172,-47.6186,583.4985,Flat,0
100,47.0282,90,AB_PropaneLakes,12.0643,-39.8322,487.8576,Flat,0
101,53.3733,108.1197,AB_PropaneLakes,65.9011,-51.6554,607.6084,SmallHills,0
102,-53.3733,-108.1197,AB_PropaneLakes,28.7464,-46.0245,316.7191,Flat,0
103,-66.5171,-73.2688,AridShrubland,12,-26.1408,163.6479,Flat,0
104,-53.3733,-71.8803,AridShrubland,26.0724,-23.7797,111.941,Flat,0
105,-66.5171,-106.7312,AB_PropaneLakes,32.8166,-39.8347,593.4775,Flat,0
106,-47.0282,-90,AB_PropaneLakes,324.5786,-36.4068,316.4396,Mountainous,0
107,-47.0282,90,AridShrubland,12,-36.5409,615.947,Flat,0
108,-53.3733,108.1197,AB_PropaneLakes,17.7587,-48.6624,613.5245,Flat,0
109,-66.5171,106.7312,Ocean,-350,-45.0703,99.9909,Flat,0
110,-66.5171,73.2688,AridShrubland,172.2616,-31.046,133.757,LargeHills,0
111,-53.3733,71.8803,AridShrubland,29.0817,-26.6897,229.4038,Flat,0
112,-22.4178,172.8755,Ocean,-350,-75.2764,2172.081,Flat,0.1526
113,-42.9599,-180,AB_PropaneLakes,63.1524,-75.0352,1122.191,Flat,0.074
114,-34.5307,-166.9858,AB_PropaneLakes,37.3394,-74.7592,2106.638,Flat,0.1567
115,-34.5307,166.9858,AB_PropaneLakes,247.1736,-73.4339,1016.146,Flat,0.1534
116,-22.4178,-172.8755,Ocean,-350,-78.8994,2443.325,Flat,0.3502
117,42.9599,180,AB_PropaneLakes,1302.859,-81.7161,780.3494,Flat,0
118,34.5307,166.9858,AB_PropaneLakes,555.5851,-77.3072,1016.984,Flat,0.3386
119,22.4178,172.8755,AB_PropaneLakes,293.343,-78.225,1482.22,Mountainous,0
120,34.5307,-166.9858,AB_PropaneLakes,1040.356,-78.2023,844.8032,Flat,0
121,22.4178,-172.8755,Ocean,-350,-81.8834,782.3672,Mountainous,0
122,-34.5307,-13.0142,PoisonForest,17.5348,27.6924,2217.492,Flat,0.0291
123,-34.5307,13.0142,Volcano,463.2952,22.4192,306.7224,Mountainous,0
124,-22.4178,7.1245,AridShrubland,928.743,38.5591,1018.884,Flat,0
125,-42.9599,0,Wasteland,154.9411,14.5061,720.6342,Flat,0
126,-22.4178,-7.1245,AridShrubland,923.232,41.1873,1555.028,SmallHills,0
127,34.5307,-13.0142,Ocean,-350,23.874,2226.672,Flat,0.2312
128,22.4178,-7.1245,AB_OcularForest,86.9353,43.3633,3904.369,Flat,0.0531
129,22.4178,7.1245,PoisonForest,12,43.2502,3014.296,Flat,0.103
130,42.9599,0,AridShrubland,19.3607,16.7807,920.3981,Flat,0.2185
131,34.5307,13.0142,Desert,16.2006,25.993,1057.631,Flat,0.325
132,0,47.0345,AridShrubland,57.9014,9.7309,1849.359,Flat,0.2527
133,-6.5828,67.4227,Ocean,-350,-13.5906,3822.041,Flat,0.3824
134,6.5828,67.4227,AridShrubland,36.7848,-11.2439,2649.743,Flat,0.0416
135,-10.6897,54.7658,Wasteland,16.8121,2.9655,2736.903,Flat,0.2517
136,10.6897,54.7658,AridShrubland,57.9014,1.4674,1707.727,Flat,0.144
137,6.5828,112.5773,AB_PropaneLakes,940.0729,-67.528,2668.683,Mountainous,0
138,0,132.9655,AB_PropaneLakes,153.142,-73.6192,1513.912,LargeHills,0
139,-10.6897,125.2342,AB_PropaneLakes,811.9525,-75.3066,1697.25,LargeHills,0
140,10.6897,125.2342,Ocean,-350,-81.3304,337.3134,Flat,0
141,-6.5828,112.5773,AB_PropaneLakes,1151.057,-68.9734,2285.58,Impassable,0
142,6.5828,-67.4227,AridShrubland,16.0733,-8.4155,2471.828,Flat,0.0078
143,-6.5828,-67.4227,Ocean,-350,-15.7447,3873.828,LargeHills,0
144,-10.6897,-54.7658,Wasteland,63.4772,2.5466,2941.103,Flat,0.1122
145,10.6897,-54.7658,Wasteland,39.8429,6.307,549.3203,Flat,0
146,0,-47.0346,Wasteland,12,11.8963,1121.858,Flat,0.314
147,0,-132.9655,AB_PropaneLakes,2152.825,-89.5873,1081.954,Flat,0
148,10.6897,-125.2342,AB_PropaneLakes,1135.442,-76.5281,1232.212,Flat,0
149,-10.6897,-125.2342,AB_PropaneLakes,1477.717,-79.2331,1702.909,Flat,0
150,6.5828,-112.5773,AB_PropaneLakes,220.8477,-63.2062,2444.172,Flat,0.2041
151,-6.5828,-112.5773,AB_PropaneLakes,1290.541,-70.1181,1778.558,Flat,0
152,45.3793,-123.2789,AB_PropaneLakes,132.8124,-65.5376,301.9369,Flat,0
153,47.8837,-142.7859,AB_PropaneLakes,34.1887,-71.2578,253.3572,Flat,0
154,35.9504,-151.5701,AB_PropaneLakes,242.6439,-74.0535,220.2464,Flat,0
155,23.9221,-144.2532,AB_PropaneLakes,531.2209,-75.5859,520.5514,Flat,0
156,22.6644,-129.5165,AB_PropaneLakes,470.1971,-70.2109,432.2785,Flat,0
157,32.2725,-118.663,AB_PropaneLakes,67.2044,-64.4345,474.9619,Flat,0
158,71.7908,-139.73,Ocean,-350,-54.6348,72.9219,Flat,0
159,82.929,180,AB_PropaneLakes,59.0994,-47.7899,63.5298,Flat,0
160,71.7908,139.73,AB_PropaneLakes,892.2446,-58.8435,109.601,Flat,0
161,59.7622,155.6126,AB_PropaneLakes,1258.354,-78.6596,104.1843,Mountainous,0
162,59.7622,-155.6126,AB_PropaneLakes,12,-68.1387,135.1412,Flat,0
163,55.6121,180,AB_PropaneLakes,676.6388,-73.805,454.3572,Flat,0
164,71.7908,-40.27,AridShrubland,44.9447,-21.2628,444.3217,Flat,0
165,59.7622,-24.3874,Ocean,-350,-8.1997,306.4624,Flat,0
166,82.929,0,AridShrubland,151.5254,-27.8124,76.7163,Flat,0
167,71.7908,40.27,AridShrubland,62.9936,-20.2312,159.7239,Flat,0
168,55.6121,0,Ocean,-350,1.265,207.7249,Flat,0
169,59.7622,24.3874,AridShrubland,12,-3.2805,95.5726,Flat,0
170,45.3793,-56.7211,Desert,41.4269,-11.8966,1259.176,Flat,0.1492
171,32.2725,-61.337,Desert,41.4269,-6.9614,1223.309,Flat,0.4844
172,47.8837,-37.2141,Ocean,-350,-1.4113,446.5482,Flat,0
173,35.9504,-28.4298,Wasteland,12,9.8307,1286.1,Flat,0.3379
174,22.6644,-50.4835,ExtremeDesert,12,5.8371,1024.331,Flat,0.1105
175,23.9221,-35.7468,Ocean,-350,18.9085,1115.251,Flat,0.0795
176,27.2871,-103.5267,AB_PropaneLakes,12,-53.8055,555.762,Flat,0
177,34.3737,-90,AB_PropaneLakes,12,-38.5372,1202.197,Flat,0.1484
178,27.2871,-76.4733,AridShrubland,16.0733,-23.5771,2725.007,Flat,0.0943
179,13.7773,-78.0093,AridShrubland,16.0733,-24.5648,2764.343,Flat,0.0036
180,13.7773,-101.9907,AB_PropaneLakes,12,-54.8586,3183.587,Flat,0.0592
181,7.0166,-90,AB_PropaneLakes,12,-38.8252,2713.736,Flat,0.1971
182,45.3793,123.2789,AB_PropaneLakes,442.7057,-70.2948,609.774,Flat,0
183,32.2725,118.663,AB_PropaneLakes,83.2986,-68.8598,746.5333,Flat,0.0338
184,47.8837,142.7859,Ocean,-350,-74.0221,178.4062,Flat,0
185,35.9504,151.5702,AB_PropaneLakes,130.0616,-73.8029,1085.69,Flat,0.2508
186,22.6644,129.5165,AB_PropaneLakes,1322.053,-80.0347,441.5867,Flat,0
187,23.9221,144.2532,AB_PropaneLakes,518.8546,-75.8413,1196.128,SmallHills,0.6959
188,-11.6394,-165.9258,Ocean,-350,-77.5531,1508.804,Mountainous,0
189,-11.9958,-152.0475,AB_PropaneLakes,6.7615,-76.3581,367.9611,Flat,0
190,11.6394,-165.9258,AB_PropaneLakes,2180.802,-96.2786,213.9538,Flat,0
191,0,-172.9826,Ocean,-350,-84.6202,292.5534,Flat,0
192,11.9958,-152.0475,Ocean,-350,-93.9283,58.7878,Mountainous,0
193,0,-145.6218,AB_PropaneLakes,917.0959,-81.5549,351.3167,Flat,0
194,-34.3737,-90,AB_PropaneLakes,1924.078,-51.8796,313.0191,Flat,0
195,-27.2871,-76.4733,AridShrubland,998.7468,-34.5458,1363.941,Flat,0
196,-7.0166,-90,AB_PropaneLakes,601.9891,-39.1677,1841.949,Flat,0.2745
197,-13.7773,-78.0093,AridShrubland,1026.339,-30.0883,2985.284,Flat,0
198,-13.7773,-101.9907,Ocean,-350,-72.5926,315.1668,Flat,0
199,-27.2871,-103.5267,Ocean,-350,-66.769,617.1203,LargeHills,0
200,-11.6394,-14.0742,AridShrubland,847.0101,45.1239,628.4368,Flat,0
201,0,-7.0174,Ocean,-350,65.4299,1911.62,Flat,0.2481
202,11.9958,-27.9525,AridShrubland,181.053,32.8272,725.7875,Flat,0.0001
203,11.6394,-14.0742,Scarlands,111.9341,50.564,3761.41,Flat,0.303
204,0,-34.3782,Ocean,-350,26.4445,1120.109,SmallHills,0.6191
205,-11.9958,-27.9525,Ocean,-350,33.4414,1372.013,Flat,0.0138
206,47.8837,37.2141,Wasteland,175.8367,2.0208,352.8159,Flat,0
207,45.3793,56.7211,AridShrubland,12,-11.3486,1014.978,Flat,0.0249
208,35.9504,28.4299,Desert,12,13.9264,236.5498,Flat,0
209,23.9221,35.7468,Desert,20.8411,16.6887,624.8077,Flat,0
210,22.6644,50.4835,Ocean,-350,4.3111,1630.12,Flat,0.04
211,32.2725,61.337,Wasteland,64.5873,-9.7288,2339.691,Flat,0.1127
212,-45.3793,123.2789,AB_PropaneLakes,48.2202,-63.4141,1269.413,Flat,0.6575
213,-47.8837,142.7859,Ocean,-350,-68.9962,1201.017,SmallHills,0.0489
214,-35.9504,151.5701,AB_PropaneLakes,1016.303,-81.6498,758.3483,Flat,0
215,-23.9221,144.2532,AB_PropaneLakes,1061.25,-79.953,1382.433,Flat,0
216,-22.6644,129.5165,Ocean,-350,-86.559,282.383,Flat,0
217,-32.2725,118.663,AB_PropaneLakes,397.6054,-66.8141,555.2278,Flat,0
218,-71.7908,-139.73,Ocean,-350,-49.5131,431.8655,Flat,0
219,-59.7622,-155.6126,Ocean,-350,-68.4215,541.7894,Flat,0
220,-71.7908,139.73,AB_PropaneLakes,5.67,-52.3938,105.4143,Flat,0
221,-82.929,-180,AB_PropaneLakes,72.75,-42.2723,83.7263,Flat,0
222,-59.7622,155.6126,AB_PropaneLakes,240.9316,-67.8441,102.0829,Flat,0
223,-55.6121,-180,AB_PropaneLakes,83.1654,-72.1525,437.5366,Flat,0
224,-82.929,0,AridShrubland,722.8279,-33.9317,82.4524,Flat,0
225,-71.7908,-40.27,AridShrubland,37.815,-22.5156,153.6892,Flat,0
226,-71.7908,40.27,AridShrubland,843.3116,-28.824,101.1673,Flat,0
227,-59.7622,24.3874,AridShrubland,1041.71,-16.3835,92.7045,Flat,0
228,-55.6121,0,AridShrubland,147.4089,-1.5509,432.1884,LargeHills,0
229,-59.7622,-24.3874,AridShrubland,252.8428,-11.8938,299.8737,Flat,0
230,-45.3793,56.7211,Desert,12.7185,-11.5025,791.4273,Flat,0.0011
231,-32.2725,61.337,AridShrubland,368.8756,-11.0804,1324.902,Flat,0.0402
232,-47.8837,37.2141,Desert,12,-4.3483,517.8529,Flat,0
233,-35.9504,28.4298,ZBiome_Badlands,878.8504,9.9796,1219.092,Flat,0
234,-22.6644,50.4835,Ocean,-350,2.564,3429.493,Mountainous,0
235,-23.9221,35.7468,AB_MycoticJungle,422.8185,19.9155,2213.755,SmallHills,0.2178
236,-27.2871,103.5267,AB_PropaneLakes,199.3524,-47.8414,1642.324,Flat,0.057
237,-34.3737,90,AB_PropaneLakes,30.7759,-35.07,1677.074,SmallHills,0.4929
238,-27.2871,76.4733,AridShrubland,373.2556,-20.6424,1669.575,SmallHills,0.2276
239,-13.7773,78.0093,Ocean,-350,-21.127,3755.767,Flat,0.1062
240,-13.7773,101.9907,Ocean,-350,-52.1313,1597.361,Flat,0
241,-7.0166,90,AB_PropaneLakes,681.9806,-37.178,2631.572,Flat,0.116
242,0,172.9826,Ocean,-350,-77.7895,2103.117,Flat,0.3883
243,-11.6394,165.9258,AB_PropaneLakes,247.8041,-74.0168,2993.032,Flat,0.2127
244,11.9958,152.0475,AB_PropaneLakes,91.9662,-76.403,1946.077,Flat,0.1428
245,11.6394,165.9258,AB_PropaneLakes,12,-77.8324,2083.024,Flat,0.214
246,-11.9958,152.0475,AB_PropaneLakes,55.1162,-75.3376,4097.801,Flat,0.3766
247,0,145.6218,AB_PropaneLakes,20.3782,-75.6885,4855.929,Flat,0.0104
248,-32.2725,-118.663,Ocean,-350,-75.9811,695.6468,Flat,0
249,-45.3793,-123.2789,AB_PropaneLakes,53.8398,-65.0561,1327.164,Flat,0.0716
250,-47.8837,-142.7859,AB_PropaneLakes,77.2637,-72.3279,1509.765,Flat,0.0312
251,-35.9504,-151.5702,Ocean,-350,-71.0924,2218.191,Flat,0.0934
252,-23.9221,-144.2532,AB_PropaneLakes,1329.263,-80.4319,1308.753,Flat,0
253,-22.6644,-129.5165,AB_PropaneLakes,1595.151,-82.7589,620.416,Flat,0
254,-47.8837,-37.2141,AridShrubland,68.188,-2.3517,385.9106,Flat,0
255,-45.3793,-56.7211,AridShrubland,41.2397,-12.8529,58.7878,Flat,0
256,-23.9221,-35.7468,Ocean,-350,20.7379,2132.597,Flat,0.0717
257,-35.9504,-28.4299,AridShrubland,13.12,14.834,1885.557,Flat,0.2611
258,-32.2725,-61.337,AridShrubland,72.3299,-13.0104,1103.291,Flat,0.2701
259,-22.6644,-50.4835,Ocean,-350,4.3295,2648.752,Flat,0
260,-11.9958,27.9525,AB_RockyCrags,229.2363,36.6381,449.6572,Flat,0
261,-11.6394,14.0742,Ocean,-350,44.2379,1065.507,Flat,0
262,0,7.0174,PoisonForest,280.614,65.4647,3367.406,Flat,0.4854
263,11.6394,14.0742,PoisonForest,50.4995,53.0394,3130.562,Flat,0.1728
264,11.9958,27.9525,AB_RockyCrags,43.1108,37.6959,579.8351,Flat,0
265,0,34.3782,ExtremeDesert,21.415,30.0114,366.5795,Flat,0
266,27.2871,76.4733,AridShrubland,34.0474,-27.1447,1527.453,Flat,0.306
267,34.3737,90,AB_PropaneLakes,12.0643,-40.5481,637.3861,Flat,0
268,7.0166,90,AB_PropaneLakes,164.3404,-37.1863,5612.144,Flat,0.2015
269,13.7773,78.0093,AridShrubland,298.3312,-24.4084,3107.166,Flat,0.0924
270,27.2871,103.5267,Ocean,-350,-55.5183,870.6011,Flat,0.1394
271,13.7773,101.9907,Ocean,-350,-53.5469,4394.01,Flat,0.4943
272,53.2118,-84.0441,AB_PropaneLakes,14.4052,-31.958,1186.691,Flat,0.3288
273,53.2118,-95.9559,AB_PropaneLakes,14.4052,-41.7759,837.3215,Flat,0.1583
274,59.6526,-101.4798,AB_PropaneLakes,14.4052,-46.329,604.1364,Flat,0
275,64.3391,-90,AB_PropaneLakes,14.4052,-37.6537,493.6067,Flat,0
276,59.6526,-78.5202,AB_PropaneLakes,14.4052,-29.7818,1075.221,Flat,0.5138
277,59.6526,78.5202,AB_PropaneLakes,14.0542,-32.5985,468.7663,Flat,0
278,53.2118,84.0441,AB_PropaneLakes,14.0542,-36.258,654.1946,Flat,0
279,64.3391,90,AB_PropaneLakes,12,-39.419,487.599,Flat,0
280,53.2118,95.9559,AB_PropaneLakes,13.6593,-44.2161,846.7958,Flat,0.4494
281,59.6526,101.4798,AB_PropaneLakes,86.349,-45.0572,992.7414,Mountainous,0
282,-59.6526,-101.4798,AB_PropaneLakes,51.6511,-40.0688,364.3671,Flat,0
283,-59.6526,-78.5202,AridShrubland,110.0166,-28.0341,87.5373,Flat,0
284,-53.2118,-84.0441,Ocean,-350,-32.0351,166.194,Flat,0
285,-64.3391,-90,AB_PropaneLakes,32.3131,-33.0029,339.6114,Flat,0
286,-53.2118,-95.9559,AB_PropaneLakes,17.6371,-37.7695,234.4648,Mountainous,0
287,-53.2118,84.0441,AridShrubland,12,-32.248,370.8382,Flat,0
288,-53.2118,95.9559,AridShrubland,12,-40.1228,291.1092,Flat,0
289,-59.6526,101.4798,Ocean,-350,-43.816,174.9267,Flat,0
290,-64.3391,90,AB_PropaneLakes,153.6954,-37.8178,165.0269,Flat,0
291,-59.6526,78.5202,AridShrubland,15.0023,-30.7544,305.1833,Flat,0
292,-29.6668,173.3562,AB_PropaneLakes,166.375,-74.8454,1630.482,Mountainous,0
293,-36.5464,-175.5644,AB_PropaneLakes,12,-74.4362,1432.443,Flat,0.158
294,-29.6668,-173.3562,AB_PropaneLakes,49.1718,-74.0708,2175.277,SmallHills,-0.0044
295,-36.5464,175.5644,AB_PropaneLakes,12.0905,-75.2012,1382.561,Flat,0.206
296,-25.6474,-180,AB_PropaneLakes,843.7823,-80.1254,1889.938,Flat,0
297,36.5464,175.5644,AB_PropaneLakes,2126.797,-90.1454,521.1592,Flat,0
298,29.6668,173.3562,AB_PropaneLakes,1329.581,-84.6345,875.5277,Flat,0
299,25.6474,180,Ocean,-350,-83.2197,1165.237,Impassable,0
300,36.5464,-175.5644,AB_PropaneLakes,1395.612,-81.6819,1104.88,Flat,0
301,29.6668,-173.3562,Ocean,-350,-82.1186,1351.419,Flat,0
302,-36.5464,-4.4356,Ocean,-350,25.8027,1374.388,Flat,0.2858
303,-29.6668,6.6438,Ocean,-350,33.6443,1503.855,Mountainous,0
304,-25.6474,0,Ocean,-350,38.6724,1977.009,Mountainous,0
305,-36.5464,4.4356,AridShrubland,181.9327,24.9255,625.7206,Flat,0
306,-29.6668,-6.6438,AB_GallatrossGraveyard,121.0196,37.753,2120.505,Flat,0.0304
307,29.6668,-6.6438,Ocean,-350,33.7716,2996.823,Impassable,0
308,25.6474,0,PoisonForest,105.4001,40.6827,2652.68,Flat,0.2293
309,29.6668,6.6438,AB_OcularForest,19.4456,33.0565,1213.915,Flat,0.0584
310,36.5464,-4.4356,AridShrubland,104.6396,25.9099,1988.256,Mountainous,0
311,36.5464,4.4356,AB_OcularForest,19.4456,25.8786,1133.258,Flat,0.1338
312,-3.5617,53.3675,Wasteland,12,3.2475,2326.445,Flat,0.4722
313,0,64.3501,Ocean,-350,-7.8621,3522.372,Flat,0.774
314,5.769,60.1639,Ocean,-350,-3.2717,3022.889,Flat,0.3292
315,-5.769,60.1639,AridShrubland,94.2197,-4.0152,2771.218,Flat,0.0644
316,3.5617,53.3675,Ocean,-350,5.0408,2248.512,Flat,0.2314
317,0,115.6499,AB_PropaneLakes,723.2276,-68.1572,2114.769,Flat,0.024
318,3.5617,126.6326,AB_PropaneLakes,592.3721,-75.3119,947.63,SmallHills,0.1988
319,-3.5617,126.6326,AB_PropaneLakes,139.2182,-69.3862,1264.198,Impassable,0
320,5.769,119.8362,AB_PropaneLakes,1432.423,-78.4743,683.5084,Flat,0
321,-5.769,119.8362,AB_PropaneLakes,605.9708,-70.7096,1399.569,Flat,0.0799
322,0,-64.3501,Ocean,-350,-5.3984,2580.659,Mountainous,0
323,-5.769,-60.1639,Ocean,-350,-4.9392,3563.115,Flat,0.311
324,-3.5617,-53.3675,Wasteland,71.5374,5.4374,2067.748,Flat,0.0322
325,5.769,-60.1639,AridShrubland,30.9512,0.1374,2155.883,Flat,0.0884
326,3.5617,-53.3675,Wasteland,39.8429,6.2074,1791.521,Impassable,0
