tile,def,name,label,isCombo,layer
3150,Cliffs,Thiarewabum Wall,cliffs,False,Surface
12128,Cliffs,Waen Wall,cliffs,False,Surface
7602,Cliffs,Van's End,cliffs,False,Surface
1942,Cliffs,Chinchillanose Rampart,cliffs,False,Surface
9500,Cliffs,Icyfoot Cliffs,cliffs,False,Surface
10777,Cliffs,Bluepenguin Rampart,cliffs,False,Surface
20814,Cliffs,Tioistan Rampart,cliffs,False,Surface
20800,Cliffs,Notvebium Cliffs,cliffs,False,Surface
10254,Cliffs,Lucie's End,cliffs,False,Surface
8374,Cliffs,Goodbody Cliffs,cliffs,False,Surface
19222,Cliffs,Caro Cliffs,cliffs,False,Surface
19272,Cliffs,Shary's End,cliffs,False,Surface
16441,Cliffs,Terena Cliffs,cliffs,False,Surface
19237,Cliffs,Badstork Cliffs,cliffs,False,Surface
18921,Cliffs,Thiitna Wall,cliffs,False,Surface
575,Cliffs,Prime Pig Cliffs,cliffs,False,Surface
7166,Cliffs,Unbium Cliffs,cliffs,False,Surface
12899,Cliffs,Dinberium Cliffs,cliffs,False,Surface
15329,Cliffs,Tinaitlor Cliffs,cliffs,False,Surface
18947,Cliffs,Eaandla Cliffs,cliffs,False,Surface
2210,DryLake,Asrecur Sand Lake,dry lake,False,Surface
9926,DryLake,Ithinor Barren Lake,dry lake,False,Surface
17159,DryLake,Légua Sand Lake,dry lake,False,Surface
19652,DryLake,Xigola Sand Lake,dry lake,False,Surface
6712,DryLake,Legua Barren Lake,dry lake,False,Surface
9954,DryLake,Ereherarebum Sand Lake,dry lake,False,Surface
6422,DryLake,Veeron Salt Flat,dry lake,False,Surface
4331,DryLake,Dinbium Sand Pit,dry lake,False,Surface
20032,DryLake,Okapi's Conceit Sand Pit,dry lake,False,Surface
14793,DryLake,Athistereria Salt Flat,dry lake,False,Surface
16690,DryLake,Grayhoof Salt Flat,dry lake,False,Surface
12846,DryLake,Round Vulture Sand Pit,dry lake,False,Surface
3783,DryLake,Barracuda Dry Lake,dry lake,False,Surface
9947,DryLake,Lousa Sand Pit,dry lake,False,Surface
13149,DryLake,Blacklemur Dry Lake,dry lake,False,Surface
11389,DryLake,Iguana's Bluff Dry Lake,dry lake,False,Surface
14698,DryLake,Forla Barren Lake,dry lake,False,Surface
1840,DryLake,Thedio Sand Lake,dry lake,False,Surface
19604,DryLake,Erelebum Barren Lake,dry lake,False,Surface
5069,DryLake,Craggy Quail Salt Flat,dry lake,False,Surface
11240,DryLake,Laen Sand Pit,dry lake,False,Surface
18298,DryLake,Toxos Sand Lake,dry lake,False,Surface
16863,DryLake,Cotas Sand Lake,dry lake,False,Surface
15139,VEE_DryRiver,Teeron Sand River,dry river,False,Surface
17237,VEE_DryRiver,Woodpeckerear Dry River,dry river,False,Surface
20518,VEE_DryRiver,Cai Barren River,dry river,False,Surface
9173,VEE_DryRiver,Hius Sand River,dry river,False,Surface
21411,VEE_DryRiver,Eraia Barren River,dry river,False,Surface
11585,VEE_DryRiver,Hiunba Sand River,dry river,False,Surface
6372,VEE_DryRiver,Raen Dry River,dry river,False,Surface
10293,VEE_DryRiver,Shohiberon Sand River,dry river,False,Surface
3629,VEE_DryRiver,Eduard's Fraud Barren River,dry river,False,Surface
9222,VEE_DryRiver,Badgiraffe Dry River,dry river,False,Surface
7004,VEE_DryRiver,Coraga Sand River,dry river,False,Surface
765,VEE_DryRiver,Dove's Delight Barren River,dry river,False,Surface
3283,VEE_DryRiver,Andeaussia Barren River,dry river,False,Surface
11895,VEE_DryRiver,Abanqueiro Barren River,dry river,False,Surface
21417,VEE_DryRiver,Arewitora Sand River,dry river,False,Surface
19337,VEE_DryRiver,Stbutinum Barren River,dry river,False,Surface
14839,VEE_DryRiver,Leler Dry River,dry river,False,Surface
16972,VEE_DryRiver,Nelium Barren River,dry river,False,Surface
3285,VEE_DryRiver,Itoncroitro Dry River,dry river,False,Surface
14831,VEE_DryRiver,Purple Muffalo Barren River,dry river,False,Surface
5425,VEE_DryRiver,Ometerhiinor Barren River,dry river,False,Surface
5064,VEE_DryRiver,Delba Barren River,dry river,False,Surface
16707,VEE_DryRiver,Goganecho Sand River,dry river,False,Surface
8147,Valley,Olvasrebo Valley,valley,False,Surface
9159,Valley,Veabaniño Gulch,valley,False,Surface
11945,Valley,Curro Divide,valley,False,Surface
2032,Valley,Thianorinum Valley,valley,False,Surface
15181,Valley,Gray Sardine Canyon,valley,False,Surface
16954,Valley,Toxcanbibar Gorge,valley,False,Surface
5409,Valley,Lousa Valley,valley,False,Surface
7029,Valley,Babo Canyon,valley,False,Surface
2544,Valley,Verithinor Vale,valley,False,Surface
19789,Valley,Bluehorn Gulch,valley,False,Surface
3997,Valley,Hewaeruay Canyon,valley,False,Surface
1560,Valley,Fordos Gully,valley,False,Surface
12312,Valley,Olga Gully,valley,False,Surface
14205,Valley,Hinnebum Divide,valley,False,Surface
21324,Valley,Breio Valley,valley,False,Surface
19399,Valley,Alligatorwrist Gully,valley,False,Surface
3327,Valley,Whiteshrub Gorge,valley,False,Surface
4014,Valley,Thehadcoium Canyon,valley,False,Surface
20529,Valley,Hewitder Gully,valley,False,Surface
11091,Valley,Onbum Gully,valley,False,Surface
20867,Valley,Vasbrei Valley,valley,False,Surface
6303,VEE_SaltPlains,Black Evaporation Plain,salt plains,False,Surface
14704,VEE_SaltPlains,White Narwhal Salt Plain,salt plains,False,Surface
1842,VEE_SaltPlains,Whiteboomrat Saline Flats,salt plains,False,Surface
21507,VEE_SaltPlains,Colcrouscu Saline Flats,salt plains,False,Surface
16007,VEE_SaltPlains,Grayhedgehog White Barrens,salt plains,False,Surface
11456,VEE_SaltPlains,Irgo White Barrens,salt plains,False,Surface
2181,VEE_SaltPlains,Peza Salt Plain,salt plains,False,Surface
6291,VEE_SaltPlains,Xosagurar Salt Plain,salt plains,False,Surface
9708,VEE_SaltPlains,Hatdos Salt Plain,salt plains,False,Surface
6843,VEE_SaltPlains,Itomebo Desiccated Ocean,salt plains,False,Surface
6579,VEE_SaltPlains,Thshoinor White Barrens,salt plains,False,Surface
9892,VEE_SaltPlains,Roasberium Desiccated Ocean,salt plains,False,Surface
16755,VEE_SaltPlains,Cannexos Desiccated Ocean,salt plains,False,Surface
4255,VEE_SaltPlains,Gaaloisa Saline Flats,salt plains,False,Surface
6335,VEE_SaltPlains,Dados Saline Flats,salt plains,False,Surface
8518,VEE_SaltPlains,Red Elk Saline Flats,salt plains,False,Surface
21484,VEE_SaltPlains,Cabi Evaporation Plain,salt plains,False,Surface
14525,VEE_SaltPlains,Rodaballo Saline Flats,salt plains,False,Surface
14559,VEE_SaltPlains,Herbium Saline Flats,salt plains,False,Surface
415,VEE_SaltPlains,Letheus Desiccated Ocean,salt plains,False,Surface
11936,Cavern,Comba's Misstep Tunnel,cavern,False,Surface
18775,Cavern,Roman's Fraud Tunnel,cavern,False,Surface
10768,Cavern,Darby's Ruin Cavern,cavern,False,Surface
16356,Cavern,Anteddos Cave Network,cavern,False,Surface
84,Cavern,Seatre Tunnel,cavern,False,Surface
15141,Cavern,Freetooth Tunnel,cavern,False,Surface
5146,Cavern,Wastoesni Cavern,cavern,False,Surface
4352,Cavern,Nadine's Joy Caverns,cavern,False,Surface
6955,Cavern,Ambbe Caverns,cavern,False,Surface
20136,Cavern,Red Tunnel,cavern,False,Surface
4211,Cavern,Fernanda's Caves,cavern,True,Surface
3974,Cavern,Tregua Tunnel,cavern,True,Surface
19405,Cavern,Ashiera Cave Network,cavern,False,Surface
2882,Cavern,Edbum Tunnel,cavern,False,Surface
5152,Cavern,Spartak's Caves,cavern,False,Surface
8817,Cavern,Merlin's Caves,cavern,False,Surface
1156,Cavern,Maomelalior Cave Network,cavern,False,Surface
17571,Cavern,Isanlium Tunnel,cavern,False,Surface
17323,Cavern,Badtooth Cavern,cavern,False,Surface
11078,Cavern,Gorar Caverns,cavern,False,Surface
7791,Bay,Smallwing Bay,bay,False,Surface
15064,Bay,Gulf of Dornaenbil,bay,False,Surface
17211,Bay,Gabela Bay,bay,False,Surface
6253,DryLake,Curro's Prize Barren Lake,dry lake,False,Surface
8084,Bay,Ouba Bight,bay,False,Surface
7069,Bay,Gulf of Lobusttol,bay,False,Surface
3655,Bay,Ereria Bay,bay,False,Surface
12822,Bay,Strangeear Cove,bay,False,Surface
4730,Bay,Goinum Bay,bay,False,Surface
7772,Bay,Tol Bay,bay,False,Surface
17206,Bay,Braga Bay,bay,False,Surface
15077,Bay,Artheereunt Bight,bay,False,Surface
11183,VEE_ToxicCrater,Terheruay Poisoned Caldera,toxic crater lake,False,Surface
15173,Bay,Gulf of Camelear,bay,False,Surface
3635,Bay,Gulf of Canebar,bay,False,Surface
4770,VEE_PebbleDunes,Ibala Pebble Dunes,pebble dunes,False,Surface
6463,VEE_PebbleDunes,Abanqueiro's Folly Gravel Drifts,pebble dunes,False,Surface
2066,VEE_PebbleDunes,Green Rolling Pebble Fields,pebble dunes,False,Surface
12857,VEE_PebbleDunes,Greendonkey Gravel Drifts,pebble dunes,False,Surface
19293,VEE_PebbleDunes,Dinba Gravel Drifts,pebble dunes,False,Surface
21653,VEE_PebbleDunes,Miaban Stone-Swept Ridges,pebble dunes,False,Surface
1610,VEE_PebbleDunes,Camño Rolling Pebble Fields,pebble dunes,False,Surface
19316,VEE_PebbleDunes,Mazoiño Gravel Drifts,pebble dunes,False,Surface
4757,VEE_PebbleDunes,Andneora Stone-Swept Ridges,pebble dunes,False,Surface
11550,VEE_PebbleDunes,Tioera Gravel Drifts,pebble dunes,False,Surface
19314,VEE_PebbleDunes,Brinñole Gravel Drifts,pebble dunes,False,Surface
13142,VEE_PebbleDunes,Istheni Shingle Dunes,pebble dunes,False,Surface
260,VEE_PebbleDunes,Meevein Pebble Dunes,pebble dunes,False,Surface
11566,VEE_PebbleDunes,Tonxigola Gravel Drifts,pebble dunes,False,Surface
14348,VEE_PebbleDunes,Aredos Stone-Swept Ridges,pebble dunes,False,Surface
21586,VEE_PebbleDunes,Ereesder Pebble Dunes,pebble dunes,False,Surface
6437,VEE_PebbleDunes,Senra Gravel Drifts,pebble dunes,False,Surface
6315,VEE_PebbleDunes,Asne Rolling Pebble Fields,pebble dunes,False,Surface
16571,VEE_PebbleDunes,Mole Stone-Swept Ridges,pebble dunes,False,Surface
14564,VEE_StagnantRivulet,Teus Stagnant Rivulet,stagnant rivulet,False,Surface
8503,VEE_StagnantRivulet,Braña Standing Channel,stagnant rivulet,False,Surface
4378,VEE_StagnantRivulet,Binshoia Stagnant Rivulet,stagnant rivulet,False,Surface
17307,VEE_StagnantRivulet,Thonussia Sluggish Rivulet,stagnant rivulet,False,Surface
11334,VEE_StagnantRivulet,Barga Sluggish Rivulet,stagnant rivulet,False,Surface
11097,VEE_StagnantRivulet,Shohisarbum Stagnant Rivulet,stagnant rivulet,False,Surface
7053,VEE_StagnantRivulet,Oulia Silted Creek,stagnant rivulet,False,Surface
11309,VEE_StagnantRivulet,Vasalo Stagnant Rivulet,stagnant rivulet,False,Surface
9131,VEE_StagnantRivulet,Stler Silted Creek,stagnant rivulet,False,Surface
2793,VEE_StagnantRivulet,Troutchin Silted Creek,stagnant rivulet,False,Surface
3473,VEE_StagnantRivulet,Dojados Stagnant Rivulet,stagnant rivulet,False,Surface
16486,VEE_StagnantRivulet,Cadocaga Stagnant Rivulet,stagnant rivulet,False,Surface
12630,VEE_StagnantRivulet,Octopus Silted Creek,stagnant rivulet,False,Surface
3294,VEE_StagnantRivulet,Henoulni Silted Creek,stagnant rivulet,False,Surface
3451,VEE_StagnantRivulet,Verheistan Stilled Stream,stagnant rivulet,False,Surface
3468,VEE_StagnantRivulet,Elephant Sealshoulder Standing Channel,stagnant rivulet,False,Surface
13618,VEE_Cenotes,Otter Cenote Lakes,cenotes,False,Surface
13119,VEE_Cenotes,Parrotheel Collapsed Limestone Pools,cenotes,False,Surface
2358,VEE_Cenotes,Blueaardvark Collapsed Limestone Pools,cenotes,False,Surface
9477,VEE_Cenotes,Biarcai Cenote Lakes,cenotes,True,Surface
1145,VEE_Cenotes,Abeneiro Cenote Lakes,cenotes,False,Surface
1782,VEE_Cenotes,Orangeraccoon Collapsed Limestone Pools,cenotes,False,Surface
9456,VEE_Cenotes,Edbum Cenote Lakes,cenotes,False,Surface
15634,VEE_Cenotes,Barborca Cenote Field,cenotes,False,Surface
3915,VEE_Cenotes,Eristia Karst Hollows,cenotes,False,Surface
7387,VEE_Cenotes,Canca Karst Hollows,cenotes,False,Surface
19985,VEE_Cenotes,Embaixada Collapsed Limestone Pools,cenotes,False,Surface
14166,VEE_Cenotes,Badgereye Collapsed Limestone Pools,cenotes,False,Surface
10480,VEE_Cenotes,Hawk Karst Hollows,cenotes,False,Surface
4997,VEE_Cenotes,Greenstump Karst Hollows,cenotes,False,Surface
8802,VEE_Cenotes,Henum Collapsed Limestone Pools,cenotes,False,Surface
10806,VEE_Cenotes,Colaga Collapsed Limestone Pools,cenotes,False,Surface
2677,AncientGarrison,Iñoma Station,ancient garrison,False,Surface
9558,AncientGarrison,Anya's Base,ancient garrison,False,Surface
2560,AncientGarrison,Fort Isna,ancient garrison,False,Surface
5617,AncientGarrison,Fort Ram,ancient garrison,False,Surface
10518,AncientGarrison,Fort Bascucamxos,ancient garrison,False,Surface
6854,AncientGarrison,Ouunt Garrison,ancient garrison,False,Surface
18683,AncientGarrison,Abangalbi Armory,ancient garrison,False,Surface
10332,AncientGarrison,Tona Base,ancient garrison,False,Surface
19961,AncientGarrison,Icy Ape Stronghold,ancient garrison,False,Surface
678,AncientGarrison,Haareera Garrison,ancient garrison,False,Surface
12795,AncientGarrison,Oulussia Armory,ancient garrison,False,Surface
13602,AncientGarrison,Coro Armory,ancient garrison,False,Surface
20514,AncientGarrison,Hisan Stronghold,ancient garrison,False,Surface
9167,AncientGarrison,Fort Ouhadithbum,ancient garrison,False,Surface
3666,AncientGarrison,Iñoda Garrison,ancient garrison,False,Surface
15684,AncientGarrison,Orange Armory,ancient garrison,False,Surface
10370,AncientWarehouse,Fernanda's Storehouse,ancient warehouse,False,Surface
8449,AncientWarehouse,Vaslou Storehouse,ancient warehouse,False,Surface
20853,AncientWarehouse,Sare Storehouse,ancient warehouse,False,Surface
10355,AncientWarehouse,Isaambrei Warehouse,ancient warehouse,False,Surface
3351,AncientWarehouse,Tall Hippopotamus Storehouse,ancient warehouse,False,Surface
8794,AncientWarehouse,Margarita's Storehouse,ancient warehouse,False,Surface
9553,AncientWarehouse,Arlene's Storehouse,ancient warehouse,False,Surface
17461,AncientWarehouse,Kiriko's Storehouse,ancient warehouse,False,Surface
12304,AncientWarehouse,Shoenba Storehouse,ancient warehouse,False,Surface
14136,AncientWarehouse,Vince's Depot,ancient warehouse,False,Surface
5951,AncientWarehouse,Oureron Storehouse,ancient warehouse,False,Surface
16427,AncientWarehouse,Alex's Warehouse,ancient warehouse,False,Surface
19021,AncientWarehouse,Red's Warehouse,ancient warehouse,False,Surface
15310,AncientWarehouse,Micóalbo Warehouse,ancient warehouse,False,Surface
21197,AncientWarehouse,Senne Warehouse,ancient warehouse,False,Surface
3390,AncientWarehouse,Notlior Warehouse,ancient warehouse,False,Surface
21037,VEE_MeteorCrater,Xadaba Impact Crater,meteor crater,False,Surface
116,VEE_MeteorCrater,Hadlelia Impact Basin,meteor crater,False,Surface
6878,VEE_MeteorCrater,Thieddo Impact Basin,meteor crater,False,Surface
17949,VEE_MeteorCrater,Veor Impact Basin,meteor crater,False,Surface
3572,VEE_MeteorCrater,Heristan Impact Crater,meteor crater,False,Surface
17694,VEE_MeteorCrater,Blackskunk Impact Crater,meteor crater,False,Surface
8796,VEE_MeteorCrater,Trosma Impact Crater,meteor crater,False,Surface
6764,VEE_MeteorCrater,Youselia Impact Basin,meteor crater,False,Surface
3342,VEE_MeteorCrater,Senra Impact Crater,meteor crater,False,Surface
876,VEE_MeteorCrater,Andleuay Impact Crater,meteor crater,False,Surface
17965,VEE_MeteorCrater,Eaeaeron Impact Crater,meteor crater,False,Surface
19079,VEE_MeteorCrater,Ourroder Impact Crater,meteor crater,False,Surface
17450,VEE_MeteorCrater,Severuia Impact Crater,meteor crater,False,Surface
12911,VEE_MeteorCrater,Marvasza Meteor Crater,meteor crater,False,Surface
14026,VEE_MeteorCrater,Telenorora Impact Crater,meteor crater,False,Surface
7751,VEE_MeteorCrater,Lervebraas Impact Crater,meteor crater,False,Surface
12457,VEE_DustBowl,Valentin's Honor Blasted Expanse,dust bowl,False,Surface
15770,VEE_DustBowl,Tonirbo Dust Bowl,dust bowl,False,Surface
10468,VEE_DustBowl,Rodaballo Blasted Expanse,dust bowl,False,Surface
15040,VEE_DustBowl,Blackaardvark Dust Bowl,dust bowl,False,Surface
105,VEE_DustBowl,Gacó Parched Barrens,dust bowl,False,Surface
12936,VEE_DustBowl,Funinonda Scorched Dustplain,dust bowl,False,Surface
8973,VEE_DustBowl,Grayseal Depression,dust bowl,False,Surface
5614,VEE_DustBowl,Albogatocam Dust Bowl,dust bowl,False,Surface
7897,VEE_DustBowl,Combo Dust Bowl,dust bowl,False,Surface
2661,VEE_DustBowl,Enler Blasted Expanse,dust bowl,False,Surface
4825,VEE_DustBowl,Lousa Depression,dust bowl,False,Surface
519,VEE_DustBowl,Purple Dust Bowl,dust bowl,False,Surface
19934,VEE_DustBowl,Choco Parched Barrens,dust bowl,False,Surface
11794,VEE_DustBowl,Eveunt Blasted Expanse,dust bowl,False,Surface
15870,VEE_DustBowl,Tallshoulder Dust Bowl,dust bowl,False,Surface
16943,VEE_QuicksandDunes,Baboon Ankle Loose Earth Dunes,quicksand dunes,False,Surface
19688,VEE_QuicksandDunes,Roxigo Loose Earth Dunes,quicksand dunes,False,Surface
7017,VEE_QuicksandDunes,Ouora Loose Earth Dunes,quicksand dunes,False,Surface
4704,VEE_QuicksandDunes,Laandlor Quicksand Dunes,quicksand dunes,False,Surface
19505,VEE_QuicksandDunes,Wasba Quicksand Dunes,quicksand dunes,False,Surface
19646,VEE_QuicksandDunes,Menthaba Loose Earth Dunes,quicksand dunes,False,Surface
9889,VEE_QuicksandDunes,Veeduay Unstable Dunes,quicksand dunes,False,Surface
12379,VEE_QuicksandDunes,Caxigo Quicksand Dunes,quicksand dunes,False,Surface
639,VEE_QuicksandDunes,Seara Quicksand Dunes,quicksand dunes,False,Surface
1192,VEE_QuicksandDunes,Melaler Sinking Dunes,quicksand dunes,False,Surface
11169,VEE_QuicksandDunes,Tragua Unstable Dunes,quicksand dunes,False,Surface
21383,VEE_QuicksandDunes,Wasbo Quicksand Dunes,quicksand dunes,False,Surface
3166,VEE_QuicksandDunes,Red Hamster Quicksand Dunes,quicksand dunes,False,Surface
14458,VEE_QuicksandDunes,Sharpwing Sinking Dunes,quicksand dunes,False,Surface
18704,VEE_RockRidge,Tiger Claw Spine,rock ridge,False,Surface
5605,VEE_RockRidge,Orangemole Ridge,rock ridge,False,Surface
14179,VEE_RockRidge,Leoum Ridge,rock ridge,False,Surface
1037,VEE_RockRidge,Heder Spine,rock ridge,False,Surface
1153,VEE_RockRidge,Ismonheler Crest,rock ridge,False,Surface
10486,VEE_RockRidge,Entoberon Ridge,rock ridge,False,Surface
2459,VEE_RockRidge,Harsh Duck Ridge,rock ridge,False,Surface
18743,VEE_RockRidge,Comboa Ridge,rock ridge,False,Surface
14181,VEE_RockRidge,Lanla Ridge,rock ridge,False,Surface
16443,VEE_RockRidge,Quaus Ridge,rock ridge,False,Surface
16296,VEE_RockRidge,Hiora Ridge,rock ridge,False,Surface
7554,VEE_RockRidge,Banastra Ridge,rock ridge,False,Surface
2949,Peninsula,Cape Bocho,peninsula,False,Surface
11830,Peninsula,Cape Raan,peninsula,False,Surface
12508,Peninsula,Cape Eaen,peninsula,False,Surface
8181,Peninsula,Point Lasa,peninsula,False,Surface
11851,Peninsula,Henithainum Peninsula,peninsula,False,Surface
788,Peninsula,Tedlia Peninsula,peninsula,False,Surface
2407,Peninsula,Point Alwasthila,peninsula,False,Surface
8904,Peninsula,Green Point,peninsula,False,Surface
17495,Peninsula,Meniño Peninsula,peninsula,False,Surface
20781,Peninsula,Smallheel Cape,peninsula,False,Surface
6658,Peninsula,Andtedera Horn,peninsula,False,Surface
15008,Peninsula,Red Tarsier Peninsula,peninsula,False,Surface
1046,VEE_GravelBeach,Bluequail Pebble Strand,gravel beach,False,Surface
17531,VEE_GravelBeach,Purplerock Rocky Shoreline,gravel beach,False,Surface
446,VEE_GravelBeach,Neuia Pebble Strand,gravel beach,False,Surface
709,VEE_GravelBeach,Thaalberium Pebble Strand,gravel beach,False,Surface
2247,VEE_GravelBeach,Toera Pebble Strand,gravel beach,False,Surface
2616,VEE_GravelBeach,Velou Rocky Shoreline,gravel beach,False,Surface
6638,VEE_GravelBeach,Wasorussia Pebble Strand,gravel beach,False,Surface
13409,VEE_GravelBeach,Haor Gravel Shore,gravel beach,False,Surface
7100,VEE_GravelBeach,Naarbium Stone-Littered Beach,gravel beach,False,Surface
10344,VEE_GravelBeach,Badmule Stone-Littered Beach,gravel beach,False,Surface
11778,VEE_GravelBeach,Queabei Shingle Coast,gravel beach,False,Surface
20685,VEE_GravelBeach,Binistia Pebble Strand,gravel beach,False,Surface
16354,Hollow,Totros Hollow,hollow,False,Surface
1151,Hollow,Stingray's Retirement Hollow,hollow,False,Surface
18720,Hollow,Black Hollow,hollow,False,Surface
5039,Hollow,Craggy Echidna Hollow,hollow,False,Surface
19375,Hollow,Obanbrí Hollow,hollow,False,Surface
20878,Hollow,Ordabum Hollow,hollow,False,Surface
17346,Hollow,Turkeyclaw Hollow,hollow,False,Surface
20405,Hollow,Trobo Hollow,hollow,False,Surface
13168,Hollow,Bustmabrin Hollow,hollow,False,Surface
18352,Hollow,Rachel's Hideout,hollow,False,Surface
2800,Hollow,Bluegiraffe Hollow,hollow,False,Surface
