tile,lat,long,biome,elevation,temperature,rainfall,hilliness,swampiness
139,-10.6897,125.2342,BMT_FungalForest,697,-15.6,1280,LargeHills,0
140,10.6897,125.2342,BMT_FungalForest,667,-15.4,1581,LargeHills,0.051
141,-6.5828,112.5773,Glowforest,1374,-5,1294,LargeHills,0
142,6.5828,-67.4227,ZBiome_DesertOasis,210,49.2,420,Flat,0
143,-6.5828,-67.4227,ExtremeDesert,344,48.3,39,SmallHills,0.2
144,-10.6897,-54.7658,ExtremeDesert,789,54.8,18,Mountainous,0
145,10.6897,-54.7658,ZBiome_DesertOasis,164,58.8,1559,Flat,0.1255
146,0,-47.0346,Ocean,-350,65.4,90,Flat,0.3922
147,0,-132.9655,AB_MycoticJungle,731,-26.5,847,SmallHills,0
148,10.6897,-125.2342,BMT_FungalForest,622,-15.1,1250,SmallHills,0
149,-10.6897,-125.2342,HorrorWastes,993,-17.5,1413,SmallHills,0
150,6.5828,-112.5773,Glowforest,1256,-4.3,1381,LargeHills,0
151,-6.5828,-112.5773,Glowforest,1641,-6.8,1473,LargeHills,0.0941
152,45.3793,-123.2789,AridShrubland,1173,-4,894,LargeHills,0
153,47.8837,-142.7859,AB_RockyCrags,646,-12.4,30,LargeHills,0
154,35.9504,-151.5701,AB_RockyCrags,688,-29.4,156,SmallHills,0.2078
155,23.9221,-144.2532,AB_RockyCrags,600,-32,18,LargeHills,0.0392
156,22.6644,-129.5165,AB_MycoticJungle,706,-17.4,713,LargeHills,0
157,32.2725,-118.663,AridShrubland,1478,-7.5,774,LargeHills,0
158,71.7908,-139.73,AridShrubland,310,12.1,770,LargeHills,0
159,82.929,180,AridShrubland,417,19,622,Flat,0
160,71.7908,139.73,AridShrubland,265,12.4,905,SmallHills,0
161,59.7622,155.6126,AridShrubland,582,-5.8,518,LargeHills,0
162,59.7622,-155.6126,PoisonForest,556,-5.6,1250,SmallHills,0
163,55.6121,180,AB_MycoticJungle,565,-14.5,451,LargeHills,0
164,71.7908,-40.27,Desert,288,41.1,37,SmallHills,0
165,59.7622,-24.3874,ExtremeDesert,364,52.1,22,SmallHills,0
166,82.929,0,Desert,347,34.2,118,SmallHills,0
167,71.7908,40.27,Desert,442,40.1,70,SmallHills,0
168,55.6121,0,ExtremeDesert,514,56.5,19,SmallHills,0
169,59.7622,24.3874,ExtremeDesert,348,52.2,24,SmallHills,0
170,45.3793,-56.7211,ExtremeDesert,564,47.1,68,SmallHills,0
171,32.2725,-61.337,ZBiome_DesertOasis,632,47.7,1458,Flat,0.0863
172,47.8837,-37.2141,ExtremeDesert,528,54.9,45,SmallHills,0
173,35.9504,-28.4298,ExtremeDesert,824,61.5,126,SmallHills,0.4549
174,22.6644,-50.4835,Desert,436,58.1,485,SmallHills,0.0588
175,23.9221,-35.7468,ZBiome_DesertOasis,588,64.5,1568,Flat,0.2
176,27.2871,-103.5267,AridShrubland,800,10.9,535,LargeHills,0.0118
177,34.3737,-90,Desert,416,26.6,299,SmallHills,0.1255
178,27.2871,-76.4733,AB_FeraliskInfestedJungle,332,39.1,420,SmallHills,0.0118
179,13.7773,-78.0093,Ocean,-337,40.9,90,Flat,0.2314
180,13.7773,-101.9907,Ocean,-122,16.5,90,Flat,0.1804
181,7.0166,-90,Ocean,-350,29.3,90,Flat,0.2314
182,45.3793,123.2789,Glowforest,1353,-5.2,1580,SmallHills,0
183,32.2725,118.663,PoisonForest,1366,-6.8,993,LargeHills,0.2275
184,47.8837,142.7859,AB_MycoticJungle,569,-11.9,1046,LargeHills,0.2431
185,35.9504,151.5702,AB_MycoticJungle,518,-28.2,471,SmallHills,0
186,22.6644,129.5165,BMT_FungalForest,731,-17.6,1538,SmallHills,0.1765
187,23.9221,144.2532,AB_MycoticJungle,720,-32.8,477,SmallHills,0
188,-11.6394,-165.9258,AB_RockyCrags,260,-60.7,29,LargeHills,0
189,-11.9958,-152.0475,AB_RockyCrags,669,-47.9,112,Flat,0.3333
190,11.6394,-165.9258,SeaIce,-329,-59,90,Flat,0.2784
191,0,-172.9826,SeaIce,-350,-72.6,90,Flat,0.1176
192,11.9958,-152.0475,AB_RockyCrags,473,-46.6,108,Flat,0.349
193,0,-145.6218,AB_RockyCrags,445,-41,253,SmallHills,0
194,-34.3737,-90,Desert,643,25.1,231,SmallHills,0
195,-27.2871,-76.4733,Desert,624,37.2,66,SmallHills,0
196,-7.0166,-90,Ocean,-122,29.3,90,Flat,0.549
197,-13.7773,-78.0093,Desert,399,38.3,60,SmallHills,0
198,-13.7773,-101.9907,AridShrubland,749,11.7,562,LargeHills,0
199,-27.2871,-103.5267,AridShrubland,1320,7.6,514,Mountainous,0
200,-11.6394,-14.0742,ExtremeDesert,2490,61.6,18,Impassable,0.0824
201,0,-7.0174,ExtremeDesert,1658,68.9,41,SmallHills,0
202,11.9958,-27.9525,Volcano,2326,58.8,1371,Mountainous,0
203,11.6394,-14.0742,ExtremeDesert,2187,63.6,88,Mountainous,0.2902
204,0,-34.3782,Ocean,-350,72.2,90,Flat,0.3333
205,-11.9958,-27.9525,ZBiome_DesertOasis,178,72.8,1729,Flat,0
206,47.8837,37.2141,ExtremeDesert,323,56.2,22,LargeHills,0
207,45.3793,56.7211,ExtremeDesert,84,50.2,30,Flat,0.0745
208,35.9504,28.4299,ExtremeDesert,465,63.9,18,SmallHills,0
209,23.9221,35.7468,ExtremeDesert,518,64.9,18,SmallHills,0
210,22.6644,50.4835,ExtremeDesert,556,57.3,21,SmallHills,0.2431
211,32.2725,61.337,ExtremeDesert,342,49.6,31,SmallHills,0.0275
212,-45.3793,123.2789,Glowforest,537,0.1,1507,LargeHills,0.7686
213,-47.8837,142.7859,BMT_FungalForest,1374,-17.1,1286,LargeHills,0
214,-35.9504,151.5701,AB_RockyCrags,1606,-35.3,145,Mountainous,0
215,-23.9221,144.2532,AB_RockyCrags,833,-33.5,376,SmallHills,0
216,-22.6644,129.5165,BMT_FungalForest,977,-19.2,1169,SmallHills,0
217,-32.2725,118.663,Glowforest,968,-4.2,1523,LargeHills,0
218,-71.7908,-139.73,AridShrubland,554,10.5,908,SmallHills,0
219,-59.7622,-155.6126,BMT_FungalForest,1194,-9.8,1318,LargeHills,0
220,-71.7908,139.73,HorrorWastes,496,10.9,1259,Flat,0
221,-82.929,-180,AridShrubland,363,19.3,675,SmallHills,0
222,-59.7622,155.6126,BMT_FungalForest,1073,-9,1676,LargeHills,0.1725
223,-55.6121,-180,AB_MycoticJungle,1383,-19.8,1059,LargeHills,0
224,-82.929,0,Desert,289,34.6,146,Flat,0
225,-71.7908,-40.27,Desert,424,40.2,71,SmallHills,0
226,-71.7908,40.27,Desert,477,39.8,81,SmallHills,0
227,-59.7622,24.3874,ExtremeDesert,235,53,25,SmallHills,0
228,-55.6121,0,ExtremeDesert,424,57,21,SmallHills,0
229,-59.7622,-24.3874,ExtremeDesert,369,52.1,26,SmallHills,0.0588
230,-45.3793,56.7211,ExtremeDesert,292,48.8,30,SmallHills,0.2706
231,-32.2725,61.337,ExtremeDesert,608,47.8,66,Flat,0.2157
232,-47.8837,37.2141,ExtremeDesert,388,55.8,21,SmallHills,0
233,-35.9504,28.4298,ExtremeDesert,142,66,58,SmallHills,0
234,-22.6644,50.4835,Desert,385,58.4,136,SmallHills,0.3333
235,-23.9221,35.7468,ExtremeDesert,386,65.8,116,SmallHills,0
236,-27.2871,103.5267,AridShrubland,927,10.1,614,LargeHills,0
237,-34.3737,90,Desert,457,26.3,123,SmallHills,0.2588
238,-27.2871,76.4733,Desert,433,38.4,76,SmallHills,0.2627
239,-13.7773,78.0093,AridShrubland,475,37.8,198,SmallHills,0.4078
240,-13.7773,101.9907,AridShrubland,1357,7.7,796,Mountainous,0
241,-7.0166,90,AridShrubland,511,26,443,Flat,0.1216
242,0,172.9826,SeaIce,-350,-72.6,90,Flat,0.1333
243,-11.6394,165.9258,SeaIce,-330,-59,90,Flat,0.2824
244,11.9958,152.0475,SeaIce,-220,-43.5,90,Flat,0.5569
245,11.6394,165.9258,SeaIce,-350,-59,90,Flat,0
246,-11.9958,152.0475,AB_RockyCrags,278,-45.3,107,LargeHills,0
247,0,145.6218,AB_RockyCrags,329,-40.3,250,LargeHills,0
248,-32.2725,-118.663,Glowforest,924,-3.9,1552,LargeHills,0
249,-45.3793,-123.2789,PoisonForest,582,-0.2,1179,LargeHills,0
250,-47.8837,-142.7859,AB_MycoticJungle,1031,-14.9,710,LargeHills,0
251,-35.9504,-151.5702,AB_MycoticJungle,1015,-31.5,496,SmallHills,0
252,-23.9221,-144.2532,AB_RockyCrags,533,-31.6,364,LargeHills,0.3686
253,-22.6644,-129.5165,BMT_FungalForest,1225,-20.8,1239,SmallHills,0
254,-47.8837,-37.2141,ExtremeDesert,382,55.8,21,SmallHills,0.0706
255,-45.3793,-56.7211,ExtremeDesert,399,48.2,23,LargeHills,0
256,-23.9221,-35.7468,ExtremeDesert,1880,56.1,18,Impassable,0
257,-35.9504,-28.4299,ExtremeDesert,413,64.2,18,SmallHills,0
258,-32.2725,-61.337,ExtremeDesert,473,48.7,24,LargeHills,0
259,-22.6644,-50.4835,ExtremeDesert,538,57.4,18,LargeHills,0
260,-11.9958,27.9525,Desert,303,72,341,Flat,0
261,-11.6394,14.0742,Desert,965,71.5,575,LargeHills,0
262,0,7.0174,AB_MechanoidIntrusion,1557,69.6,44,SmallHills,0
263,11.6394,14.0742,ExtremeDesert,697,73.3,22,LargeHills,0.2745
264,11.9958,27.9525,ExtremeDesert,149,73,18,Flat,0
265,0,34.3782,ExtremeDesert,709,67.6,21,SmallHills,0
266,27.2871,76.4733,Desert,547,37.7,87,SmallHills,0.0235
267,34.3737,90,Desert,690,24.8,344,SmallHills,0.251
268,7.0166,90,Ocean,-350,29.3,90,Flat,0.0353
269,13.7773,78.0093,AridShrubland,545,37.4,212,LargeHills,0
270,27.2871,103.5267,AridShrubland,734,11.4,642,SmallHills,0.0667
271,13.7773,101.9907,Ocean,132,15.7,133,Flat,0.1725
272,53.2118,-84.0441,Desert,469,29.9,183,SmallHills,0
273,53.2118,-95.9559,Desert,395,22.9,371,SmallHills,0
274,59.6526,-101.4798,Desert,276,21.3,484,SmallHills,0
275,64.3391,-90,Desert,421,26.5,303,SmallHills,0
276,59.6526,-78.5202,Desert,317,33.1,121,SmallHills,0
277,59.6526,78.5202,Desert,525,31.8,168,SmallHills,0
278,53.2118,84.0441,Desert,392,30.4,196,SmallHills,0
279,64.3391,90,Desert,661,25,367,SmallHills,0
280,53.2118,95.9559,AridShrubland,620,21.5,579,Flat,0
281,59.6526,101.4798,AridShrubland,629,19,596,SmallHills,0
282,-59.6526,-101.4798,Desert,666,18.8,504,SmallHills,0
283,-59.6526,-78.5202,Desert,637,31.1,144,SmallHills,0.3412
284,-53.2118,-84.0441,Desert,801,27.8,257,SmallHills,0
285,-64.3391,-90,Desert,732,24.5,328,SmallHills,0
286,-53.2118,-95.9559,Desert,798,20.3,460,SmallHills,0
287,-53.2118,84.0441,Desert,545,29.4,167,SmallHills,0.098
288,-53.2118,95.9559,Desert,442,22.6,446,Flat,0
289,-59.6526,101.4798,AridShrubland,300,21.1,530,SmallHills,0
290,-64.3391,90,Desert,287,27.4,325,SmallHills,0
291,-59.6526,78.5202,Desert,358,32.9,158,SmallHills,0
292,-29.6668,173.3562,AB_RockyCrags,567,-47.1,100,SmallHills,0
293,-36.5464,-175.5644,AB_RockyCrags,443,-37.9,290,SmallHills,0.2078
294,-29.6668,-173.3562,AB_RockyCrags,687,-47.9,97,SmallHills,0
295,-36.5464,175.5644,AB_RockyCrags,601,-38.9,259,LargeHills,0
296,-25.6474,-180,AB_RockyCrags,761,-54.4,54,Flat,0
297,36.5464,175.5644,AB_RockyCrags,567,-38.7,154,LargeHills,0
298,29.6668,173.3562,SeaIce,-122,-43.4,90,Flat,0
299,25.6474,180,SeaIce,-336,-49.5,90,Flat,0.2902
300,36.5464,-175.5644,AB_RockyCrags,570,-38.7,225,Flat,0.2392
301,29.6668,-173.3562,AB_PropaneLakes,114,-44.1,18,LargeHills,0.3451
302,-36.5464,-4.4356,ExtremeDesert,384,68.5,18,Flat,0.1098
303,-29.6668,6.6438,ExtremeDesert,199,72.6,22,SmallHills,0
304,-25.6474,0,ExtremeDesert,317,73.6,36,LargeHills,0
305,-36.5464,4.4356,ExtremeDesert,216,69.6,18,SmallHills,0
306,-29.6668,-6.6438,ExtremeDesert,396,71.3,18,SmallHills,0.2078
307,29.6668,-6.6438,ExtremeDesert,811,68.6,64,SmallHills,0.5451
308,25.6474,0,ExtremeDesert,753,70.7,51,LargeHills,0.1686
309,29.6668,6.6438,ExtremeDesert,562,70.2,30,Flat,0.0745
310,36.5464,-4.4356,ExtremeDesert,752,66.2,75,SmallHills,0
311,36.5464,4.4356,ExtremeDesert,663,66.7,20,SmallHills,0.6824
312,-3.5617,53.3675,ExtremeDesert,418,58.6,125,SmallHills,0
313,0,64.3501,ZBiome_DesertOasis,592,49.3,529,Flat,0.3255
314,5.769,60.1639,ExtremeDesert,1102,49.2,68,SmallHills,0.7098
315,-5.769,60.1639,ZBiome_DesertOasis,484,53.2,645,Flat,0.851
316,3.5617,53.3675,ExtremeDesert,1214,53.4,45,LargeHills,0.251
317,0,115.6499,AB_GelatinousSuperorganism,1050,-6.8,1700,LargeHills,0
318,3.5617,126.6326,BMT_FungalForest,646,-17.8,1528,SmallHills,0
319,-3.5617,126.6326,BMT_FungalForest,367,-16,1340,LargeHills,0
320,5.769,119.8362,BMT_FungalForest,899,-10.8,1663,LargeHills,0
321,-5.769,119.8362,BMT_FungalForest,778,-10,1710,SmallHills,0
322,0,-64.3501,ExtremeDesert,208,51.8,80,SmallHills,0.2549
323,-5.769,-60.1639,ExtremeDesert,242,54.8,26,SmallHills,0.3176
324,-3.5617,-53.3675,ExtremeDesert,728,56.6,19,Mountainous,0.2706
325,5.769,-60.1639,ZBiome_DesertOasis,32,56.1,860,Flat,0
326,3.5617,-53.3675,Desert,573,57.6,278,LargeHills,0.098
327,-3.5617,-126.6326,BMT_FungalForest,929,-19.6,1323,SmallHills,0
328,3.5617,-126.6326,AB_MycoticJungle,997,-20.1,1055,LargeHills,0
329,-5.769,-119.8362,BMT_FungalForest,1300,-13.4,1340,LargeHills,0
330,5.769,-119.8362,BMT_FungalForest,861,-10.5,1487,SmallHills,0
331,0,-115.6499,BMT_FungalForest,1297,-8.4,1390,LargeHills,0
332,43.1105,-133.6302,AB_MycoticJungle,844,-11.2,728,LargeHills,0
333,39.8997,-143.1129,AB_RockyCrags,282,-17.1,18,LargeHills,0.1529
334,31.89,-143.6128,AB_RockyCrags,485,-25.1,315,SmallHills,0.102
335,27.4125,-136.2769,AB_MycoticJungle,475,-20.9,603,SmallHills,0
336,30.2395,-127.7049,AB_MycoticJungle,809,-13,742,LargeHills,0
337,37.8411,-125.6687,AB_MycoticJungle,929,-8.2,549,LargeHills,0
338,75.4542,-164.2857,PoisonForest,325,11.7,993,SmallHills,0
339,75.4542,164.2857,AridShrubland,143,12.9,831,SmallHills,0
340,67.627,158.7523,PoisonForest,273,4.1,1048,SmallHills,0
341,61.9775,171.4349,PoisonForest,419,-5.2,1025,SmallHills,0
342,67.627,-158.7523,Glowforest,523,2.5,1305,SmallHills,0
343,61.9775,-171.4349,PoisonForest,543,-6,1015,SmallHills,0
344,67.627,-21.2477,ExtremeDesert,333,47,26,SmallHills,0
345,61.9775,-8.5651,ExtremeDesert,404,52.2,21,SmallHills,0
346,75.4542,-15.7143,Desert,419,40.4,45,SmallHills,0
347,75.4542,15.7143,Desert,471,40,70,Flat,0
348,61.9775,8.5651,ExtremeDesert,306,52.8,21,SmallHills,0
349,67.627,21.2477,ExtremeDesert,433,46.3,35,SmallHills,0
350,37.8411,-54.3313,Desert,608,50.6,204,SmallHills,0.349
351,30.2395,-52.2951,Desert,501,54.7,299,SmallHills,0.2941
352,43.1105,-46.3698,ExtremeDesert,652,52.5,97,SmallHills,0.3647
353,39.8997,-36.8871,ZBiome_DesertOasis,682,57.7,622,Flat,0
354,27.4125,-43.7231,Desert,426,60.8,322,SmallHills,0.0196
355,31.89,-36.3872,ZBiome_DesertOasis,585,61.7,1021,Flat,0.1686
356,20.7612,-98.4775,Ocean,-183,20.7,90,Flat,0.302
357,27.667,-94.5296,AB_FeraliskInfestedJungle,223,23.6,763,LargeHills,0.098
358,27.667,-85.4704,AB_FeraliskInfestedJungle,294,31.5,1763,LargeHills,0.2314
359,20.7612,-81.5225,Ocean,-217,37.3,90,Flat,0.0235
360,13.9643,-94.0124,Ocean,-350,25.1,90,Flat,0.3922
361,13.9643,-85.9876,Ocean,-350,33.3,90,Flat,0.4235
362,37.8411,125.6687,HorrorWastes,814,-7.5,1428,SmallHills,0.3176
363,30.2395,127.7049,BMT_FungalForest,614,-11.7,1407,SmallHills,0.0745
364,43.1105,133.6302,AB_MycoticJungle,862,-11.3,1051,LargeHills,0.1882
365,39.8997,143.1129,AB_MycoticJungle,478,-18.3,902,SmallHills,0
366,27.4125,136.2769,AB_MycoticJungle,817,-23.2,965,SmallHills,0
367,31.89,143.6128,AB_MycoticJungle,564,-25.6,650,SmallHills,0
368,-7.9223,-159.0268,AB_RockyCrags,640,-57.8,35,SmallHills,0
369,-4.0102,-152.2557,AB_RockyCrags,548,-50,79,LargeHills,0
370,3.8932,-166.001,SeaIce,-350,-63.6,90,Flat,0.3098
371,-3.8932,-166.0011,SeaIce,-175,-63.6,90,Flat,0
372,7.9223,-159.0268,AB_PropaneLakes,102,-54.3,38,LargeHills,0.2078
373,4.0102,-152.2557,AB_RockyCrags,413,-49.1,100,SmallHills,0.2431
374,-27.667,-85.4704,Desert,611,29.5,166,SmallHills,0
375,-20.7612,-81.5225,Desert,451,34.4,76,LargeHills,0
