tile,mutators
2647,Caves
2648,VEE_DeepOreDevoid;VEE_MineralDevoid
2651,VEE_DeepOreDevoid;VEE_MineralDevoid
2658,Mountain
2661,VEE_DustBowl;VEE_DustStorms;VEE_Fertility_Reduced;VEE_PlantLife_Decimated
2666,Caves
2667,Caves
2668,Caves
2677,AncientGarrison
2681,VEE_DeepOreDevoid;VEE_MineralDevoid
2686,VEE_DeepOreDevoid;VEE_MineralDevoid
2689,VEE_DeepOreDevoid;VEE_MineralDevoid
2691,AncientRuins
2704,VEE_DeepOreDevoid;VEE_MineralDevoid
2707,VEE_DeepOreDevoid;VEE_MineralDevoid
2710,VEE_DeepOreDevoid;VEE_MineralDevoid
2713,VEE_DeepOreDevoid;VEE_MineralDevoid
2717,VEE_DeepOreDevoid;VEE_MineralDevoid
2726,VEE_DeepOreDevoid;VEE_MineralDevoid
2729,VEE_DeepOreDevoid;VEE_MineralDevoid
2732,Caves
2738,Caves
2740,Caves
2742,Caves
2743,Caves
2744,Caves
2746,Caves
2747,Caves
2748,Caves
2749,Caves
2750,Caves
2752,Caves
2754,Caves
2767,Caves
2774,Mountain
2775,Mountain
2779,Mountain
2783,Caves
2785,Caves
2788,Caves
2789,Caves
2793,VEE_StagnantRivulet
2795,River;VEE_StagnantRivulet
2796,River;VEE_StagnantRivulet
2800,Hollow
2808,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
2825,VEE_DeepOreDevoid;VEE_MineralDevoid
2835,River
2841,Dunes
2842,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
2843,Dunes
2844,Dunes
2846,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
2847,Dunes
2848,Dunes
2849,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
2852,Dunes
2855,VEE_DeepOreDevoid;VEE_MineralDevoid
2870,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
2871,Dunes
2873,Dunes
2874,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
2875,Dunes
2878,Mountain
2879,Mountain
2880,AbandonedColonyTribal;Mountain
2882,Cavern
2885,VEE_DeepOreDevoid;VEE_MineralDevoid
2893,VEE_DeepOreDevoid;VEE_MineralDevoid
2897,VEE_DeepOreDevoid;VEE_MineralDevoid
2900,Caves
2912,Mountain
2913,Mountain
2917,Coast;Mountain
2919,Coast
2920,Coast;Oasis;sw_SarlaccLair
2922,Oasis
2923,Mountain;Oasis
2925,Mountain
2926,Mountain
2928,Mountain
2929,Mountain
2932,Cliffs;River
2933,Mountain;River
2934,Mountain
2935,Mountain
2936,MineralRich;Mountain
2937,Cliffs;MineralRich
2944,Caves
2946,Caves
2947,Caves
2949,Mountain;Peninsula
2952,Caves;Mountain
2953,Mountain
2956,Caves
2957,Caves
2959,Caves
2961,VEE_SaltPlains
2964,VEE_SaltPlains
2965,VEE_SaltPlains
2972,VEE_DeepOreDevoid;VEE_MineralDevoid
2975,VEE_DeepOreDevoid;VEE_MineralDevoid
2980,VEE_DeepOreDevoid;VEE_MineralDevoid
2991,VEE_DeepOreDevoid;VEE_MineralDevoid
2994,VEE_DeepOreDevoid;VEE_MineralDevoid
