page,row,col,csvRow,defName,label,modName,packageId,loadOrder,duplicateDefName,pawnKindDefName,pawnKindMod,pawnKindCount,lifeStageIndex,lifeStageCount,texPath,texSuffix,textureFile,imageW,imageH,renderError
1,1,7,29,AA_Blizzarisk,blizzarisk,Alpha Animals,sarg.alphaanimals,416,,AA_Blizzarisk,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Blizzarisk/AA_Blizzarisk,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Blizzarisk\AA_Blizzarisk_south.png,143,181,
1,1,8,30,AA_BlizzariskClutchMother,blizzarisk clutch mother,Alpha Animals,sarg.alphaanimals,416,,AA_BlizzariskClutchMother,Alpha Animals,1,0,1,Things/Pawn/Animal/AA_Blizzarisk/AA_Blizzarisk_Clutchmother,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Blizzarisk\AA_Blizzarisk_Clutchmother_south.png,148,199,
1,1,9,31,AA_BloodShrimp,blood shrimp,Alpha Animals,sarg.alphaanimals,416,,AA_BloodShrimp,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_BloodShrimp/AA_BloodShrimp,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_BloodShrimp\AA_BloodShrimp_south.png,253,256,
1,1,10,32,AA_Bobeene,bobeene,Alpha Animals,sarg.alphaanimals,416,,AA_Bobeene,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Bobeene/AA_Bobeene_male,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Bobeene\AA_Bobeene_male_south.png,154,205,
1,1,11,33,AA_BoulderMit,bouldermit,Alpha Animals,sarg.alphaanimals,416,,AA_BoulderMit,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_BoulderMit/AA_BoulderMit,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_BoulderMit\AA_BoulderMit_south.png,177,178,
1,1,12,34,AA_Bumbledrone,bumbledrone,Alpha Animals,sarg.alphaanimals,416,,AA_Bumbledrone,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Bumbledrone/AA_Bumbledrone,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Bumbledrone\AA_Bumbledrone_south.png,256,256,
1,1,13,35,AA_BumbledroneHierophant,bumbledrone hierophant,Alpha Animals,sarg.alphaanimals,416,,AA_BumbledroneHierophant,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Bumbledrone/AA_BumbledroneHierophant,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Bumbledrone\AA_BumbledroneHierophant_south.png,256,256,
1,2,0,36,AA_BumbledroneQueen,bumbledrone queen,Alpha Animals,sarg.alphaanimals,416,,AA_BumbledroneQueen,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Bumbledrone/AA_BumbledroneQueen,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Bumbledrone\AA_BumbledroneQueen_south.png,256,256,
1,2,1,37,AA_Cactipine,cactipine,Alpha Animals,sarg.alphaanimals,416,,AA_Cactipine,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Cactipine/AA_Cactipine,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Cactipine\AA_Cactipine_south.png,113,195,
1,2,2,38,AA_ChameleonYak,chameleon yak,Alpha Animals,sarg.alphaanimals,416,,AA_ChameleonYak,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_ChameleonYak/AA_ChameleonYak,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\3536598972\Textures\Things\Pawn\Animal\AA_ChameleonYak\AA_ChameleonYak_south.png,326,353,
1,2,3,39,AA_ChemfuelMyrmidon,chemfuel myrmidon,Alpha Animals,sarg.alphaanimals,416,,AA_ChemfuelMyrmidon,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_ChemfuelMyrmidon/AA_ChemfuelMyrmidon,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_ChemfuelMyrmidon\AA_ChemfuelMyrmidon_south.png,256,256,
1,2,4,40,AA_Cinderlisk,cinderlisk,Alpha Animals,sarg.alphaanimals,416,,AA_Cinderlisk,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Cinderlisk/AA_Cinderlisk,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Cinderlisk\AA_Cinderlisk_south.png,256,256,
1,2,5,41,AA_ColossalAerofleet,colossal aerofleet,Alpha Animals,sarg.alphaanimals,416,,AA_ColossalAerofleet,Alpha Animals,1,0,1,Things/Pawn/Animal/AA_Aerofleet/AA_Aerofleet_Colossal,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Aerofleet\AA_Aerofleet_Colossal_south.png,124,231,
1,2,6,42,AA_CrepuscularBeetle,Crepuscular Beetle,Alpha Animals,sarg.alphaanimals,416,,AA_CrepuscularBeetle,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_CrepuscularBeetle/AA_CrepuscularBeetle,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_CrepuscularBeetle\AA_CrepuscularBeetle_south.png,99,194,
1,2,7,43,AA_CrescendoAnole,crescendo anole,Alpha Animals,sarg.alphaanimals,416,,AA_CrescendoAnole,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_CrescendoAnole/AA_CrescendoAnole,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_CrescendoAnole\AA_CrescendoAnole_south.png,71,202,
1,2,8,44,AA_CrystalMit,crystalmit,Alpha Animals,sarg.alphaanimals,416,,AA_CrystalMit,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_CrystalMit/AA_CrystalMit,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_CrystalMit\AA_CrystalMit_south.png,256,256,
1,2,9,45,AA_CrystallineCaracal,crystalline caracal,Alpha Animals,sarg.alphaanimals,416,,AA_CrystallineCaracal,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_CrystallineCaracal/AA_CrystallineCaracal,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_CrystallineCaracal\AA_CrystallineCaracal_south.png,103,228,
1,2,10,46,AA_DarkVandal,dark vandal,Alpha Animals,sarg.alphaanimals,416,,AA_DarkVandal,Alpha Animals,1,2,3,Things/Pawn/Animal/FO_ForsakenBoar/FO_ForsakenBoar,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\FO_ForsakenBoar\FO_ForsakenBoar_south.png,107,204,
1,2,11,47,AA_Darkbeast,darkbeast,Alpha Animals,sarg.alphaanimals,416,,AA_Darkbeast,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Darkbeast/AA_Darkbeast,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Darkbeast\AA_Darkbeast_south.png,105,195,
1,2,12,48,AA_DecayDrake,decay drake,Alpha Animals,sarg.alphaanimals,416,,AA_DecayDrake,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_DecayDrake/AA_DecayDrake,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_DecayDrake\AA_DecayDrake_south.png,118,160,
1,2,13,49,AA_DesertAve,desert ave,Alpha Animals,sarg.alphaanimals,416,,AA_DesertAve,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_DesertAve/AA_DesertAve,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\3536598972\Textures\Things\Pawn\Animal\AA_DesertAve\AA_DesertAve_south.png,250,333,
1,3,0,50,AA_DevilSheep,devil sheep,Alpha Animals,sarg.alphaanimals,416,,AA_DevilSheep,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_DevilSheep/AA_DevilSheepMale,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_DevilSheep\AA_DevilSheepMale_south.png,151,167,
1,3,1,51,AA_Drainer,drainer,Alpha Animals,sarg.alphaanimals,416,,AA_Drainer,Alpha Animals,1,0,1,Things/Pawn/Animal/AA_Drainer/AA_Drainer,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Drainer\AA_Drainer_south.png,222,214,
1,3,2,52,AA_DrainerLarva,drainer larva,Alpha Animals,sarg.alphaanimals,416,,AA_DrainerLarva,Alpha Animals,1,0,1,Things/Pawn/Animal/AA_Drainer/AA_DrainerLarva,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Drainer\AA_DrainerLarva_south.png,40,111,
1,3,3,53,AA_Dunealisk,dunealisk,Alpha Animals,sarg.alphaanimals,416,,AA_Dunealisk,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Dunealisk/AA_Dunealisk,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Dunealisk\AA_Dunealisk_south.png,136,184,
1,3,4,54,AA_DunealiskClutchMother,dunealisk clutch mother,Alpha Animals,sarg.alphaanimals,416,,AA_DunealiskClutchMother,Alpha Animals,1,0,1,Things/Pawn/Animal/AA_Dunealisk/AA_Dunealisk_Clutchmother,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Dunealisk\AA_Dunealisk_Clutchmother_south.png,156,198,
1,3,5,55,AA_DuskProwler,dusk prowler,Alpha Animals,sarg.alphaanimals,416,,AA_DuskProwler,Alpha Animals,1,2,3,Things/Pawn/Animal/FO_DuskProwler/FO_DuskProwler,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\FO_DuskProwler\FO_DuskProwler_south.png,70,197,
1,3,6,56,AA_DuskRat,dusk rat,Alpha Animals,sarg.alphaanimals,416,,AA_DuskRat,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_DuskRat/AA_DuskRat,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_DuskRat\AA_DuskRat_south.png,78,216,
1,3,7,57,AA_EmpressButterfly,Empress butterfly,Alpha Animals,sarg.alphaanimals,416,,AA_EmpressButterfly,Alpha Animals,1,0,1,Things/Pawn/Animal/AA_EmpressButterfly/AA_EmpressButterfly,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_EmpressButterfly\AA_EmpressButterfly_south.png,222,206,
1,3,8,58,AA_EmpressButterflyLarva,Empress butterfly larva,Alpha Animals,sarg.alphaanimals,416,,AA_EmpressButterflyLarva,Alpha Animals,1,0,1,Things/Pawn/Animal/AA_EmpressButterfly/AA_EmpressButterflyLarva,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_EmpressButterfly\AA_EmpressButterflyLarva_south.png,57,151,
1,3,9,59,AA_EngorgedTentacularAberration,engorged tentacular aberration,Alpha Animals,sarg.alphaanimals,416,,AA_EngorgedTentacularAberration,Alpha Animals,1,0,1,Things/Pawn/Animal/AA_EngorgedTentacularAberration/AA_EngorgedTentacularAberration,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_EngorgedTentacularAberration\AA_EngorgedTentacularAberration_south.png,247,145,
1,3,10,60,AA_Erin,erin,Alpha Animals,sarg.alphaanimals,416,,AA_Erin,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Erin/AA_Erin,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Erin\AA_Erin_south.png,83,203,
1,3,11,61,AA_Eyeling,eyeling,Alpha Animals,sarg.alphaanimals,416,Alpha Animals | Alpha Memes,AA_Eyeling,Alpha Memes,2,2,3,Things/Pawn/Animal/AA_Eyeling/AA_Eyeling,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Eyeling\AA_Eyeling_south.png,134,144,
1,3,12,62,AA_Feralisk,feralisk,Alpha Animals,sarg.alphaanimals,416,,AA_Feralisk,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Feralisk/AA_Feralisk,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Feralisk\AA_Feralisk_south.png,140,166,
1,3,13,63,AA_FeraliskClutchMother,feralisk clutch mother,Alpha Animals,sarg.alphaanimals,416,,AA_FeraliskClutchMother,Alpha Animals,1,0,1,Things/Pawn/Animal/AA_Feralisk/AA_Feralisk_Clutchmother,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Feralisk\AA_Feralisk_Clutchmother_south.png,140,170,
1,4,0,64,AA_FireWasp,fire wasp,Alpha Animals,sarg.alphaanimals,416,,AA_FireWasp,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_FireWasp/AA_FireWasp,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_FireWasp\AA_FireWasp_south.png,256,256,
1,4,1,65,AA_FissionMouse,fission mouse,Alpha Animals,sarg.alphaanimals,416,,AA_FissionMouse,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_FissionMouse/AA_FissionMouse,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_FissionMouse\AA_FissionMouse_south.png,94,133,
1,4,2,66,AA_FissionMouseSecond,"fission mouse, second generation",Alpha Animals,sarg.alphaanimals,416,,AA_FissionMouseSecond,Alpha Animals,1,0,1,Things/Pawn/Animal/AA_FissionMouse/AA_FissionMouse,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_FissionMouse\AA_FissionMouse_south.png,94,133,
1,4,3,67,AA_FissionMouseThird,"fission mouse, third generation",Alpha Animals,sarg.alphaanimals,416,,AA_FissionMouseThird,Alpha Animals,1,0,1,Things/Pawn/Animal/AA_FissionMouse/AA_FissionMouse,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_FissionMouse\AA_FissionMouse_south.png,94,133,
1,4,4,68,AA_FlamingoPhoenix,flamingo phoenix,Alpha Animals,sarg.alphaanimals,416,,AA_FlamingoPhoenix,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_FlamingoPhoenix/AA_FlamingoPhoenix,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_FlamingoPhoenix\AA_FlamingoPhoenix_south.png,131,194,
1,4,5,69,AA_FrostAve,frost ave,Alpha Animals,sarg.alphaanimals,416,,AA_FrostAve,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_FrostAve/AA_FrostAve,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\3536598972\Textures\Things\Pawn\Animal\AA_FrostAve\AA_FrostAve_south.png,290,345,
1,4,6,70,AA_FrostLynx,frost lynx,Alpha Animals,sarg.alphaanimals,416,,AA_FrostLynx,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_FrostLynx/AA_FrostLynx,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_FrostLynx\AA_FrostLynx_south.png,62,193,
1,4,7,71,AA_FrostboundBehemoth,frostbound behemoth,Alpha Animals,sarg.alphaanimals,416,,AA_FrostboundBehemoth,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_FrostboundBehemoth/AA_FrostboundBehemoth,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_FrostboundBehemoth\AA_FrostboundBehemoth_south.png,111,188,
1,4,8,72,AA_Frostling,frostling,Alpha Animals,sarg.alphaanimals,416,,AA_Frostling,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Frostling/AA_Frostling,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Frostling\AA_Frostling_south.png,78,154,
1,4,9,73,AA_Frostmite,frostmite,Alpha Animals,sarg.alphaanimals,416,,AA_Frostmite,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_FrostMite/AA_FrostMite,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_FrostMite\AA_FrostMite_south.png,132,203,
1,4,10,74,AA_FungalHusk,fungal husk,Alpha Animals,sarg.alphaanimals,416,,AA_FungalHusk,Alpha Animals,1,0,1,Things/Pawn/Animal/AA_FungalHusk/AA_FungalHusk,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_FungalHusk\AA_FungalHusk_south.png,162,191,
1,4,11,75,AA_Gallatross,gallatross,Alpha Animals,sarg.alphaanimals,416,,AA_Gallatross,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Gallatross/AA_Gallatross,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\3536598972\Textures\Things\Pawn\Animal\AA_Gallatross\AA_Gallatross_south.png,358,388,
1,4,12,76,AA_GallatrossMoribund,moribund gallatross,Alpha Animals,sarg.alphaanimals,416,,AA_GallatrossMoribund,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Gallatross/AA_Gallatross_Moribund,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\3536598972\Textures\Things\Pawn\Animal\AA_Gallatross\AA_Gallatross_Moribund_south.png,358,388,
1,4,13,77,AA_Genix,genix,Alpha Animals,sarg.alphaanimals,416,,AA_Genix,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_Genix/AA_Genix,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_Genix\AA_Genix_south.png,80,212,
1,5,0,78,AA_GiantCrownedSilkie,giant crowned silkie,Alpha Animals,sarg.alphaanimals,416,,AA_GiantCrownedSilkie,Alpha Animals,1,2,3,Things/Pawn/Animal/AA_GiantCrownedSilkie/AA_GiantCrownedSilkie,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\1541721856\Textures\Things\Pawn\Animal\AA_GiantCrownedSilkie\AA_GiantCrownedSilkie_south.png,115,209,
