csvRow,defName,label,modName,packageId,loadOrder,reason,texPath,pawnKindDefName,pawnKindCount,lifeStageIndex,lifeStageCount,textureFile,detail
206,BlackBear,black bear,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/BlackBear,BlackBear,1,2,3,,
207,BlackBearMan,black bear man,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/BlackBearMan,BlackBearMan,1,2,3,,
208,Giantala,giantala,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/Giantala,Giantala,1,2,3,,
209,Gigantelope,gigantelope,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/Gigantelope,Gigantelope,1,2,3,,
210,Jerbal,jerbal,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/Jerbal,Jerbal,1,2,3,,
211,Mandrill,mandrill,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/Mandrill,Mandrill,1,2,3,,
212,MandrillMan,mandrill man,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/MandrillMan,MandrillMan,1,2,3,,
213,Megasquid,megasquid,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/Megasquid,Megasquid,1,2,3,,
214,Neanderthal,neanderthal,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/Neanderthal,Neanderthal,1,2,3,,
216,Rabbuck,rabbuck,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/Rabbuck,Rabbuck,1,2,3,,
217,Toraton,toraton,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/Toraton,Toraton,1,2,3,,
218,Worm,worm,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/Worm,Worm,1,2,3,,
219,Yippa,yippa,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/Yippa,Yippa,1,2,3,,
220,Zarander,zarander,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/Zarander,Zarander,1,2,3,,
221,Zebra,zebra,Beasts of the Rim (Continued),mlie.beastsoftherim,62,no_loose_png,Things/Pawn/Animal/Zebra,Zebra,1,2,3,,
223,,race-that-the-author-forgot-to-give-a-name,Big and Small - Framework,redmattis.betterprerequisites,16,no_defName,,,,,,,BS_DefaultHumanlike
224,,mech,Big and Small - Framework,redmattis.betterprerequisites,16,no_defName,,,,,,,BS_UrbMech_Base
225,BS_Centaur,centauroid,Big and Small - Framework,redmattis.betterprerequisites,16,no_pawnkind,,,,,,,
226,BS_HumanFouramed,Four Armed Human,Big and Small - Framework,redmattis.betterprerequisites,16,no_pawnkind,,,,,,,
227,BS_HumanoidWithTail,tailed humanoid,Big and Small - Framework,redmattis.betterprerequisites,16,no_pawnkind,,,,,,,
228,BS_HumanoidWithWings,winged humanoid,Big and Small - Framework,redmattis.betterprerequisites,16,no_pawnkind,,,,,,,
229,BS_JustAHead,disembodied head,Big and Small - Framework,redmattis.betterprerequisites,16,no_pawnkind,,,,,,,
230,BS_Marlith,six-armed snake-person,Big and Small - Framework,redmattis.betterprerequisites,16,no_pawnkind,,,,,,,
231,BS_Naga,snake-person,Big and Small - Framework,redmattis.betterprerequisites,16,no_pawnkind,,,,,,,
232,BS_SixArmedHuman,Six Armed Human,Big and Small - Framework,redmattis.betterprerequisites,16,no_pawnkind,,,,,,,
233,BS_SpiderPersonRace,spider-person,Big and Small - Framework,redmattis.betterprerequisites,16,no_pawnkind,,,,,,,
234,BS_GluttonRace,glutton,Big and Small - Genes & More,redmattis.bigsmall.core,526,no_pawnkind,,,,,,,
235,BS_InsectoidHumanoid_FourArmed,insect-like humanoid,Big and Small - Genes & More,redmattis.bigsmall.core,526,no_pawnkind,,,,,,,
326,,crab,Biomes! Core,biomesteam.biomescore,409,no_defName,,,,,,,BiomesCore_CrabThingBase
327,,,Biomes! Core,biomesteam.biomescore,409,no_defName,,,,,,,BiomesCore_FreshWaterAnimal
328,,,Biomes! Core,biomesteam.biomescore,409,no_defName,,,,,,,BiomesCore_SaltWaterAnimal
329,,,Biomes! Core,biomesteam.biomescore,409,no_defName,,,,,,,BiomesCore_WaterAnimal
372,,,Biotech,ludeon.rimworld.biotech,7,no_defName,,,,,,,HeavyMechanoid
373,,,Biotech,ludeon.rimworld.biotech,7,no_defName,,,,,,,LightMechanoid
374,,,Biotech,ludeon.rimworld.biotech,7,no_defName,,,,,,,SuperHeavyMechanoid
391,Toxalope,toxalope,Biotech,ludeon.rimworld.biotech,7,no_loose_png,Things/Pawn/Animal/Toxalope/Toxalope,Toxalope,1,2,3,,
392,WasteRat,waste rat,Biotech,ludeon.rimworld.biotech,7,no_loose_png,Things/Pawn/Animal/WasteRat/WasteRat,WasteRat,1,2,3,,
393,,,Caravan Adventures,iforgotmysocks.caravanadventures,88,no_defName,,,,,,,CABaseMechanoid
394,,,Caravan Adventures,iforgotmysocks.caravanadventures,88,no_defName,,,,,,,CABaseMechanoidWalker
400,CAMech_Scyther,summoned scyther,Caravan Adventures,iforgotmysocks.caravanadventures,88,no_loose_png,Things/Pawn/Mechanoid/Scyther,CAMech_Scyther,1,0,1,,
404,,,Core,ludeon.rimworld,4,no_defName,,,,,,,AnimalThingBase
405,,,Core,ludeon.rimworld,4,no_defName,,,,,,,BaseBear
406,,,Core,ludeon.rimworld,4,no_defName,,,,,,,BaseHare
407,,,Core,ludeon.rimworld,4,no_defName,,,,,,,BaseInsect
408,,,Core,ludeon.rimworld,4,no_defName,,,,,,,BaseMechanoid
409,,,Core,ludeon.rimworld,4,no_defName,,,,,,,BaseMechanoidWalker
410,,,Core,ludeon.rimworld,4,no_defName,,,,,,,BasePawn
411,,,Core,ludeon.rimworld,4,no_defName,,,,,,,BigBirdThingBase
412,,,Core,ludeon.rimworld,4,no_defName,,,,,,,BigCatThingBase
413,,,Core,ludeon.rimworld,4,no_defName,,,,,,,MechCentipede
414,,,Core,ludeon.rimworld,4,no_defName,,,,,,,ThingBaseFox
415,,,Core,ludeon.rimworld,4,no_defName,,,,,,,ThingBaseWolf
416,Alpaca,alpaca,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Alpaca/Alpaca,Alpaca,1,2,3,,
418,Bear_Grizzly,grizzly bear,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Bear/Bear,Bear_Grizzly,1,2,3,,
419,Bear_Polar,polar bear,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Bear/Bear,Bear_Polar,1,2,3,,
420,Bison,bison,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Bison/Bison,Bison,1,2,3,,
421,Boomalope,boomalope,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Boomalope/Boomalope,Boomalope,1,2,3,,
422,Boomrat,boomrat,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Boomrat/Boomrat,Boomrat,1,2,3,,
423,Capybara,capybara,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Capybara/Capybara,Capybara,1,2,3,,
424,Caribou,caribou,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Caribou/Caribou,Caribou,1,2,3,,
426,Cat,cat,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Cat/Cat,Cat,1,2,3,,
427,Chicken,chicken,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Chicken/Chicken,Chicken,1,2,3,,
428,Chinchilla,chinchilla,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Chinchilla/Chinchilla,Chinchilla,1,2,3,,
430,Cougar,cougar,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Cougar/Cougar,Cougar,1,2,3,,
431,Cow,cow,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Cow/Bull,Cow,1,2,3,,
432,Deer,deer,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Deer/DeerMale,Deer,1,2,3,,
433,Donkey,donkey,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Donkey/Donkey,Donkey,1,2,3,,
434,Dromedary,dromedary,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Dromedary/Dromedary,Dromedary,1,2,3,,
435,Duck,duck,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Duck/DuckMale,Duck,1,2,3,,
436,Elephant,elephant,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Elephant/Elephant,Elephant,1,2,3,,
437,Elk,elk,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Elk/ElkMale,Elk,1,2,3,,
439,Fox_Arctic,arctic fox,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Fox_Arctic/Fox_Arctic,Fox_Arctic,1,2,3,,
440,Fox_Fennec,fennec fox,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Fox_Fennec/Fox_Fennec,Fox_Fennec,1,2,3,,
441,Fox_Red,red fox,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Fox_Red/Fox_Red,Fox_Red,1,2,3,,
443,Goat,goat,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Goat/GoatMale,Goat,1,2,3,,
444,Goose,goose,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Goose/Goose,Goose,1,2,3,,
445,GuineaPig,guinea pig,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/GuineaPig/GuineaPig,GuineaPig,1,2,3,,
446,Hare,hare,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Hare/Hare,Hare,1,2,3,,
447,Horse,horse,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Horse/Horse,Horse,1,2,3,,
448,Human,human,Core,ludeon.rimworld,4,no_texPath,,,463,-1,0,,
449,Husky,husky,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Husky/Husky,Husky,1,2,3,,
450,Ibex,ibex,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Ibex/IbexMale,Ibex,1,2,3,,
451,Iguana,iguana,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Iguana/Iguana,Iguana,1,2,3,,
452,LabradorRetriever,labrador retriever,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Labrador/Labrador,LabradorRetriever,1,2,3,,
453,Lynx,lynx,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Lynx/Lynx,Lynx,1,2,3,,
454,Mech_Lancer,lancer,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Mechanoid/Lancer,Mech_Lancer,1,1,2,,
455,Mech_Pikeman,pikeman,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Mechanoid/Pikeman,Mech_Pikeman,1,1,2,,
456,Mech_Scyther,scyther,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Mechanoid/Scyther,Mech_Scyther,1,1,2,,
457,Mech_Termite,termite,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Mechanoid/Termite,Mech_Termite_Breach,1,0,1,,
459,Megasloth,megasloth,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Megasloth/Megasloth,Megasloth,1,2,3,,
461,Monkey,monkey,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Monkey/Monkey,Monkey,1,2,3,,
462,Muffalo,muffalo,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Muffalo/Muffalo,Muffalo,1,2,3,,
464,Pig,pig,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Pig/Pig,Pig,1,2,3,,
465,Raccoon,raccoon,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Raccoon/Raccoon,Raccoon,1,2,3,,
466,Rat,rat,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Rat/Rat,Rat,1,2,3,,
467,Rhinoceros,rhinoceros,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Rhino/Rhino,Rhinoceros,1,2,3,,
468,Sheep,sheep,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Sheep/SheepMale,Sheep,1,2,3,,
469,Snowhare,snowhare,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Hare/Hare,Snowhare,1,2,3,,
471,Squirrel,squirrel,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Squirrel/Squirrel,Squirrel,1,2,3,,
472,Thrumbo,thrumbo,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Thrumbo/Thrumbo,Thrumbo,1,2,3,,
474,Turkey,turkey,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Turkey/TurkeyTom,Turkey,1,2,3,,
475,Warg,warg,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Warg/Warg,Warg,1,2,3,,
476,WildBoar,wild boar,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/WildBoar/WildBoar,WildBoar,1,2,3,,
477,Wolf_Arctic,arctic wolf,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Wolf_Arctic/Wolf_Arctic,Wolf_Arctic,1,2,3,,
478,Wolf_Timber,timber wolf,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Wolf_Timber/Wolf_Timber,Wolf_Timber,1,2,3,,
479,Yak,yak,Core,ludeon.rimworld,4,no_loose_png,Things/Pawn/Animal/Yak/YakMale,Yak,1,2,3,,
481,,,Dark Ages : Beasts and Monsters,van.beasts,107,no_defName,,,,,,,DA_BaseTaraal
482,,,Dark Ages : Beasts and Monsters,van.beasts,107,no_defName,,,,,,,DA_OwlcatThingBase
519,,,Horrors (Continued),mlie.horrors,162,no_defName,,,,,,,AnimalThingBaseHorror
520,,,Horrors (Continued),mlie.horrors,162,no_defName,,,,,,,BaseHorror
521,BroodLord,brood lord,Horrors (Continued),mlie.horrors,162,no_loose_png,Things/Pawn/Animal/Bulwark/Bulwark,BroodLord,1,2,3,,
522,Bulwark,bulwark,Horrors (Continued),mlie.horrors,162,no_loose_png,Things/Pawn/Animal/Bulwark/Bulwark,Bulwark,1,2,3,,
523,Harvester,harvester,Horrors (Continued),mlie.horrors,162,no_loose_png,Things/Pawn/Animal/Harvester/Harvester,Harvester,1,2,3,,
524,Prowler,prowler,Horrors (Continued),mlie.horrors,162,no_loose_png,Things/Pawn/Animal/Prowler/Prowler,Prowler,1,2,3,,
525,Terrorworm,terrorworm,Horrors (Continued),mlie.horrors,162,no_loose_png,Things/Pawn/Animal/Terrorworm/TerrorWorm,Terrorworm,1,2,3,,
526,Visceral,visceral,Horrors (Continued),mlie.horrors,162,no_loose_png,Things/Pawn/Animal/Visceral/Visceral,Visceral,1,2,3,,
527,,,Ideology,ludeon.rimworld.ideology,6,no_defName,,,,,,,DryadBase
528,Dryad_Barkskin,barkskin dryad,Ideology,ludeon.rimworld.ideology,6,no_loose_png,Things/Pawn/Animal/Dryad_Barkskin/Dryad_Barkskin,Dryad_Barkskin,1,0,1,,
529,Dryad_Basic,immature dryad,Ideology,ludeon.rimworld.ideology,6,no_loose_png,Things/Pawn/Animal/Dryad_Basic/Dryad_Basic,Dryad_Basic,1,0,1,,
530,Dryad_Berrymaker,berrymaker dryad,Ideology,ludeon.rimworld.ideology,6,no_loose_png,Things/Pawn/Animal/Dryad_Berrymaker/DryadBerrymaker,Dryad_Berrymaker,1,0,1,,
531,Dryad_Carrier,carrier dryad,Ideology,ludeon.rimworld.ideology,6,no_loose_png,Things/Pawn/Animal/Dryad_Carrier/DryadCarrier,Dryad_Carrier,1,0,1,,
532,Dryad_Clawer,clawer dryad,Ideology,ludeon.rimworld.ideology,6,no_loose_png,Things/Pawn/Animal/Dryad_Clawer/Dryad_Clawer,Dryad_Clawer,1,0,1,,
533,Dryad_Gaumaker,gaumaker dryad,Ideology,ludeon.rimworld.ideology,6,no_loose_png,Things/Pawn/Animal/Dryad_Gaumaker/DryadGaumaker,Dryad_Gaumaker,1,0,1,,
534,Dryad_Medicinemaker,medicinemaker dryad,Ideology,ludeon.rimworld.ideology,6,no_loose_png,Things/Pawn/Animal/Dryad_Medicinemaker/DryadMedicinemaker,Dryad_Medicinemaker,1,0,1,,
535,Dryad_Woodmaker,woodmaker dryad,Ideology,ludeon.rimworld.ideology,6,no_loose_png,Things/Pawn/Animal/Dryad_Woodmaker/DryadWoodmaker,Dryad_Woodmaker,1,0,1,,
542,JRWAbrictosaurus,Abrictosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Abrictosaurus,JRWAbrictosaurus,1,2,3,,
543,JRWAcrocanthosaurus,Acrocanthosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Acrocanthosaurus,JRWAcrocanthosaurus,1,2,3,,
544,JRWAdalia,Adalia,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Adalia,JRWAdalia,1,2,3,,
545,JRWAgilisaurus,Agilisaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Agilisaurus,JRWAgilisaurus,1,2,3,,
546,JRWAlbertosaurus,Albertosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Albertosaurus,JRWAlbertosaurus,1,2,3,,
547,JRWAllosaurus,Allosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Allosaurus,JRWAllosaurus,1,2,3,,
548,JRWAnkylosaurus,Ankylosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Ankylosaurus,JRWAnkylosaurus,1,2,3,,
549,JRWAntarctopelta,Antarctopelta,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Antarctopelta,JRWAntarctopelta,1,2,3,,
550,JRWApatosaurus,Apatosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Apatosaurus,JRWApatosaurus,1,2,3,,
551,JRWArchaeopteryx,Archaeopteryx,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Archaeopteryx,JRWArchaeopteryx,1,2,3,,
552,JRWArgentinosaurus,Argentinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Argentinosaurus,JRWArgentinosaurus,1,2,3,,
553,JRWArthropleura,Arthropleura,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Arthropleura,JRWArthropleura,1,2,3,,
554,JRWBagaceratops,Bagaceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Bagaceratops,JRWBagaceratops,1,2,3,,
555,JRWBaryonyx,Baryonyx,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Baryonyx,JRWBaryonyx,1,2,3,,
556,JRWBaseopsis,Baseopsis,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Baseopsis,JRWBaseopsis,1,2,3,,
557,JRWBecklespinax,Becklespinax,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Becklespinax,JRWBecklespinax,1,2,3,,
558,JRWBeelzebufo,Beelzebufo,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Beelzebufo,JRWBeelzebufo,1,2,3,,
559,JRWBernicia,Bernicia,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Bernicia,JRWBernicia,1,2,3,,
560,JRWBrachiosaurus,Brachiosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Brachiosaurus,JRWBrachiosaurus,1,2,3,,
561,JRWBrachytrachelopan,Brachytrachelopan,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Brachytrachelopan,JRWBrachytrachelopan,1,2,3,,
562,JRWCaihong,Caihong,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Caihong,JRWCaihong,1,2,3,,
563,JRWCamarasaurus,Camarasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Camarasaurus,JRWCamarasaurus,1,2,3,,
564,JRWCamptosaurus,Camptosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Camptosaurus,JRWCamptosaurus,1,2,3,,
565,JRWCarcharodontosaurus,Carcharodontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Carcharodontosaurus,JRWCarcharodontosaurus,1,2,3,,
566,JRWCarnotaurus,Carnotaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Carnotaurus,JRWCarnotaurus,1,2,3,,
567,JRWCeratosaurus,Ceratosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Ceratosaurus,JRWCeratosaurus,1,2,3,,
568,JRWCoahuilaceratops,Coahuilaceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Coahuilaceratops,JRWCoahuilaceratops,1,2,3,,
